Id,Year,New Or Old,Name,Address,Production Origin,Color,Fuel,Car Gearbox,Used (kilomet),Price
4338990,2017,Xe cũ,"Toyota Vios 1.5E",Bắc Giang,Xe lắp ráp trong nước,màu cát,"máy xăng 1.5 L",số tay,85000,358 Triệu
3727667,2022,Xe mới,"Mazda CX5 Luxury 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,879 Triệu
4021540,2022,Xe mới,"Mercedes Benz E class E200 Exclusive",Khánh Hòa,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,2 Tỷ 470 Triệu
4266145,2013,Xe cũ,"BMW 5 Series 520i",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.0 L",số tự động,61200,750 Triệu
3921449,2022,Xe mới,"Suzuki Swift GLX 1.2 AT",Hà Nội,Xe nhập khẩu,màu cam,"máy xăng 1.2 L",số tự động,0,530 Triệu
4285180,2015,Xe cũ,"Kia Rondo GATH",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,52369,515 Triệu
4268529,2022,Xe mới,"Ford Explorer Limited 2.3L EcoBoost",TP HCM,Xe nhập khẩu,màu đỏ,"máy xăng 2.3 L",số tự động,0,2 Tỷ 399 Triệu
4190198,2022,Xe mới,"Toyota Vios E CVT",Hà Nội,Xe lắp ráp trong nước,màu bạc,"máy xăng 1.5 L",số tự động,0,501 Triệu
3632253,2022,Xe mới,"Hyundai Accent 1.4 AT Đặc Biệt",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.4 L",số tự động,0,542 Triệu
4385470,2020,Xe cũ,"Toyota Vios 1.5G",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,65000,559 Triệu
3251320,2021,Xe mới,"Mitsubishi Xpander 1.5 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,0,630 Triệu
4231547,2018,Xe cũ,"Mercedes Benz E class E250",TP HCM,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.0 L",số tự động,26000,1 Tỷ 639 Triệu
1628648,2022,Xe mới,"Toyota Veloz Cross 1.5 CVT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 1.5 L",số tự động,0,648 Triệu
4230518,2021,Xe mới,"Ford Explorer Limited 2.3L EcoBoost",Bắc Giang,Xe nhập khẩu,màu trắng,"máy xăng 2.3 L",số tự động,0,2 Tỷ 369 Triệu
4398632,2022,Xe mới,"Nissan Almera VL 1.0 CVT Cao cấp",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.0 L",số tự động,0,575 Triệu
3729332,2022,Xe mới,"Mercedes Benz E class E200 Exclusive",Bình Dương,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,0,2 Tỷ 470 Triệu
4401208,2022,Xe mới,"Mitsubishi Outlander Premium 2.0 CVT",Hà Nội,Xe lắp ráp trong nước,màu xám,"máy xăng 2.0 L",số tự động,0,938 Triệu
4387150,2022,Xe mới,"Mercedes Benz C class C300 AMG",Bình Dương,Xe nhập khẩu,màu đen,"máy xăng 2.0 L",số tự động,0,2 Tỷ 399 Triệu
4330673,2019,Xe cũ,"Lexus LX 570 Super Sport",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 5.7 L",số tự động,32000,8 Tỷ 900 Triệu
4370565,2018,Xe cũ,"BMW X1 sDrive18i",Hà Nội,Xe nhập khẩu,màu cam,"máy xăng 1.5 L",số tự động,21668,1 Tỷ 450 Triệu
3527830,2022,Xe mới,"Mazda CX5 2.0 Luxury",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,879 Triệu
2823848,2022,Xe mới,"Ford Ranger Wildtrak 2.0L 4x4 AT",Hà Nội,Xe lắp ráp trong nước,màu cam,"máy dầu 2.0 L",số tự động,0,900 Triệu
4204229,2018,Xe cũ,"Lexus RX 300",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.0 L",số tự động,27000,2 Tỷ 920 Triệu
4304354,2022,Xe mới,"Toyota Raize G 1.0 CVT",TP HCM,Xe nhập khẩu,màu vàng,"máy xăng 1.0 L",số tự động,0,527 Triệu
4267845,2014,Xe cũ,"Mercedes Benz E class E200",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,58000,858 Triệu
4296655,2022,Xe mới,"Toyota Prado VX 2.7L",Hà Nội,Xe nhập khẩu,màu xám,"máy xăng 2.7 L",số tự động,0,2 Tỷ 588 Triệu
4310252,2022,Xe mới,"Toyota Avanza Premio 1.5 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,0,588 Triệu
4404781,2014,Xe cũ,"Ford Ranger Wildtrak 3.2L 4x4 AT",Hà Nội,Xe nhập khẩu,màu đỏ,"máy dầu 3.2 L",số tự động,90000,565 Triệu
4408724,2020,Xe cũ,"Ford Everest Titanium 2.0L 4x4 AT",Hà Nội,Xe nhập khẩu,màu đỏ,"máy dầu 2.0 L",số tự động,20000,1 Tỷ 279 Triệu
3273802,2022,Xe mới,"Mercedes Benz GLC 300 4Matic",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,2 Tỷ 569 Triệu
4322269,2018,Xe cũ,"Mazda CX5 2.5 AT 2WD",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.5 L",số tự động,46000,795 Triệu
4184680,2022,Xe mới,"Ford Explorer Limited 2.3L EcoBoost",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 2.3 L",số tự động,0,2 Tỷ 356 Triệu
4225837,2022,Xe mới,"Mazda 3 Deluxe",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,627 Triệu
4088046,2021,Xe mới,"Isuzu MU-X Prestige 1.9 4X2 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 1.9 L",số tự động,0,900 Triệu
4344201,2014,Xe cũ,"Mercedes Benz S class S400L",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 3.0 L",số tự động,80000,2 Tỷ 150 Triệu
3310438,2022,Xe mới,"Suzuki Ertiga GL 1.5 MT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tay,0,480 Triệu
4410878,2015,Xe cũ,"Mazda 6 2.5 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.5 L",số tự động,100000,575 Triệu
4402445,2017,Xe cũ,"Chevrolet Cruze LTZ 1.8L",Vĩnh Phúc,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.8 L",số tự động,58427,430 Triệu
3820759,2022,Xe mới,"Hyundai SantaFe Cao cấp 2.5L HTRAC",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.5 L",số tự động,0,1 Tỷ 230 Triệu
3678077,2022,Xe mới,"Toyota Vios G 1.5 CVT",Nghệ An,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,576 Triệu
4200862,2021,Xe cũ,"Mercedes Benz E class E180",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,97,1 Tỷ 990 Triệu
3967837,2022,Xe mới,"Mazda 3 1.5L Luxury",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,694 Triệu
4321978,2022,Xe mới,"Mini Cooper 5 Door",Hà Nội,Xe nhập khẩu,màu bạc,"máy xăng 1.5 L",số tự động,0,1 Tỷ 919 Triệu
4345684,2019,Xe cũ,"Toyota Vios 1.5G",Nam Định,Xe lắp ráp trong nước,màu vàng,"máy xăng 1.5 L",số tự động,38000,492 Triệu
4211856,2022,Xe mới,"Mercedes Benz GLB 35 4Matic",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 2.0 L",số tự động,0,2 Tỷ 690 Triệu
4282560,2022,Xe mới,"Toyota Raize G 1.0 CVT",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 1.0 L",số tự động,0,527 Triệu
4101563,2022,Xe mới,"MG ZS Comfort 1.5 AT 2WD",TP HCM,Xe nhập khẩu,màu đen,"máy xăng 1.5 L",số tự động,0,569 Triệu
3691750,2022,Xe mới,"VinFast Lux SA 2.0 Nâng cao",TP HCM,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,0,1 Tỷ 118 Triệu
4355817,2020,Xe cũ,"Honda CRV L",Bình Dương,Xe nhập khẩu,màu đen,"máy xăng 1.5 L",số tự động,27000,1 Tỷ 25 Triệu
4385178,2014,Xe cũ,"Toyota Corolla altis 1.8G MT",Phú Thọ,Xe lắp ráp trong nước,màu vàng,"máy xăng 1.8 L",số tay,142000,382 Triệu
4410258,2009,Xe cũ,"Hyundai County",Hà Nội,Xe lắp ráp trong nước,màu kem,"máy dầu",số tay,12345,330 Triệu
4280066,2019,Xe cũ,"VinFast Fadil 1.4 AT Premium",Đăk Lăk,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.4 L",số tự động,28140,385 Triệu
4263748,2014,Xe cũ,"Mazda 3 S 1.6 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.6 L",số tự động,56899,415 Triệu
4375339,2011,Xe cũ,"Lexus RX 350",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 3.5 L",số tự động,24758,1 Tỷ 360 Triệu
4193182,2020,Xe cũ,"VinFast Lux SA 2.0 Plus 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,40000,980 Triệu
4057284,2022,Xe mới,"Hyundai Accent 1.4 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.4 L",số tự động,0,501 Triệu
4352540,2021,Xe cũ,"Mazda BT50 Luxury 2.2L 4x2 AT",Hà Nội,Xe nhập khẩu,màu xanh,"máy dầu 2.2 L",số tự động,20000,655 Triệu
4367979,2019,Xe cũ,"Ford Ranger XLT 2.2L 4x4 MT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 2.2 L",số tay,30000,710 Triệu
4280746,2020,Xe cũ,"Mercedes Benz GLC 200 4Matic",Hà Nội,Xe lắp ráp trong nước,màu xám,"máy xăng 2.0 L",số tự động,5000,1 Tỷ 980 Triệu
4379854,2008,Xe cũ,"Chevrolet Captiva LTZ 2.4 AT",Đồng Nai,Xe lắp ráp trong nước,màu bạc,"máy xăng 2.4 L",số tự động,150000,225 Triệu
4063696,2022,Xe mới,"Ford Ranger Wildtrak 2.0L 4x4 AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy dầu 2.0 L",số tự động,0,907 Triệu
4385193,2022,Xe mới,"Ford Ranger XLS 2.2L 4x2 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.2 L",số tự động,0,632 Triệu
3697071,2022,Xe mới,"VinFast Lux SA 2.0 Cao cấp",Đồng Nai,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,0,1 Tỷ 271 Triệu
4188351,2022,Xe mới,"Mercedes Benz GLC 200",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,1 Tỷ 859 Triệu
4308309,2013,Xe cũ,"Ssangyong Rexton W RX200 e-XDi",Hà Nội,Xe nhập khẩu,màu đen,"máy dầu 2.0 L",số tự động,100000,600 Triệu
4061482,2022,Xe mới,"Ford Everest Titanium 2.0L 4x4 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy dầu 2.0 L",số tự động,0,1 Tỷ 369 Triệu
4387921,2022,Xe mới,"Ford Everest Titanium 2.0L 4x2 AT",Hà Nội,Xe nhập khẩu,màu đỏ,"máy dầu 2.0 L",số tự động,0,1 Tỷ 151 Triệu
4184683,2022,Xe mới,"Ford Explorer Limited 2.3L EcoBoost",Hà Nội,Xe nhập khẩu,màu xám,"máy xăng 2.3 L",số tự động,0,2 Tỷ 356 Triệu
4352713,2018,Xe cũ,"Honda CRV L",Bình Dương,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,46000,916 Triệu
4303306,2017,Xe cũ,"Toyota Fortuner 2.7V 4x4 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.7 L",số tự động,45000,879 Triệu
4295403,2020,Xe cũ,"BMW X4 xDrive20i M Sport",Hà Nội,Xe nhập khẩu,màu xanh,"máy xăng 2.0 L",số tự động,14000,2 Tỷ 850 Triệu
4263778,2020,Xe cũ,"Mercedes Benz Maybach S450 4Matic",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 3.0 L",số tự động,3000,7 Tỷ 330 Triệu
2383493,2022,Xe mới,"Isuzu Dmax LS 1.9L 4x2 AT",Bình Dương,Xe nhập khẩu,màu cam,"máy dầu 1.9 L",số tự động,0,730 Triệu
3701941,2022,Xe mới,"Ford Ranger XL 2.2L 4x4 MT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.2 L",số tay,0,580 Triệu
4293548,2022,Xe mới,"Ford Ranger Wildtrak 2.0L 4x4 AT",TP HCM,Xe lắp ráp trong nước,màu đen,"máy dầu 2.0 L",số tự động,0,937 Triệu
4290519,2022,Xe mới,"Ford Ranger XLS 2.2L 4x2 AT",TP HCM,Xe lắp ráp trong nước,màu đen,"máy dầu 2.2 L",số tự động,0,662 Triệu
4399152,2018,Xe cũ,"Mazda 6 2.0L Premium",Bình Dương,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,32000,715 Triệu
4245399,2022,Xe mới,"Hyundai Accent 1.4 AT Đặc Biệt",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.4 L",số tự động,0,542 Triệu
4379065,2018,Xe cũ,"Mazda 3 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 1.5 L",số tự động,50000,580 Triệu
4293282,2022,Xe mới,"Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.6 L",số tự động,0,1 Tỷ 100 Triệu
4384875,2010,Xe cũ,"Kia Cerato 1.6 AT",Hà Nội,Xe nhập khẩu,màu bạc,"máy xăng 1.6 L",số tự động,88888,320 Triệu
4391376,2022,Xe mới,"Ford Explorer Limited 2.3L EcoBoost",Hà Nội,Xe nhập khẩu,màu xanh,"máy xăng 2.3 L",số tự động,0,2 Tỷ 356 Triệu
4370395,2019,Xe cũ,"Nissan Navara EL 2.5 AT 2WD",Hà Nội,Xe nhập khẩu,màu cam,"máy dầu 2.5 L",số tự động,48000,550 Triệu
4402464,2018,Xe cũ,"Mercedes Benz GLC 300 4Matic",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.0 L",số tự động,38000,1 Tỷ 750 Triệu
4327365,2014,Xe cũ,"Toyota Camry 2.5G",Vĩnh Phúc,Xe lắp ráp trong nước,màu bạc,"máy xăng 2.5 L",số tự động,55000,585 Triệu
4401056,2016,Xe cũ,"Mercedes Benz GLS 400 4Matic",Hà Nội,Xe nhập khẩu,màu nâu,"máy xăng 3.0 L",số tự động,60000,2 Tỷ 650 Triệu
4387220,2010,Xe cũ,"Toyota Wish 2.0 AT",Hà Nội,Xe nhập khẩu,màu xám,"máy xăng 2.0 L",số tự động,84000,465 Triệu
4369769,2009,Xe cũ,"Kia Soul 4U 1.6 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.6 L",số tự động,90000,360 Triệu
4369782,2018,Xe cũ,"Chevrolet Colorado LT 2.5L 4x2 MT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 2.5 L",số tay,50000,480 Triệu
4382201,2016,Xe cũ,"Mercedes Benz GLS 400 4Matic",Hà Nội,Xe nhập khẩu,màu nâu,"máy xăng 3.0 L",số tự động,60000,2 Tỷ 699 Triệu
4307305,2015,Xe cũ,"Mercedes Benz C class C250 Exclusive",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,80000,950 Triệu
4261526,2020,Xe cũ,"Ford Ranger XLS 2.2L 4x2 AT",Hà Nội,Xe nhập khẩu,màu vàng,"máy dầu 2.2 L",số tự động,20000,699 Triệu
4400532,2018,Xe cũ,"Mercedes Benz GLC 300 4Matic",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,47000,1 Tỷ 750 Triệu
4315398,2017,Xe cũ,"Toyota Vios 1.5E CVT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,68000,409 Triệu
4392354,2019,Xe cũ,"Mercedes Benz C class C200 Exclusive",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.0 L",số tự động,20000,1 Tỷ 439 Triệu
4198224,2022,Xe mới,"Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.6 L",số tự động,0,825 Triệu
4280054,2020,Xe cũ,"Toyota Hilux 2.4E 4x2 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy dầu 2.4 L",số tự động,15000,755 Triệu
4356335,2019,Xe cũ,"Toyota Innova 2.0E",TP HCM,Xe lắp ráp trong nước,màu nâu,"máy xăng 2.0 L",số tay,61000,610 Triệu
4302773,2015,Xe cũ,"Honda City 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu bạc,"máy xăng 1.5 L",số tự động,65000,389 Triệu
4365134,2022,Xe mới,"Kia Sonet Premium 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,624 Triệu
4147264,2011,Xe cũ,"Audi Q7 3.0 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.0 L",số tự động,100000,890 Triệu
3000406,2022,Xe mới,"Mazda 3 1.5L Premium",Lâm Đồng,Xe lắp ráp trong nước,màu xám,"máy xăng 1.5 L",số tự động,0,750 Triệu
4399028,2017,Xe cũ,"Ford EcoSport Titanium 1.5L AT",Hà Nội,Xe lắp ráp trong nước,màu nâu,"máy xăng 1.5 L",số tự động,56000,458 Triệu
4271537,2022,Xe mới,"Mercedes Benz Maybach S580 4Matic",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng",số tự động,0,16 Tỷ 969 Triệu
4333753,2020,Xe cũ,"Ford Everest Titanium 2.0L 4x2 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 2.0 L",số tự động,31589,1 Tỷ 159 Triệu
4390039,2022,Xe cũ,"Toyota Vios G 1.5 CVT",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,4000,599 Triệu
3943346,2022,Xe mới,"Hyundai i10 1.2 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.25 L",số tự động,0,427 Triệu
4303622,2022,Xe mới,"Hyundai Tucson 2.0 AT Tiêu chuẩn",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,825 Triệu
4238504,2020,Xe mới,"Maserati Levante GranSport 3.0 V6",TP HCM,Xe nhập khẩu,màu xanh,"máy xăng 3.0 L",số tự động,0,7 Tỷ 153 Triệu
4201449,2022,Xe mới,"Honda City G 1.5 AT",Đồng Nai,Xe lắp ráp trong nước,màu cát,"máy xăng 1.5 L",số tự động,0,529 Triệu
4260488,2022,Xe mới,"Toyota Camry 2.0G",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.0 L",số tự động,0,1 Tỷ 5 Triệu
3822295,2022,Xe mới,"Toyota Corolla Cross 1.8V",TP HCM,Xe nhập khẩu,màu xanh,"máy xăng 1.8 L",số tự động,0,846 Triệu
4385013,2021,Xe cũ,"VinFast Lux SA 2.0 Premium 2.0 AT",Quảng Ninh,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,8000,1 Tỷ
4401387,2016,Xe cũ,"BMW 3 Series 320i",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.0 L",số tự động,50000,880 Triệu
4401134,2020,Xe cũ,"Hyundai Elantra 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,21000,655 Triệu
3697065,2022,Xe mới,"VinFast Lux A 2.0 Tiêu chuẩn",Đồng Nai,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,881 Triệu
3121200,2022,Xe mới,"Kia Morning MT",Lâm Đồng,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.25 L",số tay,0,279 Triệu
3597798,2022,Xe mới,"Hyundai Accent 1.4 AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 1.4 L",số tự động,0,495 Triệu
4309960,2018,Xe cũ,"Mazda 6 2.0L Premium",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.0 L",số tự động,40000,699 Triệu
4391361,2022,Xe mới,"Ford Everest Titanium 2.0L 4x4 AT",Hà Nội,Xe nhập khẩu,màu cát,"máy dầu 2.0 L",số tự động,0,1 Tỷ 320 Triệu
3678211,2022,Xe mới,"Ford Everest Titanium 2.0L 4x2 AT",Bình Định,Xe nhập khẩu,màu trắng,"máy dầu 2.0 L",số tự động,0,1 Tỷ 178 Triệu
4389695,2018,Xe cũ,"Mercedes Benz GLC 250 4Matic",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,57000,1 Tỷ 685 Triệu
4234868,2022,Xe mới,"VinFast VF8 Eco",Đồng Nai,Xe lắp ráp trong nước,màu đỏ,"xe điện 0.2 L",số tự động,0,1 Tỷ 57 Triệu
4171826,2021,Xe cũ,"Porsche Macan S",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 3.0 L",số tự động,1888,5 Tỷ 388 Triệu
4362850,2020,Xe cũ,"VinFast Lux SA 2.0 Premium 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu nâu,"máy xăng 2.0 L",số tự động,18000,1 Tỷ 150 Triệu
4405858,2015,Xe cũ,"Toyota Corolla altis 1.8G MT",Đăk Lăk,Xe lắp ráp trong nước,màu đen,"máy xăng 1.8 L",số tay,86000,450 Triệu
4368821,2017,Xe cũ,"Toyota Camry 2.5Q",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.5 L",số tự động,54000,825 Triệu
4293144,2022,Xe mới,"Ford Explorer Limited 2.3L EcoBoost",TP HCM,Xe nhập khẩu,màu đỏ,"máy xăng 2.3 L",số tự động,0,2 Tỷ 366 Triệu
4087952,2021,Xe mới,"Isuzu Dmax LS 1.9L 4x2 MT",Hà Nội,Xe nhập khẩu,màu bạc,"máy dầu 1.9 L",số tay,0,595 Triệu
4306974,2022,Xe mới,"Toyota Vios E CVT",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,531 Triệu
4262358,2022,Xe mới,"Toyota Vios E CVT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,501 Triệu
4273650,2020,Xe cũ,"Mazda 3 1.5L Luxury",Phú Thọ,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.5 L",số tự động,15000,660 Triệu
4374881,2005,Xe cũ,"Mitsubishi Jolie SS",Hải Phòng,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.0 L",số tay,80000,125 Triệu
4364397,2022,Xe mới,"Ford Transit Tiêu chuẩn",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.2 L",số tay,0,800 Triệu
4389318,2017,Xe cũ,"Toyota Innova 2.0G",TP HCM,Xe lắp ráp trong nước,màu bạc,"máy xăng 2.0 L",số tự động,92190,630 Triệu
4367150,2018,Xe cũ,"Hyundai i10 Grand 1.2 MT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.25 L",số tay,40000,299 Triệu
4369944,2012,Xe cũ,"Nissan Juke 1.6 AT",TP HCM,Xe nhập khẩu,màu đỏ,"máy xăng 1.6 L",số tự động,27000,488 Triệu
4389601,2015,Xe cũ,"Ford Ranger XLS 2.2L 4x2 AT",Hà Nội,Xe nhập khẩu,màu bạc,"máy dầu 2.2 L",số tự động,120000,470 Triệu
4275712,2018,Xe cũ,"Mazda 3 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,38000,565 Triệu
4312173,2015,Xe cũ,"Hyundai Accent 1.4 AT",Hà Nội,Xe nhập khẩu,màu ghi,"máy xăng 1.4 L",số tự động,43000,385 Triệu
4303974,2019,Xe cũ,"Mazda 3 1.5L Luxury",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.5 L",số tự động,38965,595 Triệu
4400273,2019,Xe cũ,"Kia Cerato 2.0 AT Premium",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,30000,630 Triệu
4341426,2016,Xe cũ,"Chevrolet Cruze LT 1.6 MT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.6 L",số tay,80000,325 Triệu
4343871,2014,Xe cũ,"Toyota Prado TXL 2.7L",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.7 L",số tự động,92000,1 Tỷ 419 Triệu
4282232,2022,Xe mới,"Mitsubishi Outlander Premium 2.0 CVT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,912 Triệu
4367821,2015,Xe cũ,"Toyota Camry 2.5Q",TP HCM,Xe lắp ráp trong nước,màu vàng,"máy xăng 2.5 L",số tự động,60000,775 Triệu
4122822,2021,Xe mới,"Mazda 3 1.5L Sport Premium",Phú Thọ,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,774 Triệu
4387906,2022,Xe mới,"Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt",TP HCM,Xe lắp ráp trong nước,màu đen,"máy xăng 1.6 L",số tự động,0,1 Tỷ 20 Triệu
4317977,2015,Xe cũ,"Mazda BT50 3.2L 4x4 AT",Lâm Đồng,Xe nhập khẩu,màu trắng,"máy dầu 3.2 L",số tự động,125,520 Triệu
4410273,2009,Xe cũ,"Hyundai Elantra 1.6 MT",Lạng Sơn,Xe nhập khẩu,màu đen,"máy xăng 1.6 L",số tay,150000,175 Triệu
4279506,2022,Xe mới,"Isuzu NPR 3.5 Tấn",TP HCM,Xe nhập khẩu,màu trắng,"máy dầu 3.0 L",số tay,0,715 Triệu
4406641,2020,Xe cũ,"Mercedes Benz G class G63 AMG",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 4.0 L",số tự động,6400,13 Tỷ 900 Triệu
4355241,2019,Xe cũ,"Hyundai Elantra 1.6 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.6 L",số tự động,35000,565 Triệu
4378424,2022,Xe mới,"Ford Everest Titanium 2.0L 4x2 AT",TP HCM,Xe nhập khẩu,màu đen,"máy dầu 2.0 L",số tự động,0,1 Tỷ 193 Triệu
4387760,2010,Xe cũ,"Kia Forte SX 1.6 AT",Vĩnh Phúc,Xe lắp ráp trong nước,màu xám,"máy xăng 1.6 L",số tự động,120000,335 Triệu
4269311,2021,Xe mới,"Lincoln Navigator Black Label",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.5 L",số tự động,0,8 Tỷ 888 Triệu
4184236,2021,Xe cũ,"Mercedes Benz E class E180",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 1.5 L",số tự động,99,1 Tỷ 990 Triệu
