Id,Year,New Or Old,Name,Address,Production Origin,Color,Fuel,Car Gearbox,Used (kilomet),Price
4087338,2022,Xe mới,"Hyundai Accent 1.4 AT Đặc Biệt",TP HCM,Xe lắp ráp trong nước,màu nâu,"máy xăng 1.4 L",số tự động,0,535 Triệu
4399709,2019,Xe cũ,"Toyota Fortuner 2.7V 4x2 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.7 L",số tự động,40000,975 Triệu
3448895,2022,Xe mới,"Suzuki Carry Pro",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tay,0,299 Triệu
4234949,2007,Xe cũ,"Honda Odyssey 3.5 AT",TP HCM,Xe nhập khẩu,màu đỏ,"máy xăng 3.5 L",số tự động,80000,580 Triệu
4376551,2020,Xe cũ,"Toyota Camry 2.5Q",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.5 L",số tự động,16000,1 Tỷ 210 Triệu
4380473,2012,Xe cũ,"Ford Escape XLS 2.3L 4x2 AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.3 L",số tự động,130000,355 Triệu
4282071,2022,Xe mới,"Ford Ranger XLS 2.2L 4x2 AT",Hải Dương,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.2 L",số tự động,0,662 Triệu
4388938,2016,Xe cũ,"Nissan Navara EL 2.5AT 2WD",Hà Nội,Xe nhập khẩu,màu nâu,"máy dầu 2.5 L",số tự động,70000,520 Triệu
4141614,2015,Xe cũ,"Toyota Sienna Limited 3.5",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 3.5 L",số tự động,60000,2 Tỷ 290 Triệu
4390658,2021,Xe cũ,"Mazda CX5 Luxury 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,6000,855 Triệu
4140302,2021,Xe mới,"Nissan Navara Pro-4X 2.5 AT 4WD",TP HCM,Xe nhập khẩu,màu trắng,"máy dầu 2.5 L",số tự động,0,945 Triệu
4286263,2015,Xe cũ,"BMW X5 xDrive35i",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.0 L",số tự động,82000,1 Tỷ 899 Triệu
3691632,2021,Xe mới,"Mercedes Benz GLC 300 4Matic",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,2 Tỷ 499 Triệu
4218188,2022,Xe mới,"Toyota Vios E 1.5 MT",Hà Nội,Xe lắp ráp trong nước,màu cát,"máy xăng 1.5 L",số tay,0,468 Triệu
4023616,2022,Xe mới,"Kia Carnival Luxury 2.2D",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.2 L",số tự động,0,1 Tỷ 199 Triệu
4328782,2022,Xe mới,"VinFast Fadil Cao cấp 1.4 AT",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 1.4 L",số tự động,0,409 Triệu
4227560,2022,Xe mới,"MG ZS Standard 1.5 AT 2WD",Vĩnh Phúc,Xe nhập khẩu,màu xanh,"máy xăng 1.5 L",số tự động,0,519 Triệu
4295307,2010,Xe cũ,"Mercedes Benz E class E250",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 1.8 L",số tự động,90000,495 Triệu
4373055,2015,Xe cũ,"Toyota Prado TXL 2.7L",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.7 L",số tự động,100000,1 Tỷ 630 Triệu
4087226,2022,Xe mới,"Mazda BT50 Premium 1.9L 4x4 AT",Thanh Hóa,Xe nhập khẩu,màu đỏ,"máy dầu 1.9 L",số tự động,0,810 Triệu
4409281,2019,Xe cũ,"Hyundai SantaFe Premium 2.4L HTRAC",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.4 L",số tự động,38000,1 Tỷ 20 Triệu
4390055,2021,Xe cũ,"VinFast Lux A 2.0 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,12000,785 Triệu
4241931,2012,Xe cũ,"Kia Cerato 1.6 AT",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 1.6 L",số tự động,90000,355 Triệu
4405441,2016,Xe cũ,"Ford Fiesta S 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,65000,365 Triệu
4398498,2016,Xe cũ,"Toyota Vios 1.5E CVT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,8000,379 Triệu
4390532,2015,Xe cũ,"Hyundai Tucson 2.0 ATH",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.0 L",số tự động,59000,710 Triệu
4326426,2006,Xe cũ,"Lexus RX 350 AWD",TP HCM,Xe nhập khẩu,màu bạc,"máy xăng 3.5 L",số tự động,177679,615 Triệu
4408814,2020,Xe cũ,"Toyota Vios 1.5G",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.5 L",số tự động,20000,539 Triệu
4256294,2022,Xe mới,"Toyota Corolla Cross 1.8HV",Hà Nội,Xe nhập khẩu,màu đỏ,"xe hybrid 1.8 L",số tự động,0,910 Triệu
4348055,2020,Xe cũ,"Mazda CX5 2.0 Premium",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,20000,885 Triệu
3486059,2022,Xe mới,"VinFast Fadil Cao cấp 1.4 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.4 L",số tự động,0,419 Triệu
4000638,2022,Xe mới,"Ford Ranger XLS 2.2L 4x2 AT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy dầu 2.2 L",số tự động,0,660 Triệu
4409521,2020,Xe cũ,"Toyota Camry 2.5Q",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.5 L",số tự động,18000,1 Tỷ 220 Triệu
4206587,2018,Xe cũ,"Mercedes Benz C class C43 AMG 4Matic Coupe",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 3.0 L",số tự động,7500,3 Tỷ 888 Triệu
4194560,2022,Xe mới,"Mitsubishi Attrage 1.2 MT",Cần Thơ,Xe nhập khẩu,màu trắng,"máy xăng 1.2 L",số tay,0,375 Triệu
4403463,2020,Xe cũ,"Mercedes Benz C class C300 AMG",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,18000,1 Tỷ 639 Triệu
4179376,2022,Xe mới,"Mazda CX5 Premium 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.0 L",số tự động,0,919 Triệu
4327801,2010,Xe cũ,"BMW X1 xDrive28i",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.0 L",số tự động,110000,425 Triệu
4288948,2020,Xe cũ,"Mazda CX8 Luxury",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.5 L",số tự động,22000,980 Triệu
4322077,2021,Xe cũ,"Hyundai Accent 1.4 AT Đặc Biệt",Hải Dương,Xe lắp ráp trong nước,màu đen,"máy xăng 1.4 L",số tự động,12000,539 Triệu
4311755,2022,Xe mới,"Lexus LX 600 F-Sport",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 3.4 L",số tự động,0,10 Tỷ
4319528,2019,Xe cũ,"Lexus ES 250",Hà Nội,Xe nhập khẩu,màu cát,"máy xăng 2.5 L",số tự động,14000,2 Tỷ 450 Triệu
4063677,2022,Xe mới,"Ford Ranger Wildtrak 2.0L 4x4 AT",Hà Nội,Xe lắp ráp trong nước,màu cam,"máy dầu 2.0 L",số tự động,0,907 Triệu
4236590,2021,Xe mới,"Hyundai i10 1.2 MT",Đà Nẵng,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.25 L",số tay,0,405 Triệu
4310620,2022,Xe mới,"VinFast Lux A 2.0 Cao cấp",TP HCM,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,0,1 Tỷ 74 Triệu
4322444,2022,Xe mới,"Isuzu QKR 270",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy dầu",số tay,0,570 Triệu
4087914,2021,Xe mới,"Isuzu Dmax LS 1.9L 4x2 MT",Hà Nội,Xe nhập khẩu,màu xanh,"máy dầu 1.9 L",số tay,0,595 Triệu
4324602,2022,Xe mới,"VinFast Fadil Tiêu chuẩn 1.4 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.4 L",số tự động,0,365 Triệu
4347839,2019,Xe cũ,"Hyundai Elantra 2.0 AT",Bắc Ninh,Xe lắp ráp trong nước,màu cát,"máy xăng 2.0 L",số tự động,71000,539 Triệu
4394894,2019,Xe cũ,"Ford Ranger Raptor 2.0L 4x4 AT",TP HCM,Xe nhập khẩu,màu xanh,"máy dầu 2.0 L",số tự động,79000,1 Tỷ 250 Triệu
4282442,2022,Xe mới,"Ford Ranger XLS 2.2L 4x2 MT",Hải Dương,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.2 L",số tay,0,629 Triệu
4346102,2017,Xe cũ,"Toyota Camry 2.5G",TP HCM,Xe lắp ráp trong nước,màu đen,"máy xăng 2.5 L",số tự động,58000,840 Triệu
4398355,2018,Xe cũ,"Lexus LX 570 Super Sport",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 5.7 L",số tự động,40000,7 Tỷ 990 Triệu
4398955,2020,Xe cũ,"Ford Ranger Wildtrak 2.0L 4x4 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy dầu 2.0 L",số tự động,26000,888 Triệu
4354644,2016,Xe cũ,"Honda CRV 2.4 AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.4 L",số tự động,70000,710 Triệu
4404181,2019,Xe cũ,"Hyundai Accent 1.4 AT",Cần Thơ,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.4 L",số tự động,39000,465 Triệu
4370155,2010,Xe cũ,"Lexus LX 570",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 5.7 L",số tự động,120000,2 Tỷ 550 Triệu
4404168,2021,Xe cũ,"Kia Sorento Signature 2.2 AT AWD",Hà Nam,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.2 L",số tự động,20000,1 Tỷ 299 Triệu
4103900,2022,Xe mới,"Kia Seltos Premium 1.4 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.4 L",số tự động,0,759 Triệu
4406246,2018,Xe cũ,"Hyundai SantaFe 2.4L 4WD",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.4 L",số tự động,45000,893 Triệu
3812875,2018,Xe cũ,"Toyota Fortuner 2.7V 4x2 AT",Thái Bình,Xe nhập khẩu,màu trắng,"máy xăng 2.7 L",số tự động,27000,935 Triệu
4227678,2022,Xe mới,"VinFast VF9 Eco",Hải Dương,Xe lắp ráp trong nước,màu xám,"xe điện 0.2 L",số tự động,0,1 Tỷ 193 Triệu
4260089,2022,Xe mới,"Toyota Corolla Cross 1.8HV",Hà Nội,Xe nhập khẩu,màu bạc,"xe hybrid 1.8 L",số tự động,0,915 Triệu
4404971,2019,Xe cũ,"Toyota Corolla altis 1.8G AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 1.8 L",số tự động,58000,659 Triệu
4394780,2018,Xe cũ,"Toyota Wigo 1.2G AT",Phú Thọ,Xe nhập khẩu,màu trắng,"máy xăng 1.2 L",số tự động,4200,312 Triệu
4399425,2017,Xe cũ,"Hyundai SantaFe 2.4L 4WD",TP HCM,Xe lắp ráp trong nước,màu bạc,"máy xăng 2.4 L",số tự động,53600,795 Triệu
4347154,2021,Xe cũ,"Mercedes Benz S class S450L Limited Edition",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 3.0 L",số tự động,5000,4 Tỷ 99 Triệu
3788988,2016,Xe cũ,"Toyota Highlander LE 2.7",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.7 L",số tự động,50000,1 Tỷ 595 Triệu
2824253,2022,Xe mới,"Ford Everest Titanium 2.0L 4x2 AT",Hà Nội,Xe nhập khẩu,màu đỏ,"máy dầu 2.0 L",số tự động,0,1 Tỷ 158 Triệu
4376067,2009,Xe cũ,"Toyota Camry 2.4G",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.4 L",số tự động,200000,465 Triệu
4316600,2021,Xe mới,"BMW X5 xDrive40i xLine",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 3.0 L",số tự động,0,4 Tỷ 199 Triệu
3967815,2022,Xe mới,"Mazda 2 Deluxe",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,0,489 Triệu
3836223,2021,Xe mới,"BMW X7 xDrive40i",TP HCM,Xe nhập khẩu,màu xanh,"máy xăng 3.0 L",số tự động,0,6 Tỷ 889 Triệu
4370931,2014,Xe cũ,"Suzuki Swift 1.4 AT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.4 L",số tự động,60000,369 Triệu
4399511,2019,Xe cũ,"Honda City 1.5",TP HCM,Xe lắp ráp trong nước,màu xanh,"máy xăng 1.5 L",số tự động,56000,485 Triệu
4389708,2018,Xe cũ,"Mazda CX5 2.0 AT",Hải Phòng,Xe lắp ráp trong nước,màu nâu,"máy xăng 2.0 L",số tự động,36500,745 Triệu
4281931,2020,Xe cũ,"VinFast Fadil 1.4 AT Plus",Thái Nguyên,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.4 L",số tự động,250000,355 Triệu
4253708,2021,Xe cũ,"VinFast Fadil 1.4 AT Plus",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.4 L",số tự động,8000,379 Triệu
4316894,2020,Xe cũ,"Hyundai Elantra 1.6 AT",Quảng Ninh,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.6 L",số tự động,15000,585 Triệu
4177528,2022,Xe mới,"Mitsubishi Xpander Cross 1.5 AT",Hà Nội,Xe nhập khẩu,màu cam,"máy xăng 1.5 L",số tự động,0,615 Triệu
4189214,2017,Xe cũ,"Honda Civic 1.5L Vtec Turbo",Hải Dương,Xe nhập khẩu,màu xám,"máy xăng 1.5 L",số tự động,70000,639 Triệu
4237360,2022,Xe mới,"Toyota Raize G 1.0 CVT",Hưng Yên,Xe nhập khẩu,màu trắng,"máy xăng 1.0 L",số tự động,0,547 Triệu
3796588,2022,Xe mới,"VinFast VF e34",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"xe điện",số tự động,0,590 Triệu
4410232,2022,Xe mới,"Ford Ranger Wildtrak",TP HCM,Xe lắp ráp trong nước,màu cam,"máy dầu",số tự động,0,937 Triệu
4354934,2019,Xe cũ,"Toyota Wigo 1.2G MT",Vĩnh Phúc,Xe nhập khẩu,màu bạc,"máy xăng 1.2 L",số tay,49000,290 Triệu
4296710,2022,Xe mới,"Toyota Corolla altis 1.8V",TP HCM,Xe nhập khẩu,màu đen,"máy xăng 1.8 L",số tự động,0,765 Triệu
4385451,2006,Xe cũ,"Toyota Sienna LE 3.3",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 3.3 L",số tự động,67000,465 Triệu
4332639,2009,Xe cũ,"Lexus LX 570",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 5.7 L",số tự động,85000,2 Tỷ 350 Triệu
4368555,2020,Xe cũ,"Honda HRV L",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.8 L",số tự động,13000,765 Triệu
3993940,2021,Xe mới,"Hyundai Accent 1.4 AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 1.4 L",số tự động,0,499 Triệu
3928990,2021,Xe mới,"Lexus LX 570 Super Sport",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 5.7 L",số tự động,0,9 Tỷ 150 Triệu
4270058,2019,Xe cũ,"Toyota Hiace 3.0",Hà Nội,Xe nhập khẩu,màu bạc,"máy dầu 3.0 L",số tay,390000,830 Triệu
4305125,2020,Xe cũ,"Mercedes Benz S class S450L",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 3.0 L",số tự động,17000,4 Tỷ 150 Triệu
4140880,2022,Xe mới,"VinFast Lux A 2.0 Tiêu chuẩn",Tây Ninh,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,929 Triệu
4137900,2015,Xe cũ,"Jaguar XF 2.0 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.0 L",số tự động,80000,1 Tỷ 180 Triệu
4404292,2020,Xe cũ,"Mercedes Benz E class E300 AMG",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,28000,2 Tỷ 529 Triệu
4355774,2014,Xe cũ,"Ford Focus Trend 1.6 AT",Bình Dương,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.6 L",số tự động,39000,389 Triệu
4401041,2022,Xe mới,"Ford Everest Titanium 2.0L 4x2 AT",Hà Nội,Xe nhập khẩu,màu cát,"máy dầu 2.0 L",số tự động,0,1 Tỷ 151 Triệu
4336294,2014,Xe cũ,"Mitsubishi Pajero Sport G 4x2 AT",TP HCM,Xe lắp ráp trong nước,màu bạc,"máy xăng 3.0 L",số tự động,40000,499 Triệu
4389990,2019,Xe cũ,"VinFast Lux A 2.0 Plus 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,28000,799 Triệu
3689402,2022,Xe mới,"Toyota Vios E 1.5 MT",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tay,0,483 Triệu
4389997,2015,Xe cũ,"Hyundai Sonata 2.0 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.0 L",số tự động,36000,630 Triệu
4363124,2017,Xe cũ,"Mazda 6 2.5L Premium",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.5 L",số tự động,63000,695 Triệu
4378746,2016,Xe cũ,"Mercedes Benz S class S500L",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 4.7 L",số tự động,76000,3 Tỷ 99 Triệu
3738200,2022,Xe mới,"VinFast VF e34 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"xe điện 0.1 L",số tự động,0,590 Triệu
4080270,2022,Xe mới,"Ford Everest Titanium 2.0L 4x4 AT",TP HCM,Xe nhập khẩu,màu trắng,"máy dầu 2.0 L",số tự động,0,1 Tỷ 389 Triệu
4407205,2018,Xe cũ,"Lexus LX 570 Super Sport",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 5.7 L",số tự động,50000,8 Tỷ 480 Triệu
4283093,2022,Xe mới,"Toyota Raize G 1.0 CVT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 1.0 L",số tự động,0,535 Triệu
4246942,2015,Xe cũ,"Kia Rio 1.4 AT",Thái Nguyên,Xe nhập khẩu,màu bạc,"máy xăng 1.4 L",số tự động,101638,368 Triệu
3933634,2010,Xe cũ,"Audi Q7 3.0 AT",Hà Nội,Xe nhập khẩu,màu nâu,"máy xăng 3.0 L",số tự động,140000,899 Triệu
4284057,2020,Xe cũ,"Toyota Land Cruiser 4.6 V8",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 4.6 L",số tự động,14000,5 Tỷ 450 Triệu
4386812,2021,Xe cũ,"Toyota Camry 2.0G",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.0 L",số tự động,13000,1 Tỷ 20 Triệu
4394466,2020,Xe cũ,"Mercedes Benz E class E180",TP HCM,Xe lắp ráp trong nước,màu xanh,"máy xăng 1.5 L",số tự động,25000,1 Tỷ 730 Triệu
4310063,2017,Xe cũ,"Mazda 6 2.0L Premium",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,52000,695 Triệu
4342840,2016,Xe cũ,"Ford Explorer Limited 2.3L EcoBoost",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.3 L",số tự động,68000,1 Tỷ 320 Triệu
4386968,2019,Xe cũ,"Ford Focus Trend 1.5L",Hà Nội,Xe lắp ráp trong nước,màu ghi,"máy xăng 1.5 L",số tự động,38000,515 Triệu
4394675,2019,Xe cũ,"Toyota Camry 2.5Q",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.5 L",số tự động,35000,1 Tỷ 169 Triệu
4260428,2022,Xe mới,"Mitsubishi Outlander Premium 2.0 CVT",TP HCM,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,0,950 Triệu
4282745,2022,Xe mới,"Ford Ranger Wildtrak 2.0L 4x4 AT",Hải Dương,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.0 L",số tự động,0,929 Triệu
4404861,2018,Xe cũ,"Toyota Innova 2.0 Venturer",TP HCM,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,45400,740 Triệu
4093279,2021,Xe mới,"Subaru Outback 2.5i-T EyeSight",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.5 L",số tự động,0,1 Tỷ 969 Triệu
4353433,2017,Xe cũ,"Mercedes Benz GLC 300 4Matic",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.0 L",số tự động,36000,1 Tỷ 620 Triệu
4409107,2020,Xe cũ,"Mercedes Benz C class C300 AMG",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,20000,1 Tỷ 710 Triệu
4313067,2016,Xe cũ,"Kia Sedona 3.3L GATH",TP HCM,Xe lắp ráp trong nước,màu kem,"máy xăng 3.3 L",số tự động,68000,735 Triệu
4385084,2010,Xe cũ,"LandRover Range Rover Sport Supercharged",Hà Nội,Xe nhập khẩu,màu xám,"máy xăng 5.0 L",số tự động,100000,950 Triệu
4345259,2016,Xe cũ,"Chevrolet Captiva Revv LTZ 2.4 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.4 L",số tự động,55000,540 Triệu
4402307,2021,Xe cũ,"Ford Ranger Limited 2.0L 4x4 AT",TP HCM,Xe nhập khẩu,màu trắng,"máy dầu 2.0 L",số tự động,9000,899 Triệu
2544483,2022,Xe mới,"Hyundai SantaFe Tiêu chuẩn 2.2L",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.2 L",số tự động,0,1 Tỷ 109 Triệu
4051971,2022,Xe mới,"Suzuki Super Carry Truck 1.0 MT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.0 L",số tay,0,220 Triệu
4376167,2021,Xe cũ,"Toyota Fortuner 2.4G 4x2 AT Legender",Hà Nội,Xe lắp ráp trong nước,màu đồng,"máy dầu 2.4 L",số tự động,25000,1 Tỷ 250 Triệu
4355894,2015,Xe cũ,"Mazda BT50 3.2L 4x4 AT",Hà Nội,Xe nhập khẩu,màu cát,"máy dầu 3.2 L",số tự động,90000,500 Triệu
4265929,2020,Xe cũ,"Mercedes Benz GLC 300 4Matic",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.0 L",số tự động,11000,2 Tỷ 480 Triệu
4356542,2021,Xe cũ,"VinFast Lux A 2.0 Plus 2.0 AT",Ninh Bình,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,29000,855 Triệu
4283568,2021,Xe cũ,"VinFast Lux A 2.0 Plus 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,4000,865 Triệu
4388287,2008,Xe cũ,"Honda Civic 1.8 AT",Hà Nội,Xe lắp ráp trong nước,màu cát,"máy xăng 1.8 L",số tự động,79000,279 Triệu
4166016,2020,Xe cũ,"LandRover Discovery Sport R-Dynamic HSE",TP HCM,Xe nhập khẩu,màu vàng,"máy xăng 2.0 L",số tự động,4000,3 Tỷ 200 Triệu
4227341,2022,Xe mới,"Ford Ranger Wildtrak 2.0L 4x4 AT",Gia Lai,Xe nhập khẩu,màu cam,"máy dầu",số tự động,0,937 Triệu
4361729,2015,Xe cũ,"Mazda CX5 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,66000,585 Triệu
4377443,2016,Xe cũ,"Toyota Prado TXL 2.7L",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.7 L",số tự động,80000,1 Tỷ 700 Triệu
4279037,2022,Xe mới,"Peugeot 3008 AL",TP HCM,Xe lắp ráp trong nước,màu xanh,"máy xăng 1.6 L",số tự động,0,1 Tỷ 129 Triệu
4394795,2020,Xe cũ,"Mazda 3 1.5L Premium",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.5 L",số tự động,60000,725 Triệu
4394223,2018,Xe cũ,"Toyota Rush 1.5S AT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 1.5 L",số tự động,33000,568 Triệu
4377799,2003,Xe cũ,"Mercedes Benz C class C180 Kompressor",Hà Nội,Xe lắp ráp trong nước,màu bạc,"máy xăng 1.8 L",số tự động,12000,175 Triệu
4400135,2014,Xe cũ,"BMW 6 Series 640i Gran Coupe",TP HCM,Xe nhập khẩu,màu xanh,"máy xăng 3.0 L",số tự động,40000,1 Tỷ 950 Triệu
4356135,2009,Xe cũ,"Honda Civic 1.8 AT",Hà Nội,Xe lắp ráp trong nước,màu ghi,"máy xăng 1.8 L",số tự động,89000,315 Triệu
4339673,2017,Xe cũ,"Chevrolet Spark LS 1.2 MT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.2 L",số tay,86000,195 Triệu
4386726,2010,Xe cũ,"Lexus RX 350 AWD",Hà Nội,Xe nhập khẩu,màu xanh,"máy xăng 3.5 L",số tự động,100000,1 Tỷ 230 Triệu
4227360,2022,Xe mới,"Hyundai Tucson 2.0 AT CRDi Đặc biệt",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.0 L",số tự động,0,1 Tỷ 30 Triệu
4332035,2020,Xe cũ,"Ford EcoSport Titanium 1.5L AT",TP HCM,Xe lắp ráp trong nước,màu đồng,"máy xăng 1.5 L",số tự động,5600,585 Triệu
4404201,2020,Xe cũ,"Toyota Camry 2.5Q",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.5 L",số tự động,39000,1 Tỷ 220 Triệu
4399081,2018,Xe cũ,"Honda Civic 1.8 E",Bình Dương,Xe nhập khẩu,màu đỏ,"máy xăng 1.8 L",số tự động,46000,655 Triệu
4387140,2010,Xe cũ,"Daewoo Lacetti EX",Lạng Sơn,Xe lắp ráp trong nước,màu đen,"máy xăng 1.6 L",số tay,160000,155 Triệu
4122720,2021,Xe mới,"Mazda CX5 Premium 2.0 AT",Phú Thọ,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,0,909 Triệu
4387937,2022,Xe mới,"Ford Ranger XLS 2.2L 4x2 AT",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy dầu 2.2 L",số tự động,0,632 Triệu
4002123,2022,Xe mới,"Toyota Land Cruiser 3.5 V6",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.4 L",số tự động,0,4 Tỷ 100 Triệu
4405156,2019,Xe cũ,"Porsche Panamera 3.0 V6",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 3.0 L",số tự động,26000,5 Tỷ 899 Triệu
3996978,2011,Xe cũ,"LandRover Range Rover Evoque Dynamic",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 2.0 L",số tự động,98000,890 Triệu
4292192,2019,Xe cũ,"Ford F150 Raptor",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.5 L",số tự động,11000,4 Tỷ 380 Triệu
