Title,Sub-category,Category,Author,Seller Name,Current Price,Origin Price,Review Rating,Sales,Publisher,Paper Size,Cover Type,Num Pages
Đánh Bại Phố Wall (Tái Bản),Bài học kinh doanh,Sách kinh tế,"Peter Lynch, John Rothchild",Tiki Trading,151.000 ₫,219.000 ₫,4.8,198, Nhà Xuất Bản Lao Động, 13 x 20.5 cm, Bìa mềm,524
Ai Che Lưng Cho Bạn (Tái Bản 2017),Sách kỹ năng làm việc,Sách kinh tế,Keith Ferrazzi,Tiki Trading,56.400 ₫,110.000 ₫,4.8,1000+,Công ty phát hành NXB Trẻ, 14 x 20.5 cm, Bìa mềm,424
D.Trump - Tôi Đã Làm Giàu Như Thế,Sách doanh nhân,Sách kinh tế,Donald J. Trump,Tiki Trading,60.600 ₫,76.000 ₫,4.8,1000+,Công ty phát hành NXB Trẻ, 14 x 20cm, Bìa mềm,280
Marketing Phải Bán Được Hàng,Sách Marketing - Bán hàng,Sách kinh tế,"Donald Miller, Tiến sĩ J. J. Peterson",Nhà sách Fahasa,93.600 ₫,159.000 ₫,4.9,56, Nhà Xuất Bản Lao Động, 13 x 20 cm, Bìa mềm,352
Quốc Gia Khởi Nghiệp - Câu Chuyện Về Nền Kinh Tế Thần Kỳ Của Israel (Tái Bản),Sách khởi nghiệp,Sách kinh tế,"Dan Senor, Saul Singer",Tiki Trading,167.000 ₫,209.000 ₫,4.7,197, Nhà Xuất Bản Thế Giới, 13 x 20.5 cm, Bìa mềm,508
Nguyên Lý Marketing (Phiên bản mới nhất 2021),Sách Marketing - Bán hàng,Sách kinh tế,Philip Kolter,Alpha Books Official,794.800 ₫,999.000 ₫,4.8,163, NXB Đại học Kinh Tế Quốc Dân,26.5 x 22 cm, Bìa cứng,1082
7 Thói Quen Của Bạn Trẻ Thành Đạt (Khổ Lớn) (Tái Bản 2020),Bài học kinh doanh,Sách kinh tế,Sean Covey,Tiki Trading,93.440 ₫,128.000 ₫,4.8,1000+, Nhà Xuất Bản Tổng hợp TP.HCM, 14.5 x 20.5 cm, Bìa gập,336
Digital Branding - Định Danh Trong Thời Đại Số (Tặng Kèm Bookmark),Sách Marketing - Bán hàng,Sách kinh tế,Daniel Rowles,Tiki Trading,91.630 ₫,119.000 ₫,5,356, Nhà Xuất Bản Phụ Nữ Việt Nam, 14.5 x 20.5 cm, Bìa mềm,336
Dạy Con Làm Giàu - Tập 11: Trường Dạy Kinh Doanh Cho Những Người Thích Giúp Đỡ Người Khác (Tái Bản 2017),Bài học kinh doanh,Sách kinh tế,Robert T.Kiyosaki,Tiki Trading,46.000 ₫,62.000 ₫,4.8,1000+,Công ty phát hành NXB Trẻ, 13 x 20.5 cm, Bìa mềm,226
Khác Biệt Để Vươn Tầm - Hành Trình Khởi Nghiệp Của Mai Quốc Bình - CEO Thế Giới Giấy - Thay Đổi Và Hành Động Để Vươn Tầm,Sách doanh nhân,Sách kinh tế,Mai Quốc Bình,BẢN LĨNH KHỞI NGHIỆP,201.600 ₫,252.000 ₫,5,296, Nhà Xuất Bản Thanh Niên, 13 x 20.5 cm, Bìa mềm,320
Báo Cáo Tài Chính Dưới Góc Nhìn Của Warren Buffett (Tái Bản),"Sách tài chính, tiền tệ",Sách kinh tế,David Clark,Nhà sách Fahasa,77.300 ₫,105.000 ₫,4.8,200, NXB Dân Trí, 14.5 x 20.5 cm, Bìa mềm,208
Đúng Việc (Một Góc Nhìn Về Câu Chuyện Khai Minh) (Tái Bản),Sách quản trị nhân lực,Sách kinh tế,Giản Tư Trung,Balanced Scorecard Vietnam,72.000 ₫,95.000 ₫,4.9,345, Nhà Xuất Bản Tổng hợp TP.HCM, 12 x 20 cm, Bìa cứng,328
"Kinh tế học về Tiền, Ngân hàng và Thị trường Tài chính - Ấn bản thứ 12","Sách tài chính, tiền tệ",Sách kinh tế,Frederic S. Mishkin,Nhà Sách Minh Đức,754.800 ₫,888.000 ₫,4.8,289, Nhà Xuất Bản Tài Chính,25 x 20, Bìa cứng,668
Copywriting Secrets - Bí Quyết Tạo Content Hiệu Quả (Tặng Kèm Lịch Zigzag 2021 Độc Quyền),Sách kỹ năng làm việc,Sách kinh tế,Jim Edwards,Tiki Trading,78.480 ₫,109.000 ₫,4.9,573, Nhà Xuất Bản Hà Nội, 14.5 x 20.5 cm, Bìa mềm,324
Thịnh Vượng Tài Chính Tuổi 30 - Tập 1 (Tái Bản 2019),Sách kỹ năng làm việc,Sách kinh tế,.,Tiki Trading,59.630 ₫,89.000 ₫,4.7,1000+,Công ty phát hành Thái Hà, 15.5 x 24 cm, Bìa mềm,235
"Làm Ra Làm, Chơi Ra Chơi (Tái Bản)",Sách kỹ năng làm việc,Sách kinh tế,Cal Newport,Tiki Trading,110.000 ₫,159.000 ₫,4.7,672, Nhà Xuất Bản Công Thương, 13 x 20.5 cm, Bìa mềm,352
Bong Bóng Kinh Tế Và Làn Sóng Vỡ Nợ Quốc Gia (Tái Bản 2018),Sách kỹ năng làm việc,Sách kinh tế,Michael Lewis,Tiki Trading,89.100 ₫,129.000 ₫,4.7,1000+,Công ty phát hành Alphabooks, 13 x 20.5 cm, Bìa mềm,332
Quản Lý Chuỗi Cung Ứng For Dummies,Sách kỹ năng làm việc,Sách kinh tế,Daniel Stanton,Nhà sách Fahasa,120.300 ₫,189.000 ₫,4.7,84,Công ty phát hành Thái Hà, 18.7 x 23 cm, Bìa mềm,305
Nhà Quản Lý Linh Hoạt,Sách quản trị nhân lực,Sách kinh tế,"Rob England, Cherry Vũ",Tiki Trading,142.500 ₫,250.000 ₫,4.9,554, Nhà Xuất Bản Thế Giới, 15.5 x 23.5 cm, Bìa mềm,380
Carlo Ancelotti - Lãnh Đạo Trầm Lặng - Thu Phục Nhân Tâm Và Chiến Thắng Các Trận Đấu,"Sách quản trị, lãnh đạo",Sách kinh tế,.,Tiki Trading,125.000 ₫,162.000 ₫,4.8,1000+,Công ty phát hành NXB Trẻ, 15.5x23 cm, Bìa mềm,302
Cao thủ săn kèo - Bí quyết đầu tư của tỉ phú Do Thái - Săn lùng cơ hội làm giàu từ bất động sản và M&A giữa tâm khủng hoảng,Bài học kinh doanh,Sách kinh tế,Sam Zell,Eco Trading,133.000 ₫,150.000 ₫,4.7,158, Nhà Xuất Bản Kinh Tế TPHCM, 14.5 x 20.5 cm, Bìa mềm,260
Tôi Đã Kiếm 2.000.000 Đô La Từ Thị Trường Chứng Khoán Như Thế Nào (Tái Bản),Bài học kinh doanh,Sách kinh tế,Nicolas Darvas,Tiki Trading,75.300 ₫,109.000 ₫,4.9,757, Nhà Xuất Bản Hồng Đức, 13x20.5cm, Bìa mềm,236
Nghệ Thuật Bán Hàng Của Người Do Thái (Tái Bản 2020),Sách Marketing - Bán hàng,Sách kinh tế,Yaniv Zaid,Tiki Trading,60.800 ₫,88.000 ₫,4.8,1000+, Nhà Xuất Bản Tổng hợp TP.HCM, 14.5 x 20.5 cm, Bìa mềm,184
The Practice - Ta Giấu Sáng Tạo Ở Đâu?,Sách Marketing - Bán hàng,Sách kinh tế,Seth Godin,Tiki Trading,199.500 ₫,285.000 ₫,4.8,302, Nhà Xuất Bản Dân Trí, 19.7 x 15.7 cm, Bìa mềm,328
Cuộc Đời Của Pi ( Tái Bản 2019),Sách Marketing - Bán hàng,Sách kinh tế,Yann Martel,Tiki Trading,71.500 ₫,110.000 ₫,4.8,1000+,Công ty phát hành Nhã Nam, 14 x 20.5 cm, Bìa mềm,455
Cuốn Sách Nhỏ Cho Nhà Lãnh Đạo Lớn (Tái Bản 2020),"Sách quản trị, lãnh đạo",Sách kinh tế,John C. Maxwell,Tiki Trading,43.550 ₫,65.000 ₫,4.9,675, Nhà Xuất Bản Công Thương, 13 x 19 cm, Bìa mềm,284
Tài Chính Doanh Nghiệp (Tái Bản 2019) + Tặng Kèm 01 Bookmark Lông Vũ,"Sách tài chính, tiền tệ",Sách kinh tế,McGraw-Hill,SG Trading,625.000 ₫,659.000 ₫,4.6,1000+,Công ty phát hành Khoa Tài Chính - Trường Đại học Kinh tế TP. HCM,, Bìa mềm,1041
Đừng Bán Bảo Hiểm Hãy Trao Giải Pháp,Sách kỹ năng làm việc,Sách kinh tế,Pilot Nguyễn,Tiki Trading,91.700 ₫,120.000 ₫,4.7,1000+,Công ty phát hành NXB Tổng Hợp TP. HCM, 13 x 19 cm, Bìa mềm,248
Kinh Doanh Dịch Vụ Tại Việt Nam - Tự Tay Vận Hành Hoạt Động Marketing Của Bạn,Sách Marketing - Bán hàng,Sách kinh tế,TS. Nguyễn Thị Hoàng Yến,Nhà sách Fahasa,129.600 ₫,190.000 ₫,4.4,21, Nhà Xuất Bản Lao Động, 21.8 x 15.7 cm, Bìa mềm,364
Nghĩ Như Một Tỷ Phú,Bài học kinh doanh,Sách kinh tế,Donald J. Trump,Nhân Văn,53.000 ₫,72.000 ₫,4,8, NXB Trẻ, 14 x 20 cm, Bìa mềm,254
#Hashtag 01: Drink - Kinh Doanh Đồ Uống Tại Thị Trường Việt Nam (Tái bản 2020),Sách Marketing - Bán hàng,Sách kinh tế,.,Tiki Trading,140.000 ₫,200.000 ₫,4.8,887, Nhà Xuất Bản Lao Động, 19 x 25 cm, Bìa mềm,140
Vị Giám Đốc Một Phút (Tái Bản),"Sách quản trị, lãnh đạo",Sách kinh tế,"Spencer Johnson, Ken Blanchard",Tiki Trading,42.340 ₫,58.000 ₫,4.9,224, Nhà Xuất Bản Tổng hợp TP.HCM, 13 x 20.5 cm, Bìa mềm,128
Rich Habits - Poor Habits Sự khác biệt giữa người giàu và người nghèo,Sách Marketing - Bán hàng,Sách kinh tế,"Tom Corley, Michael Yardney",Nhà sách Fahasa,86.400 ₫,160.000 ₫,4.8,405,Công ty phát hành BIZBOOKS, 13 x 20.5 cm, Bìa mềm,420
Tâm lý thị trường chứng khoán - Hành vi đám đông và sự thật đằng sau những con sóng,"Sách tài chính, tiền tệ",Sách kinh tế,George Charles Selden,Eco Trading,27.000 ₫,50.000 ₫,4.8,403, Nhà Xuất Bản Kinh Tế TPHCM,18 x 11 cm, Bìa mềm,104
Dự Án Phượng Hoàng - The Phoenix Project,Bài học kinh doanh,Sách kinh tế,"Kevin Behr, George Spafford, Gene Kim",Nhà sách Fahasa,114.500 ₫,229.000 ₫,4.7,69, Nhà Xuất Bản Lao Động, 16 x 24 cm, Bìa mềm,544
"OKRs - Hiểu Đúng, Làm Đúng - Cách Để Áp Dụng Thành Công OKRs Ngay Từ Đầu",Sách kỹ năng làm việc,Sách kinh tế,Mai Xuân Đạt,Sống Official,154.950 ₫,239.000 ₫,4.7,53,Công ty phát hành Alphabooks, 16 x 24 cm, Bìa mềm,196
Trên Đỉnh Phố Wall (Tái bản 2021),Bài học kinh doanh,Sách kinh tế,"John Rothchild, Peter Lynch",Tiki Trading,150.000 ₫,219.000 ₫,4.9,372, Nhà Xuất Bản Lao Động, 13.5 x 20.5 cm, Bìa mềm,572
Sức Mạnh Của Tập Trung (Tái Bản),Sách kỹ năng làm việc,Sách kinh tế,"Jack Canfield, Mark Victor Hansen, Les Hewitt",Tiki Trading,117.000 ₫,169.000 ₫,4.6,248, Nhà Xuất Bản Công Thương, 13 x 20.5 cm, Bìa mềm,404
Ánh Chớp Tư Duy,Bài học kinh doanh,Sách kinh tế,Mohammed bin - Rashid Al Maktoum,Nhà sách Fahasa,113.100 ₫,148.000 ₫,4.7,148,Công ty phát hành First News - Trí Việt, 16 x 24 cm, Bìa mềm,200
D. Trump - Nghệ Thuật Đàm Phán (Tái bản 2020),"Sách quản trị, lãnh đạo",Sách kinh tế,Donald J.Trump & Tony Schwartz,Nhà sách Fahasa,69.300 ₫,109.000 ₫,4.9,328, NXB Trẻ, 14 x 20 cm, Bìa mềm,328
Xây Dựng Câu Chuyện Thương Hiệu (Tái Bản),Sách Marketing - Bán hàng,Sách kinh tế,Donald Miller,Tiki Trading,83.400 ₫,139.000 ₫,4.8,231, Nhà Xuất Bản Lao Động, 13 x 20.5 cm, Bìa mềm,372
Nguyên Lý 80/20 - Bí Quyết Làm Ít Được Nhiều (Tái Bản 2017),Sách kỹ năng làm việc,Sách kinh tế,Richard Koch,Tiki Trading,85.500 ₫,107.000 ₫,4.7,1000+,Công ty phát hành NXB Trẻ, 14.5 x 20.5 cm, Bìa mềm,434
Quản Lý Tài Chính Cá Nhân Theo Phong Cách Của Người Nhật,Sách kỹ năng làm việc,Sách kinh tế,Hiromi Wada,Bookslife,59.000 ₫,99.000 ₫,5,7, Nhà Xuất Bản Lao Động, 13 x 20 cm, Bìa mềm,212
Hiệu ứng Medici - Nơi sáng tạo bắt đầu,Bài học kinh doanh,Sách kinh tế,Frans Johansson,Tiki Trading,93.600 ₫,130.000 ₫,4.6,1000+,Công ty phát hành Ecoblader, 16 x 24 cm, Bìa mềm,244
Chiếc Lexus & Cây Ôliu (Tái Bản 2020),Sách kỹ năng làm việc,Sách kinh tế,Thomas L. Friedman,Tiki Trading,197.000 ₫,255.000 ₫,4.8,431, Nhà Xuất Bản Thế Giới, 16 x 24 cm, Bìa mềm,566
KPI Thước Đo Mục Tiêu Trọng Yếu (Key Performance Indicators) (Tái Bản 2020),Sách quản trị nhân lực,Sách kinh tế,David Parmenter,Tiki Trading,140.400 ₫,195.000 ₫,4.8,512, Nhà Xuất Bản Tổng hợp TP.HCM, 15 x 23, Bìa cứng,504
Làm Quen Kinh Tế Học Qua Biếm Họa (Tập 2) - Kinh Tế Vĩ Mô,Sách kinh tế học,Sách kinh tế,Grady Klein & Yoram Bauman,Tiki Trading,57.850 ₫,89.000 ₫,4.8,1000+,Công ty phát hành Nhã Nam, 18 x 26 cm, Bìa mềm,229
Bất Động Sản Căn Bản (Tái Bản 2018),Sách kỹ năng làm việc,Sách kinh tế,Gary W. Eldred,Nhà sách Fahasa,122.500 ₫,199.000 ₫,4.8,95,Công ty phát hành Alphabooks, 13x20.5 cm, Bìa mềm,458
2030: Những Xu Hướng Lớn Sẽ Định Hình Thế Giới Tương Lai (Tái Bản Lần 1),Sách kinh tế học,Sách kinh tế,Mauro F. Guillén,Tiki Trading,173.000 ₫,209.000 ₫,5,181, Nhà Xuất Bản Thế Giới, 15.5x23.5cm, Bìa mềm,432
Đầu Tư Chứng Khoán Theo Chỉ Số,Sách kỹ năng làm việc,Sách kinh tế,John C. Bogle,Tiki Trading,73.700 ₫,110.000 ₫,4.7,1000+,Công ty phát hành Thái Hà, 13x20.5 cm, Bìa mềm,337
Charlie Munger – Nhà Đầu Tư Thông Minh Trên Thị Trường Chứng Khoán,Bài học kinh doanh,Sách kinh tế,David Clark,Bookslife,83.000 ₫,139.000 ₫,4,4, Nhà Xuất Bản Lao Động, 13.5 x 20 cm, Bìa mềm,320
Kế Hoạch Marketing Trên Một Trang Giấy (Những Chỉ Dẫn Dễ Hiểu Nhất Cho Một Kế Hoạch Marketing Thông Minh),Sách Marketing - Bán hàng,Sách kinh tế,Allan Dib,Tiki Trading,110.000 ₫,159.000 ₫,4.9,352, Nhà Xuất Bản Lao Động, 14 x 20.5 cm, Bìa mềm,336
Education - Kinh Doanh Giáo Dục Tại Thị Trường Việt Nam,Sách khởi nghiệp,Sách kinh tế,RIO BOOK,Tiki Trading,154.000 ₫,220.000 ₫,4.6,356, Nhà Xuất Bản Dân Trí, 25 x 19 cm, Bìa mềm,144
Triết Lý Kinh Doanh Của Kyocera (Bìa Cứng),Bài học kinh doanh,Sách kinh tế,Inamori Kazuo,Tiki Trading,117.250 ₫,175.000 ₫,4.8,996, Nhà Xuất Bản Công Thương, 13 x 19 cm, Bìa cứng,435
"Kế Hoạch Quản Lý Tài Chính Cá Nhân - ""Phương Pháp 9 Bước Để Đặt Được Tự Do Tài Chính""","Sách tài chính, tiền tệ",Sách kinh tế,"Vicky Robin, Joe Dominguez",Nhà sách Fahasa,115.600 ₫,189.000 ₫,4.9,115, Nhà Xuất Bản Hồng Đức, 13 x 20.5 cm, Bìa mềm,540
Thống Kê Trong Kinh Tế Và Kinh Doanh - Statistics For Business And Economics,"Sách tài chính, kế toán",Sách kinh tế,David R. Anderson,SG Trading,425.000 ₫,440.000 ₫,4.8,1000+,Công ty phát hành Nhà Xuất Bản Kinh Tế TPHCM,19 x 24, Bìa mềm,889
Nền Kinh Tế Tăng Trưởng Và Sụp Đổ Như Thế Nào? (Tái Bản),Sách kỹ năng làm việc,Sách kinh tế,"Peter D. Schiff, Andrew J. Schiff",Deup Official,120.000 ₫,152.000 ₫,5,7, Nhà Xuất Bản Hồng Đức, 14.5 x 20.5 cm, Bìa mềm,290
Nghệ Thuật Bán Hàng Bậc Cao - Bí Quyết Chốt Deal Mọi Thời Đại (Khổ Lớn)(Tái Bản),Sách Marketing - Bán hàng,Sách kinh tế,Zig Ziglar,Tiki Trading,144.540 ₫,198.000 ₫,5,162, Nhà Xuất Bản Tổng hợp TP.HCM, 16 x 24 cm, Bìa mềm,504
Ngân Hàng Đột Phá,Bài học kinh doanh,Sách kinh tế,Brett King,Saigon Books Official,50.000 ₫,159.000 ₫,4.4,105, Nhà Xuất Bản Hồng Đức, 15.5 x 23.5 cm, Bìa mềm,386
Jeff Bezos Và Kỷ Nguyên Amazon (Tái Bản),Bài học kinh doanh,Sách kinh tế,Brad Stone,Tiki Trading,73.700 ₫,110.000 ₫,4.7,1000+,Công ty phát hành Thái Hà, 15.5 x 24 cm, Bìa mềm,403
Nghệ Thuật Quản Lý Thời Gian,Sách kỹ năng làm việc,Sách kinh tế,Brian Tracy,Bookslife,59.000 ₫,99.000 ₫,5,8, Nhà Xuất Bản Lao Động, 13 x 20.5 cm, Bìa mềm,236
Để Xây Dựng Doanh Nghiệp Hiệu Quả (Tái Bản),"Sách quản trị, lãnh đạo",Sách kinh tế,Michael E Gerber,Tiki Trading,96.000 ₫,139.000 ₫,4.9,247, Nhà Xuất Bản Công Thương, 13 x 20.5 cm, Bìa mềm,323
Xây Dựng Để Trường Tồn,"Sách quản trị, lãnh đạo",Sách kinh tế,Jim Collins - Jerry I.Porras,Tiki Trading,87.900 ₫,157.000 ₫,4.8,1000+,Công ty phát hành NXB Trẻ, 14.5 x 20.5 cm, Bìa mềm,548
Con Đường Tơ Lụa Mới - Hiện Tại Và Tương lai Của Thế Giới Mới,Sách kinh tế học,Sách kinh tế,Peter Frankopan,Tiki Trading,144.000 ₫,209.000 ₫,4.8,458, Nhà Xuất Bản Hà Nội, 16 x 24 cm, Bìa mềm,312
Cánh Cửa Mở Rộng - Tiền Không Mua Được Gì (Tái Bản),Bài học kinh doanh,Sách kinh tế,Michael Sandel,Nhà sách Fahasa,92.100 ₫,125.000 ₫,4.8,209, NXB Trẻ, 13 x 20 cm, Bìa mềm,340
Bước Đi Ngẫu Nhiên Trên Phố Wall,Sách khởi nghiệp,Sách kinh tế,Burton G. Malkiel,Sống Official,161.850 ₫,249.000 ₫,4.8,218, Nhà Xuất Bản Lao Động, 13 x 20.5 cm, Bìa mềm,616
Tốc Độ Của Niềm Tin (The Speed Of Trust)(Tái Bản),Bài học kinh doanh,Sách kinh tế,"Stephen M. R. Covey, Rebecca R. Merrill",Tiki Trading,108.500 ₫,155.000 ₫,5,148, Nhà Xuất Bản Tổng hợp TP.HCM, 15 x 23 cm, Bìa cứng,412
Deep Human - 5 Siêu Kỹ Năng Thiết Yếu Trong Kỷ Nguyên Công Nghệ 4.0,Sách kỹ năng làm việc,Sách kinh tế,.,Skybooks Official Store,109.000 ₫,54.500 ₫,5,98, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa mềm,272
Dạy Con Làm Giàu - Tập 8: Để Có Những Đồng Tiền Tích Cực (Tái Bản 2020),Bài học kinh doanh,Sách kinh tế,Robert T. Kiyosaki,Tiki Trading,28.700 ₫ ,45.000 ₫,4.8,1000+, NXB Trẻ, 13 x 20.5 cm, Bìa mềm,130
Chiến Lược Của Kẻ Thắng,Bài học kinh doanh,Sách kinh tế,Suzuki Hiroki,Bookslife,60.000 ₫,149.000 ₫,4.5,49, Nhà Xuất Bản Lao Động, 13 x 20.5 cm, Bìa mềm,376
Giao Tiếp Bất Bạo Động (Nonviolent Communication),Sách kỹ năng làm việc,Sách kinh tế,Marshall B. Rosenberg,Tiki Trading,70.000 ₫,105.000 ₫,4.8,366, Nhà Xuất Bản Tổng hợp TP.HCM, 14 x 21 cm, Bìa mềm,268
Dạy Con Làm Giàu 05 - Để Có Sức Mạnh Về Tài Chính,"Sách tài chính, tiền tệ",Sách kinh tế,Robert T. Kiyosaki – Sharon L. Lechter,Nhà sách Fahasa,70.900 ₫,130.000 ₫,4.9,130,Công ty phát hành NXB Trẻ, 14 x 20 cm, Bìa mềm,520
Tâm Lý Học Trong Đầu Tư Chứng Khoán,"Sách quản trị, lãnh đạo",Sách kinh tế,Mark Douglas,Nhà sách Fahasa,111.000 ₫,189.000 ₫,4.9,243, Nhà Xuất Bản Thanh Niên, 13 x 20.5 gr, Bìa mềm,412
Đột Phá Tư Duy Kinh Doanh,Sách kỹ năng làm việc,Sách kinh tế,Howard Yu,Bookslife,56.000 ₫,139.000 ₫,5,50, Nhà Xuất Bản Lao Động, 13 x 20.5 gr, Bìa mềm,440
Nhà Lãnh Đạo 360 Độ (Tái Bản),"Sách quản trị, lãnh đạo",Sách kinh tế,John C. Maxwell,Tiki Trading,124.000 ₫,179.000 ₫,5,257, Nhà Xuất Bản Lao Động, 13 x 20.5 cm, Bìa mềm,436
Nền Kinh Tế Tự Do,Sách kỹ năng làm việc,Sách kinh tế,Mario McGovern,Tiki Trading,92.100 ₫,139.000 ₫,4.4,324,Công ty phát hành 1980 Books," 13x20,5cm", Bìa mềm,412
"Think And Grow Rich - 16 Nguyên Tắc Nghĩ Giàu, Làm Giàu Trong Thế Kỉ 21",Sách kỹ năng làm việc,Sách kinh tế,Napoleon Hill,Nhà sách Fahasa,88.100 ₫,149.000 ₫,5,109, Nhà Xuất Bản Hồng Đức, 15 x 20.5 cm, Bìa mềm,428
Tư Duy Kế Toán Phải Có Trong Kinh Doanh,"Sách tài chính, kế toán",Sách kinh tế,Takaharu Yasumoto,Tiki Trading,70.526 ₫,105.000 ₫,4.9,69, Nhà Xuất Bản Công Thương, 13x20.5cm, Bìa mềm,288
Dám Làm Giàu (Tái Bản 2020),Bài học kinh doanh,Sách kinh tế,Phạm Tuấn Sơn,Tiki Trading,71.540 ₫,98.000 ₫,4.7,492, Nhà Xuất Bản Tổng hợp TP.HCM, 14.5 x 20.5 cm, Bìa gập,256
Phụ Nữ Lãnh Đạo Bằng Yêu Thương,"Sách quản trị, lãnh đạo",Sách kinh tế,David Devin,Tiki Trading,88.500 ₫,118.000 ₫,4.7,1000+,Công ty phát hành NXB Phụ Nữ Việt Nam, 15 x 23 cm, Bìa mềm,367
Hiểu Nghèo Thoát Nghèo (Tái Bản),Bài học kinh doanh,Sách kinh tế,"Esther Duflo, Abhijit V. Banerjee",Tiki Trading,128.000 ₫,160.000 ₫,4.8,1000+,Công ty phát hành NXB Trẻ, 13 x 20 cm, Bìa mềm,444
Phù Thủy Sàn Chứng Khoán,Sách kinh tế học,Sách kinh tế,Jack. D. Schwager,Tiki Trading,137.000 ₫,199.000 ₫,4.7,1000+,Công ty phát hành Alphabooks, 16 x 24 cm, Bìa mềm,436
"Khởi Nghiệp Kinh Doanh - Lý Thuyết, Quá Trình, Thực Tiễn",Sách khởi nghiệp,Sách kinh tế,Donald F Kuratko,Nhà sách Fahasa,277.900 ₫,380.000 ₫,4.7,166,Công ty phát hành NXB Hồng Đức, 16 x 24 cm, Bìa mềm,352
Cuộc Chiến Phố Wall,Bài học kinh doanh,Sách kinh tế,Kathleen Day,Bookslife,76.000 ₫,189.000 ₫,5,5, Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân, 16 x 24 cm, Bìa mềm,520
Nhà Lãnh Đạo Tương Lai,"Sách quản trị, lãnh đạo",Sách kinh tế,Jacob Morgan,Tiki Trading,142.500 ₫,250.000 ₫,4.9,647, Nhà Xuất Bản Thế Giới, 15.5 x 23.5 cm, Bìa mềm,384
Viết Đi Đừng Sợ! Từ Tay Không Thành Tay Viết,Sách Marketing - Bán hàng,Sách kinh tế,Linh Phan,Tiki Trading,171.500 ₫,245.000 ₫,4.9,962, Nhà Xuất Bản Lao Động, 16 x 24 cm, Bìa mềm,228
Kinh Doanh - Khái Lược Những Tư Tưởng Lớn,Bài học kinh doanh,Sách kinh tế,DK,Tiki Trading,355.800 ₫,390.000 ₫,4.8,1000+,Công ty phát hành Công Ty Cổ Phần Văn Hóa Đông A, 19.3 x 23.5 cm, Bìa mềm,352
Kinh Doanh Online - Ai Cũng Có Thể Bắt Đầu,Sách Marketing - Bán hàng,Sách kinh tế,Thanh Thịnh Bùi,Tiki Trading,294.000 ₫,420.000 ₫,4.7,851, Nhà Xuất Bản Lao Động, 24.2 x 19 cm, Bìa cứng,352
Nguyên Lý Peter - Tại sao mọi thứ cứ sai sai? (tái bản 2020),Bài học kinh doanh,Sách kinh tế,"Laurence J Peter,  Raymond Hull",Tiki Trading,79.200 ₫,110.000 ₫,4.8,319, Nhà Xuất Bản Kinh Tế TPHCM, 14 x 20 cm, Bìa mềm,184
"Khởi Nghiệp Du Kích - Vận dụng nguồn lực nhỏ, Chiến thắng cuộc chơi lớn - Kinh doanh ít vốn: Làm thế nào để khởi động và vận hành doanh nghiệp bằng nguồn vốn hạn hẹp?",Sách khởi nghiệp,Sách kinh tế,Trần Thanh Phong,KHỞI NGHIỆP BOOK,75.000 ₫,149.000 ₫,4.8,1000+, Nhà Xuất Bản Đà Nẵng, 14 x 20 cm, Bìa mềm,260
Báo Cáo Tài Chính Dưới Góc Nhìn Của Warren Buffett (Tái Bản),"Sách tài chính, tiền tệ",Sách kinh tế,Mary Buffett - David Clark,Deup Official,79.000 ₫,105.000 ₫,5,67, Nhà Xuất Bản Hồng Đức, 14 x 20 cm, Bìa mềm,209
Những Chú Chó Bán Hàng,Bài học kinh doanh,Sách kinh tế,Blair Singer,Tiki Trading,93.500 ₫,120.000 ₫,4.8,1000+,Công ty phát hành NXB Trẻ, 14 x 20 cm, Bìa mềm,356
"Đừng Bán Sản Phẩm, Hãy Bán Giải Pháp",Sách Marketing - Bán hàng,Sách kinh tế,Michael T. Bosworth,Tiki Trading,110.000 ₫,159.000 ₫,4.8,756, Nhà Xuất Bản Lao Động Xã Hội, 16 x 24 cm, Bìa mềm,356
Quản Lý Công Việc Hiệu Quả Theo Phương Pháp Của Agile,Sách kỹ năng làm việc,Sách kinh tế,Stephen Denning,Tiki Trading,108.300 ₫,159.000 ₫,4.8,1000+,Công ty phát hành 1980 Books, 14.5 x 20.5 cm, Bìa mềm,512
Dẫn Dắt - Lãnh Đạo Chứ Không Quản Lý (Tái Bản),Bài học kinh doanh,Sách kinh tế,Alex Ferguson - Michael Moritz,Tiki Trading,135.000 ₫,180.000 ₫,4.9,1000+, NXB Trẻ, 15.5 x 23 cm, Bìa mềm,404
