price, origin,condition,carType,km,carColor,interiorColor,carDoor,carSeat,gear,wheelDrive,carMaker,yearsManufacturing,capacity,carEngine
660.0,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,Xám,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Isuzu,2022,1.9,Dầu
889.0,Lắp ráp trong nước,Xe đã dùng,SUV,69000,Trắng,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2014,2.0,Xăng
678.0,Lắp ráp trong nước,Xe đã dùng,SUV,70000,Đồng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2017,2.5,Xăng
1555.0,Lắp ráp trong nước,Xe đã dùng,SUV,30000,Trắng,Đen,5,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2019,2.0,Xăng
545.0,Lắp ráp trong nước,Xe đã dùng,SUV,30000,Đồng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Ford,2018,1.5,Xăng
435.0,Lắp ráp trong nước,Xe mới,Hatchback,0,Trắng,Ghi,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2022,1.25,Xăng
534.0,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,Ghi,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2022,1.5,Xăng
1379.0,Nhập khẩu,Xe mới,SUV,0,Trắng,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2022,2.0,Dầu
1950.0,Nhập khẩu,Xe đã dùng,Sedan,40000,Xanh,Kem,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2014,3.0,Xăng
490.0,Nhập khẩu,Xe đã dùng,SUV,90000,Vàng,Kem,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2009,2.5,Xăng
950.0,Lắp ráp trong nước,Xe đã dùng,SUV,0,Nâu,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2021,2.4,Xăng
4680.0,Nhập khẩu,Xe đã dùng,SUV,52000,Đen,Đỏ,5,4.0,Số tự động,"AWD,4 bánh toàn thời gian",LandRover,2014,5.0,Xăng
3409.0,Nhập khẩu,Xe mới,Convertible/Cabriolet,0,Đỏ,Đen,2,2.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2021,2.0,Xăng
799.0,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,Màu khác,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2022,2.0,Dầu
2359.0,Nhập khẩu,Xe mới,Sedan,0,Xám,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2022,2.0,Xăng
800.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,77000,Đồng,Đen,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2017,3.2,Dầu
1305.0,Nhập khẩu,Xe mới,Sedan,0,Đen,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2022,1.5,Xăng
1450.0,Lắp ráp trong nước,Xe đã dùng,Sedan,40000,Trắng,Trắng,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2017,2.0,Xăng
14789.0,Nhập khẩu,Xe mới,SUV,0,Xanh,Đỏ,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2022,4.0,Xăng
850.0,Lắp ráp trong nước,Xe đã dùng,SUV,0,Trắng,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Nissan,2019,2.5,Xăng
939.0,Lắp ráp trong nước,Xe đã dùng,SUV,31000,Cát,Nâu,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Toyota,2019,2.4,Dầu
1448.0,Lắp ráp trong nước,Xe đã dùng,SUV,49000,Xanh,Nâu,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Hyundai,2021,2.2,Dầu
1450.0,Lắp ráp trong nước,Xe đã dùng,SUV,2999,Trắng,Nâu,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Hyundai,2022,2.5,Xăng
930.0,Nhập khẩu,Xe đã dùng,SUV,50000,Trắng,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2018,1.5,Xăng
899.0,Lắp ráp trong nước,Xe đã dùng,Crossover,36780,Trắng,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2019,2.0,Dầu
720.0,Lắp ráp trong nước,Xe đã dùng,SUV,36000,Trắng,Kem,5,8.0,Số tự động,"RFD,Dẫn động cầu sau",Toyota,2016,2.7,Xăng
328.0,Lắp ráp trong nước,Xe đã dùng,Sedan,60000,Đen,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2012,1.6,Xăng
937.0,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,Màu khác,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2022,1.3,Dầu
849.0,Lắp ráp trong nước,Xe mới,Crossover,0,Xám,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Peugeot,2022,1.2,Xăng
570.0,Lắp ráp trong nước,Xe mới,Bán tải / Pickup,0,Xanh,Đen,4,5.0,Số tay,"4WD,Dẫn động 4 bánh",Ford,2022,2.2,Dầu
659.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,51839,Trắng,Nhiều màu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2018,2.2,Dầu
349.0,Lắp ráp trong nước,Xe đã dùng,Sedan,47000,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2017,1.25,Xăng
2299.0,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2022,2.0,Xăng
3290.0,Lắp ráp trong nước,Xe đã dùng,Sedan,20000,Đen,Kem,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2017,3.0,Xăng
868.0,Lắp ráp trong nước,Xe đã dùng,Crossover,35000,Trắng,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2020,2.0,Xăng
675.0,Lắp ráp trong nước,Xe đã dùng,SUV,68689,Xanh,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2016,2.5,Xăng
265.0,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Trắng,Đen,2,2.0,Số tay,"RFD,Dẫn động cầu sau",Suzuki,2022,2.0,Xăng
624.0,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,Màu khác,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,1.5,Xăng
780.0,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mitsubishi,2022,2.4,Dầu
890.0,Nhập khẩu,Xe đã dùng,SUV,100000,Đen,Đen,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Audi,2011,3.0,Xăng
1895.0,Lắp ráp trong nước,Xe đã dùng,Sedan,29000,Đen,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2019,2.0,Xăng
1150.0,Nhập khẩu,Xe đã dùng,SUV,42000,Xám,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",LandRover,2013,2.0,Xăng
1849.0,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Trắng,Đỏ,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,3.5,Xăng
1739.0,Nhập khẩu,Xe đã dùng,SUV,37000,Đen,Đen,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Ford,2018,2.3,Xăng
1070.0,Nhập khẩu,Xe đã dùng,Sedan,0,Đen,Kem,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2015,2.0,Xăng
2850.0,Nhập khẩu,Xe đã dùng,SUV,14000,Xanh,Nâu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",BMW,2020,2.0,Xăng
3750.0,Nhập khẩu,Xe đã dùng,SUV,55000,Trắng,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",LandRover,2015,3.0,Xăng
639.0,Lắp ráp trong nước,Xe đã dùng,SUV,68000,Bạc,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Nissan,2016,2.0,Xăng
2390.0,Lắp ráp trong nước,Xe đã dùng,SUV,18000,Trắng,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2020,2.0,Xăng
205.0,Nhập khẩu,Xe đã dùng,Van/Minivan,80000,Xám,Bạc,5,2.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2011,1.0,Xăng
575.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,80000,Ghi,Ghi,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Chevrolet,2017,2.8,Dầu
559.0,Lắp ráp trong nước,Xe đã dùng,SUV,61000,Trắng,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2014,2.4,Xăng
979.0,Lắp ráp trong nước,Xe đã dùng,Sedan,79000,Đen,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2015,2.0,Xăng
1202.0,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,Xám,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2022,2.0,Dầu
516.0,Lắp ráp trong nước,Xe đã dùng,Sedan,120000,Nâu,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2010,1.8,Xăng
2009.0,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2022,2.0,Xăng
1730.0,Nhập khẩu,Xe mới,Sedan,0,Trắng,Đen,4,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Volvo,2022,2.0,Xăng
1855.0,Lắp ráp trong nước,Xe đã dùng,SUV,10000,Đỏ,Kem,4,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2021,1.5,Xăng
255.0,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Trắng,Xám,5,2.0,Số tay,"RFD,Dẫn động cầu sau",Suzuki,2022,1.0,Xăng
1083.0,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,Ghi,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2022,1.5,Xăng
1639.0,Lắp ráp trong nước,Xe đã dùng,Sedan,30000,Đen,Nâu,5,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2019,2.0,Xăng
715.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,80000,Trắng,Nhiều màu,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2015,3.2,Dầu
2359.0,Lắp ráp trong nước,Xe đã dùng,SUV,27000,Ghi,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2020,2.0,Xăng
6880.0,Nhập khẩu,Xe đã dùng,SUV,15000,Trắng,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Porsche,2020,3.0,Xăng
322.0,Lắp ráp trong nước,Xe đã dùng,Sedan,120000,Bạc,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2009,1.5,Xăng
1399.0,Nhập khẩu,Xe đã dùng,SUV,70000,Đỏ,Nhiều màu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",LandRover,2016,2.0,Xăng
790.0,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Trắng,Ghi,4,16.0,Số tay,"RFD,Dẫn động cầu sau",Ford,2022,2.2,Dầu
3680.0,Nhập khẩu,Xe đã dùng,SUV,55000,Đen,Vàng,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",LandRover,2013,3.0,Dầu
3350.0,Nhập khẩu,Xe đã dùng,SUV,0,Đen,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Porsche,2016,3.6,Xăng
2099.0,Lắp ráp trong nước,Xe đã dùng,Sedan,80000,Trắng,Ghi,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2015,3.0,Xăng
1800.0,Nhập khẩu,Xe đã dùng,SUV,86000,Vàng,Nâu,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2010,4.6,Xăng
2380.0,Nhập khẩu,Xe đã dùng,SUV,80000,Trắng,Đen,5,8.0,Số tự động,"AWD,4 bánh toàn thời gian",Toyota,2014,4.6,Xăng
2850.0,Nhập khẩu,Xe đã dùng,SUV,40000,Trắng,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2016,3.5,Xăng
780.0,Lắp ráp trong nước,Xe đã dùng,Sedan,75000,Đen,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2016,2.5,Xăng
1279.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,57000,Đen,Xám,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2019,2.0,Dầu
1715.0,Lắp ráp trong nước,Xe đã dùng,SUV,68000,Đen,Nâu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2018,2.0,Xăng
1539.0,Lắp ráp trong nước,Xe đã dùng,Sedan,39000,Đen,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2017,2.0,Xăng
1200.0,Nhập khẩu,Xe đã dùng,SUV,52000,Trắng,Ghi,5,8.0,Số hỗn hợp,"FWD,Dẫn động cầu trước",Toyota,2012,1.5,Xăng
1579.0,Lắp ráp trong nước,Xe đã dùng,Sedan,38000,Trắng,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2017,2.0,Xăng
400.0,Lắp ráp trong nước,Xe đã dùng,SUV,75000,Xám,Đen,5,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2010,2.3,Xăng
999.0,Nhập khẩu,Xe đã dùng,SUV,80000,Đen,Ghi,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2008,4.7,Xăng
585.0,Lắp ráp trong nước,Xe đã dùng,SUV,110000,Đen,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2013,2.4,Xăng
1490.0,Nhập khẩu,Xe đã dùng,Van/Minivan,70000,Trắng,Kem,5,7.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2016,2.0,Xăng
735.0,Lắp ráp trong nước,Xe đã dùng,Sedan,26000,Đen,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2018,2.0,Xăng
796.0,Nhập khẩu,Xe đã dùng,SUV,80000,Bạc,Nâu,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Toyota,2017,2.4,Dầu
440.0,Nhập khẩu,Xe đã dùng,SUV,0,Ghi,Nâu,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",BMW,2006,3.0,Xăng
830.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,31000,Trắng,Đen,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2020,2.0,Dầu
785.0,Lắp ráp trong nước,Xe đã dùng,SUV,42000,Xanh,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2017,2.5,Xăng
1550.0,Nhập khẩu,Xe đã dùng,Van/Minivan,69000,Trắng,Đen,5,7.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2016,2.1,Dầu
1780.0,Nhập khẩu,Xe đã dùng,SUV,50000,Đen,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2014,3.5,Xăng
790.0,Nhập khẩu,Xe đã dùng,SUV,0,Xám,Đen,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Audi,2010,3.6,Xăng
945.0,Lắp ráp trong nước,Xe đã dùng,Sedan,64000,Đen,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2016,2.0,Xăng
620.0,Lắp ráp trong nước,Xe đã dùng,Sedan,20000,Đỏ,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2019,1.6,Xăng
1180.0,Nhập khẩu,Xe đã dùng,SUV,51000,Đen,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2019,2.0,Dầu
1030.0,Lắp ráp trong nước,Xe đã dùng,SUV,66000,Trắng,Màu khác,5,8.0,Số tự động,"RFD,Dẫn động cầu sau",Toyota,2020,2.4,Dầu
3500.0,Nhập khẩu,Xe đã dùng,SUV,80000,Đen,Kem,5,8.0,Số tự động,"AWD,4 bánh toàn thời gian",Toyota,2017,4.6,Xăng
338.0,Lắp ráp trong nước,Xe đã dùng,Sedan,137000,Đồng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2009,1.8,Xăng
475.0,Lắp ráp trong nước,Xe đã dùng,SUV,85000,Đen,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2009,3.0,Xăng
1189.0,Lắp ráp trong nước,Xe đã dùng,SUV,30000,Trắng,Nâu,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Hyundai,2019,2.2,Dầu
688.0,Nhập khẩu,Xe mới,SUV,0,Bạc,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2022,1.5,Xăng
548.0,Lắp ráp trong nước,Xe đã dùng,Sedan,50000,Bạc,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2015,1.8,Xăng
385.0,Lắp ráp trong nước,Xe đã dùng,Truck,45000,Xanh,Ghi,2,3.0,Số tay,"RFD,Dẫn động cầu sau",Vinamotor,2019,2.0,Dầu
846.0,Nhập khẩu,Xe mới,SUV,0,Xám,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2022,1.8,Xăng
450.0,Lắp ráp trong nước,Xe đã dùng,Sedan,0,Đỏ,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2015,1.5,Xăng
1180.0,Nhập khẩu,Xe đã dùng,SUV,0,Đen,Xám,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Audi,2012,3.0,Xăng
1919.0,Nhập khẩu,Xe mới,Hatchback,0,Xanh,Nâu,3,4.0,Số tự động,"FWD,Dẫn động cầu trước",Mini Cooper,2022,1.5,Xăng
350.0,Lắp ráp trong nước,Xe đã dùng,Sedan,0,Cát,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mitsubishi,2005,1.6,Xăng
745.0,Lắp ráp trong nước,Xe đã dùng,SUV,36500,Nâu,Ghi,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2018,2.0,Xăng
970.0,Nhập khẩu,Xe đã dùng,Sedan,80000,Đen,Kem,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2014,2.0,Xăng
465.0,Lắp ráp trong nước,Xe đã dùng,Sedan,0,Xanh,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2010,3.5,Xăng
4190.0,Nhập khẩu,Xe đã dùng,SUV,50000,Đen,Ghi,5,4.0,Số tự động,"AWD,4 bánh toàn thời gian",LandRover,2015,5.0,Xăng
2350.0,Nhập khẩu,Xe đã dùng,SUV,60000,Đen,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Porsche,2016,2.0,Xăng
415.0,Lắp ráp trong nước,Xe đã dùng,Sedan,110000,Bạc,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2009,2.4,Xăng
855.0,Lắp ráp trong nước,Xe đã dùng,SUV,50000,Đen,Kem,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Hyundai,2018,2.4,Xăng
695.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,0,Đen,Ghi,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2020,2.2,Dầu
896.0,Nhập khẩu,Xe đã dùng,SUV,40000,Đen,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2019,1.5,Xăng
525.0,Nhập khẩu,Xe mới,Sedan,0,Ghi,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Nissan,2022,1.0,Xăng
936.0,Nhập khẩu,Xe mới,SUV,0,Trắng,Nâu,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2022,1.8,Hybrid
430.0,Nhập khẩu,Xe đã dùng,Hatchback,0,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2014,1.3,Xăng
579.0,Lắp ráp trong nước,Xe đã dùng,SUV,50000,Đen,Ghi,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2015,2.0,Xăng
475.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,95000,Bạc,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mazda,2015,2.2,Dầu
739.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,90000,Trắng,Nhiều màu,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2016,3.2,Dầu
721.0,Lắp ráp trong nước,Xe mới,Hatchback,0,Trắng,Màu khác,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2022,1.5,Xăng
740.0,Lắp ráp trong nước,Xe đã dùng,SUV,38000,Đỏ,Ghi,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2018,2.0,Xăng
738.0,Lắp ráp trong nước,Xe đã dùng,Crossover,45000,Đen,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2017,2.0,Xăng
165.0,Lắp ráp trong nước,Xe đã dùng,Sedan,150000,Xanh,Ghi,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Ford,2004,1.8,Xăng
535.0,Lắp ráp trong nước,Xe đã dùng,Sedan,59000,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2018,1.6,Xăng
620.0,Lắp ráp trong nước,Xe đã dùng,Crossover,38000,Nâu,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2019,2.0,Xăng
1969.0,Nhập khẩu,Xe mới,SUV,0,Xanh,Nâu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Subaru,2022,2.5,Xăng
710.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,14000,Xanh,Đỏ,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2020,2.2,Dầu
1550.0,Nhập khẩu,Xe đã dùng,Van/Minivan,0,Trắng,Đen,5,7.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2016,2.1,Dầu
715.0,Lắp ráp trong nước,Xe đã dùng,Sedan,13000,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2020,1.5,Xăng
879.0,Lắp ráp trong nước,Xe mới,Bán tải / Pickup,0,Trắng,Đen,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2022,2.0,Dầu
1459.0,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,Màu khác,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Toyota,2022,2.8,Dầu
4500.0,Nhập khẩu,Xe mới,SUV,0,Trắng,Đen,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Ford,2022,3.0,Xăng
999.0,Nhập khẩu,Xe đã dùng,SUV,0,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2015,2.0,Xăng
1495.0,Lắp ráp trong nước,Xe đã dùng,Sedan,43000,Trắng,Kem,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2017,2.0,Xăng
1709.0,Lắp ráp trong nước,Xe mới,SUV,0,Đỏ,Đen,5,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2022,2.0,Xăng
4250.0,Nhập khẩu,Xe đã dùng,SUV,30000,Đen,Nâu,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2020,3.0,Xăng
1197.0,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,Nâu,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2022,2.0,Dầu
1020.0,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Hyundai,2022,1.6,Xăng
1412.0,Nhập khẩu,Xe mới,SUV,0,Đen,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2022,2.0,Dầu
1185.0,Nhập khẩu,Xe mới,Sedan,0,Đen,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2022,2.0,Xăng
835.0,Lắp ráp trong nước,Xe đã dùng,Crossover,8300,Trắng,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2021,2.0,Xăng
2080.0,Lắp ráp trong nước,Xe đã dùng,Sedan,50000,Bạc,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2015,3.0,Xăng
1412.0,Nhập khẩu,Xe mới,SUV,0,Đen,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2022,2.0,Dầu
625.0,Lắp ráp trong nước,Xe đã dùng,Sedan,28000,Đỏ,Nhiều màu,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2019,2.0,Xăng
3240.0,Nhập khẩu,Xe mới,SUV,0,Cát,Ghi,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2022,2.0,Xăng
698.0,Lắp ráp trong nước,Xe đã dùng,Sedan,80000,Đen,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2013,2.5,Xăng
2450.0,Nhập khẩu,Xe đã dùng,SUV,45000,Trắng,Nâu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2019,2.0,Xăng
770.0,Nhập khẩu,Xe mới,Sedan,0,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2022,1.5,Xăng
9500.0,Nhập khẩu,Xe đã dùng,SUV,3000,Trắng,Cam,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2021,5.7,Xăng
583.0,Lắp ráp trong nước,Xe đã dùng,SUV,12000,Đỏ,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Ford,2020,1.5,Xăng
750.0,Lắp ráp trong nước,Xe đã dùng,Sedan,2200,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2020,2.0,Xăng
940.0,Lắp ráp trong nước,Xe đã dùng,Sedan,70000,Đen,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2015,2.0,Xăng
4350.0,Nhập khẩu,Xe đã dùng,SUV,16000,Đen,Nâu,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2020,3.5,Xăng
1529.0,Lắp ráp trong nước,Xe đã dùng,SUV,49000,Trắng,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2017,2.0,Xăng
785.0,Lắp ráp trong nước,Xe đã dùng,SUV,48000,Trắng,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Mitsubishi,2019,2.0,Xăng
674.0,Lắp ráp trong nước,Xe mới,Sedan,0,Xanh,Nhiều màu,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,1.6,Xăng
2349.0,Nhập khẩu,Xe mới,Sedan,0,Đen,Kem,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2021,2.0,Xăng
