price, origin,condition,carType,km,carColor,interiorColor,carDoor,carSeat,gear,wheelDrive,carMaker,yearsManufacturing,capacity,carEngine
615.0,Lắp ráp trong nước,Xe đã dùng,Crossover,20000,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2020,2.0,Xăng
11500.0,Nhập khẩu,Xe đã dùng,Sedan,50000,Bạc,Đen,4,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Bentley,2013,2.0,Xăng
1118.0,Lắp ráp trong nước,Xe mới,SUV,0,Đỏ,Ghi,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2022,1.5,Xăng
905.0,Nhập khẩu,Xe đã dùng,SUV,34000,Đỏ,Màu khác,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2018,1.5,Xăng
479.0,Nhập khẩu,Xe đã dùng,Hatchback,50000,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2015,1.5,Xăng
510.0,Lắp ráp trong nước,Xe đã dùng,Sedan,35,Cát,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2019,1.5,Xăng
140.0,Lắp ráp trong nước,Xe đã dùng,SUV,14000,Xanh,Kem,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Mitsubishi,2005,2.0,Xăng
1659.0,Lắp ráp trong nước,Xe đã dùng,SUV,0,Xanh,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2018,2.0,Xăng
7900.0,Nhập khẩu,Xe đã dùng,Sedan,10000,Bạc,Xám,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Bentley,2014,6.0,Xăng
675.0,Nhập khẩu,Xe đã dùng,Crossover,40000,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2019,1.8,Xăng
410.0,Lắp ráp trong nước,Xe đã dùng,Sedan,65000,Xanh,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2016,1.5,Xăng
1880.0,Lắp ráp trong nước,Xe đã dùng,SUV,16000,Đen,Kem,4,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2019,2.0,Xăng
358.0,Lắp ráp trong nước,Xe đã dùng,Sedan,85000,Cát,Kem,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Toyota,2017,1.5,Xăng
2289.0,Nhập khẩu,Xe đã dùng,Sedan,25000,Trắng,Nâu,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Lexus,2018,2.5,Xăng
2359.0,Lắp ráp trong nước,Xe đã dùng,SUV,17000,Đỏ,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2020,2.0,Xăng
5380.0,Nhập khẩu,Xe đã dùng,SUV,52000,Đen,Đen,5,8.0,Số tự động,"AWD,4 bánh toàn thời gian",Toyota,2020,4.6,Xăng
1739.0,Lắp ráp trong nước,Xe đã dùng,SUV,11000,Đỏ,Đen,5,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2020,2.0,Xăng
469.0,Lắp ráp trong nước,Xe đã dùng,Sedan,110000,Đen,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2009,1.8,Xăng
662.0,Lắp ráp trong nước,Xe mới,Bán tải / Pickup,0,Cát,Xám,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2022,2.2,Dầu
155.0,Lắp ráp trong nước,Xe đã dùng,Sedan,0,Bạc,Nhiều màu,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Chevrolet,2012,1.5,Xăng
189.0,Lắp ráp trong nước,Xe đã dùng,Sedan,133000,Đen,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2001,2.0,Xăng
679.0,Nhập khẩu,Xe đã dùng,SUV,83000,Trắng,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Hyundai,2014,2.4,Xăng
720.0,Lắp ráp trong nước,Xe đã dùng,SUV,0,Nâu,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2016,2.4,Xăng
1559.0,Lắp ráp trong nước,Xe đã dùng,Sedan,9600,Trắng,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2020,2.0,Xăng
620.0,Nhập khẩu,Xe mới,Crossover,0,Đỏ,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2022,1.5,Xăng
3480.0,Nhập khẩu,Xe đã dùng,SUV,80000,Đen,Kem,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2012,5.7,Xăng
770.0,Lắp ráp trong nước,Xe đã dùng,SUV,0,Trắng,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Nissan,2018,2.5,Xăng
899.0,Nhập khẩu,Xe mới,SUV,0,Bạc,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Subaru,2022,2.0,Xăng
1045.0,Lắp ráp trong nước,Xe đã dùng,Van/Minivan,43000,Đen,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2020,2.2,Dầu
1679.0,Lắp ráp trong nước,Xe đã dùng,Sedan,25600,Đen,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2017,2.0,Xăng
382.0,Lắp ráp trong nước,Xe mới,Hatchback,0,Đỏ,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",VinFast,2022,1.4,Xăng
595.0,Nhập khẩu,Xe mới,Sedan,0,Xám,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Nissan,2022,1.0,Xăng
585.0,Lắp ráp trong nước,Xe đã dùng,Crossover,110000,Ghi,Nhiều màu,5,8.0,Số tay,"RFD,Dẫn động cầu sau",Toyota,2019,2.0,Xăng
3179.0,Nhập khẩu,Xe đã dùng,Coupe,13000,Đỏ,Nâu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2017,3.0,Xăng
538.0,Lắp ráp trong nước,Xe đã dùng,Sedan,20000,Đen,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2019,1.6,Xăng
2539.0,Nhập khẩu,Xe đã dùng,Sedan,2000,Đen,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2021,2.0,Xăng
579.0,Nhập khẩu,Xe mới,SUV,0,Đen,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Suzuki,2022,1.5,Xăng
780.0,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mitsubishi,2022,2.4,Dầu
920.0,Lắp ráp trong nước,Xe đã dùng,Sedan,0,Nâu,Nâu,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2018,2.5,Xăng
890.0,Lắp ráp trong nước,Xe mới,SUV,0,Đen,Đen,5,7.0,Số tự động,"RFD,Dẫn động cầu sau",VinFast,2022,2.0,Xăng
1339.0,Lắp ráp trong nước,Xe đã dùng,Sedan,40000,Đen,Kem,5,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2019,2.0,Xăng
1814.0,Nhập khẩu,Xe mới,SUV,0,Xanh,Màu khác,5,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2021,1.5,Xăng
798.0,Lắp ráp trong nước,Xe đã dùng,SUV,29000,Đỏ,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2020,2.0,Xăng
639.0,Lắp ráp trong nước,Xe đã dùng,Crossover,20000,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2020,2.0,Xăng
2420.0,Nhập khẩu,Xe đã dùng,SUV,40000,Đen,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Toyota,2019,2.7,Xăng
530.0,Lắp ráp trong nước,Xe đã dùng,Sedan,20000,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2020,1.5,Xăng
585.0,Lắp ráp trong nước,Xe mới,Truck,0,Trắng,Ghi,2,3.0,Số tay,"RFD,Dẫn động cầu sau",Isuzu,2022,1.5,Dầu
704.0,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,1.4,Xăng
530.0,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2022,1.5,Xăng
1083.0,Lắp ráp trong nước,Xe mới,SUV,0,Ghi,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2022,1.5,Xăng
1340.0,Lắp ráp trong nước,Xe đã dùng,SUV,14000,Đỏ,Nâu,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Hyundai,2021,2.5,Xăng
5950.0,Nhập khẩu,Xe mới,SUV,0,Đen,Đỏ,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2020,4.6,Xăng
525.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,70000,Vàng,Đen,4,5.0,Số tay,"RFD,Dẫn động cầu sau",Ford,2017,2.2,Dầu
1065.0,Lắp ráp trong nước,Xe đã dùng,SUV,20000,Đen,Nâu,5,7.0,Số tự động,"RFD,Dẫn động cầu sau",VinFast,2020,2.0,Xăng
570.0,Lắp ráp trong nước,Xe mới,Crossover,0,Xanh,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",VinFast,2022,0.1,Điện
699.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,50000,Đen,Đen,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Nissan,2019,2.5,Dầu
930.0,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,Đen,4,5.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2022,3.3,Dầu
595.0,Lắp ráp trong nước,Xe đã dùng,Sedan,32000,Đỏ,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2019,1.5,Xăng
475.0,Lắp ráp trong nước,Xe đã dùng,Sedan,43696,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2019,1.5,Xăng
785.0,Nhập khẩu,Xe đã dùng,Sedan,83000,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mercedes,2013,2.0,Xăng
360.0,Lắp ráp trong nước,Xe đã dùng,Crossover,78000,Trắng,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2013,2.0,Xăng
289.0,Lắp ráp trong nước,Xe đã dùng,Sedan,0,Trắng,Nhiều màu,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Chevrolet,2014,1.6,Xăng
570.0,Nhập khẩu,Xe đã dùng,SUV,60000,Trắng,Ghi,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mitsubishi,2015,2.0,Xăng
4550.0,Nhập khẩu,Xe đã dùng,SUV,2700,Vàng,Nâu,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2021,3.5,Xăng
584.0,Lắp ráp trong nước,Xe mới,Crossover,0,Đỏ,Trắng,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,1.5,Xăng
1269.0,Lắp ráp trong nước,Xe đã dùng,Sedan,10000,Trắng,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2020,1.5,Xăng
1299.0,Lắp ráp trong nước,Xe mới,SUV,0,Đen,Đen,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Kia,2022,2.2,Dầu
2190.0,Nhập khẩu,Xe đã dùng,Sedan,42000,Đen,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2018,2.0,Xăng
4159.0,Nhập khẩu,Xe mới,Sedan,0,Đen,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2021,2.0,Xăng
1008.0,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,Màu khác,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2022,1.5,Xăng
825.0,Nhập khẩu,Xe mới,SUV,0,Trắng,Nâu,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2022,1.8,Xăng
525.0,Lắp ráp trong nước,Xe đã dùng,Sedan,0,Đỏ,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2017,1.5,Xăng
459.0,Lắp ráp trong nước,Xe đã dùng,Sedan,43000,Cát,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2017,1.5,Xăng
460.0,Nhập khẩu,Xe đã dùng,Sedan,130000,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2010,2.0,Xăng
275.0,Lắp ráp trong nước,Xe đã dùng,SUV,70000,Đen,Kem,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Chevrolet,2008,2.4,Xăng
674.0,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,Màu khác,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,1.6,Xăng
655.0,Lắp ráp trong nước,Xe đã dùng,Sedan,10000,Đen,Nhiều màu,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2021,2.0,Xăng
365.0,Nhập khẩu,Xe mới,Sedan,0,Trắng,Đen,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Mitsubishi,2022,1.2,Xăng
1340.0,Nhập khẩu,Xe mới,SUV,0,Trắng,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Mitsubishi,2022,2.4,Dầu
255.0,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Trắng,Trắng,5,2.0,Số tay,"RFD,Dẫn động cầu sau",Suzuki,2022,1.0,Xăng
445.0,Nhập khẩu,Xe mới,Sedan,0,Đỏ,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mitsubishi,2022,1.2,Xăng
1086.0,Lắp ráp trong nước,Xe đã dùng,SUV,8000,Trắng,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2021,1.5,Xăng
445.0,Nhập khẩu,Xe mới,Sedan,0,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mitsubishi,2022,1.2,Xăng
725.0,Lắp ráp trong nước,Xe đã dùng,Sedan,30000,Trắng,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2020,1.5,Xăng
4390.0,Nhập khẩu,Xe đã dùng,SUV,8000,Trắng,Nâu,4,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Maserati,2017,3.0,Xăng
363.0,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,Đen,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Hyundai,2021,1.25,Xăng
848.0,Lắp ráp trong nước,Xe đã dùng,SUV,30000,Đỏ,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2019,2.5,Xăng
439.0,Lắp ráp trong nước,Xe đã dùng,Sedan,17000,Trắng,Ghi,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2020,1.4,Xăng
685.0,Nhập khẩu,Xe đã dùng,SUV,61000,Bạc,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2013,2.4,Xăng
1130.0,Nhập khẩu,Xe đã dùng,Hatchback,30000,Đỏ,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mini Cooper,2016,2.0,Xăng
955.0,Nhập khẩu,Xe đã dùng,SUV,72000,Trắng,Đen,5,7.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2017,2.2,Dầu
1030.0,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2022,2.0,Dầu
1089.0,Nhập khẩu,Xe mới,SUV,0,Cát,Kem,5,7.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2021,2.0,Dầu
5199.0,Nhập khẩu,Xe mới,Sedan,0,Đỏ,Kem,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2022,2.0,Xăng
539.0,Lắp ráp trong nước,Xe đã dùng,Sedan,27000,Cát,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2019,1.5,Xăng
1589.0,Lắp ráp trong nước,Xe đã dùng,SUV,80000,Xanh,Kem,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2017,2.0,Xăng
225.0,Lắp ráp trong nước,Xe đã dùng,Sedan,163569,Xanh,Ghi,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Toyota,2001,1.8,Xăng
225.0,Lắp ráp trong nước,Xe mới,Truck,0,Trắng,Nâu,2,2.0,Số tay,"RFD,Dẫn động cầu sau",Suzuki,2022,1.0,Xăng
2200.0,Nhập khẩu,Xe đã dùng,SUV,80000,Nâu,Đen,5,7.0,Số tự động,"AWD,4 bánh toàn thời gian",Audi,2016,3.0,Xăng
515.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,79000,Ghi,Đen,4,5.0,Số tay,"RFD,Dẫn động cầu sau",Ford,2016,2.2,Dầu
534.0,Nhập khẩu,Xe mới,Hatchback,0,Trắng,Màu khác,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Suzuki,2022,1.2,Xăng
980.0,Lắp ráp trong nước,Xe đã dùng,Sedan,39000,Trắng,Kem,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2016,2.0,Xăng
558.0,Nhập khẩu,Xe mới,SUV,0,Trắng,Màu khác,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Suzuki,2022,1.5,Xăng
669.0,Lắp ráp trong nước,Xe đã dùng,Crossover,16990,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2020,1.6,Xăng
695.0,Nhập khẩu,Xe đã dùng,Sedan,40000,Đỏ,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2018,1.5,Xăng
1323.0,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,Nâu,5,7.0,Số tự động,"RFD,Dẫn động cầu sau",VinFast,2022,2.0,Xăng
2580.0,Nhập khẩu,Xe đã dùng,SUV,59000,Trắng,Đen,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Porsche,2015,2.0,Xăng
839.0,Lắp ráp trong nước,Xe mới,SUV,0,Đỏ,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2022,2.0,Xăng
970.0,Nhập khẩu,Xe đã dùng,Sedan,38000,Đen,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2020,2.0,Xăng
725.0,Nhập khẩu,Xe đã dùng,Crossover,70000,Trắng,Kem,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2016,2.0,Xăng
1799.0,Nhập khẩu,Xe đã dùng,Sedan,70000,Đỏ,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2016,2.0,Xăng
425.0,Lắp ráp trong nước,Xe mới,Hatchback,0,Trắng,Màu khác,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2021,1.25,Xăng
704.0,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,Đỏ,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,1.4,Xăng
478.0,Lắp ráp trong nước,Xe mới,Sedan,0,Cát,Kem,4,5.0,Số tay,"FWD,Dẫn động cầu trước",Toyota,2022,1.5,Xăng
2680.0,Nhập khẩu,Xe đã dùng,SUV,60000,Trắng,Vàng,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Porsche,2015,2.0,Xăng
3280.0,Nhập khẩu,Xe đã dùng,SUV,58000,Trắng,Nâu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2017,3.5,Xăng
1150.0,Nhập khẩu,Xe đã dùng,SUV,16000,Trắng,Nâu,5,8.0,Số tự động,"4WD,Dẫn động 4 bánh",Toyota,2018,2.8,Dầu
379.0,Lắp ráp trong nước,Xe đã dùng,Hatchback,42000,Đỏ,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Suzuki,2016,1.4,Xăng
2299.0,Lắp ráp trong nước,Xe đã dùng,Sedan,8000,Đen,Nâu,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2021,2.0,Xăng
2360.0,Nhập khẩu,Xe đã dùng,SUV,20000,Đen,Đỏ,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",BMW,2019,2.0,Xăng
1849.0,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Đen,Nâu,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,3.5,Xăng
1579.0,Lắp ráp trong nước,Xe đã dùng,Sedan,16000,Trắng,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2020,2.0,Xăng
425.0,Lắp ráp trong nước,Xe đã dùng,SUV,130000,Nâu,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2010,2.4,Xăng
535.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,70000,Vàng,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2016,2.2,Dầu
1399.0,Nhập khẩu,Xe đã dùng,SUV,26000,Đỏ,Kem,5,5.0,Số tự động,"RFD,Dẫn động cầu sau",BMW,2018,1.5,Xăng
565.0,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2022,1.5,Xăng
1145.0,Nhập khẩu,Xe mới,SUV,0,Trắng,Đen,5,7.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2022,2.0,Dầu
2470.0,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mercedes,2022,2.0,Xăng
765.0,Nhập khẩu,Xe mới,Sedan,0,Đỏ,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2022,1.8,Xăng
1369.0,Nhập khẩu,Xe mới,SUV,0,Đen,Đen,5,7.0,Số tự động,"4WD,Dẫn động 4 bánh",Ford,2022,2.0,Dầu
255.0,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Trắng,Đen,5,2.0,Số tay,"RFD,Dẫn động cầu sau",Suzuki,2022,1.0,Xăng
1450.0,Lắp ráp trong nước,Xe đã dùng,SUV,4500,Trắng,Nâu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Mercedes,2016,2.0,Xăng
958.0,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,Ghi,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2022,1.5,Xăng
635.0,Lắp ráp trong nước,Xe đã dùng,Sedan,20000,Đỏ,Ghi,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2019,1.6,Xăng
569.0,Nhập khẩu,Xe mới,SUV,0,Vàng,Đen,4,7.0,Số tự động,"FWD,Dẫn động cầu trước",Suzuki,2022,2.0,Xăng
880.0,Lắp ráp trong nước,Xe đã dùng,SUV,42000,Trắng,Kem,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2019,2.2,Dầu
1030.0,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,Đen,5,7.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2021,2.5,Xăng
293.0,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Trắng,Đen,5,2.0,Số tay,"RFD,Dẫn động cầu sau",Suzuki,2022,1.0,Xăng
425.0,Nhập khẩu,Xe đã dùng,Crossover,70000,Đỏ,Nhiều màu,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2015,1.4,Xăng
3790.0,Nhập khẩu,Xe đã dùng,SUV,19000,Kem,Nâu,5,5.0,Số tự động,"AWD,4 bánh toàn thời gian",Lexus,2018,3.5,Xăng
555.0,Lắp ráp trong nước,Xe đã dùng,Sedan,16000,Trắng,Ghi,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2021,1.4,Xăng
590.0,Lắp ráp trong nước,Xe đã dùng,Sedan,4000,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2021,1.5,Xăng
425.0,Lắp ráp trong nước,Xe đã dùng,SUV,120000,Đỏ,Kem,5,8.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2011,2.5,Dầu
660.0,Nhập khẩu,Xe đã dùng,Coupe,70000,Xanh,Kem,2,5.0,Số tự động,"FWD,Dẫn động cầu trước",Honda,2008,2.4,Xăng
620.0,Nhập khẩu,Xe mới,Crossover,0,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2022,1.5,Xăng
662.0,Lắp ráp trong nước,Xe mới,Bán tải / Pickup,0,Nâu,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2022,2.2,Dầu
719.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,16000,Đỏ,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mitsubishi,2020,2.4,Dầu
594.0,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,1.5,Xăng
548.0,Nhập khẩu,Xe mới,SUV,0,Xám,Đen,5,7.0,Số tự động,"RFD,Dẫn động cầu sau",Toyota,2022,1.5,Xăng
1059.0,Nhập khẩu,Xe đã dùng,Hatchback,45000,Xanh,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mini Cooper,2015,2.0,Xăng
492.0,Nhập khẩu,Xe đã dùng,Sedan,23000,Đỏ,Đen,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Mazda,2019,1.5,Xăng
1299.0,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Xanh,Kem,5,8.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,2.2,Dầu
1389.0,Lắp ráp trong nước,Xe mới,Van/Minivan,0,Đen,Nâu,5,8.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,2.2,Dầu
490.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,95000,Xám,Ghi,4,5.0,Số tay,"4WD,Dẫn động 4 bánh",Nissan,2015,2.5,Dầu
820.0,Nhập khẩu,Xe mới,SUV,0,Trắng,Đen,5,5.0,Số tự động,"FWD,Dẫn động cầu trước",Toyota,2022,1.8,Xăng
658.0,Lắp ráp trong nước,Xe đã dùng,Sedan,20000,Trắng,Kem,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Hyundai,2020,2.0,Xăng
662.0,Lắp ráp trong nước,Xe mới,Bán tải / Pickup,0,Trắng,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Ford,2022,2.2,Dầu
674.0,Lắp ráp trong nước,Xe mới,Sedan,0,Đen,Nhiều màu,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2022,1.6,Xăng
719.0,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,16000,Đỏ,Đen,4,5.0,Số tự động,"RFD,Dẫn động cầu sau",Mitsubishi,2020,2.4,Dầu
635.0,Lắp ráp trong nước,Xe đã dùng,Sedan,30000,Trắng,Nhiều màu,4,5.0,Số tự động,"FWD,Dẫn động cầu trước",Kia,2020,2.0,Xăng
450.0,Nhập khẩu,Xe đã dùng,SUV,0,Trắng,Ghi,2,7.0,Số tay,"4WD,Dẫn động 4 bánh",Toyota,2002,2.7,Xăng
