,Name,Price,Rating,Reviews,Location
291,Tuan Long Hotel,351.5,8.2,217.0,"District 7, Ho Chi Minh City"
292,RedDoorz Minh Thu Quang Trung,301.326,7.8,10.0,"Go Vap District , Ho Chi Minh City"
293,RedDoorz Kim Dung Hotel,371.256,7.8,118.0,"District 1, Ho Chi Minh City"
294,Sunrise City - 5 star,1600.0,7.4,6.0,"District 7, Ho Chi Minh City"
295,Imai House,450.0,7.6,19.0,"District 10, Ho Chi Minh City"
296,Mari Hotel By Connek,574.076,8.5,181.0,"District 1, Ho Chi Minh City"
297,Blue Diamond Hotel,1062.4,8.0,36.0,"District 1, Ho Chi Minh City"
298,A&EM Phan Boi Chau,975.999,7.4,157.0,"District 1, Ho Chi Minh City"
299,Citadines Regency Saigon,2041.2,8.8,545.0,"District 3, Ho Chi Minh City"
300,Hoàn Vũ Hotel,260.0,7.1,55.0,"Binh Thanh, Ho Chi Minh City"
301,RedDoorz Plus Phuong Nam Hotel,350.0,5.3,15.0,"Thu Duc District, Ho Chi Minh City"
302,Park Hyatt Saigon,6780.0,9.0,153.0,"District 1, Ho Chi Minh City"
303,RedDoorz near Saigon Train Station 2,361.9,7.0,45.0,"District 10, Ho Chi Minh City"
304,Silk Hotel near Tan Son Nhat Airport,450.0,8.4,252.0,"Tan Binh, Ho Chi Minh City"
305,ACE Hotel - Bến Thành,425.0,7.9,18.0,"District 1, Ho Chi Minh City"
306,F-Hotel & Apartment,980.1,9.4,8.0,"Phu Nhuan, Ho Chi Minh City"
307,Tan Son Nhat Saigon Hotel,1276.861,7.9,80.0,"Phu Nhuan, Ho Chi Minh City"
308,The Hammock Hotel Fine Arts Museum,824.523,9.2,412.0,"District 1, Ho Chi Minh City"
309,SABINA Residence - HCM,784.795,8.6,100.0,"District 7, Ho Chi Minh City"
310,Joviale Hotel,536.249,7.5,1090.0,"District 1, Ho Chi Minh City"
311,Chez Mimosa Petite,823.86,9.2,370.0,"District 1, Ho Chi Minh City"
312,La Casona Hotel,443.848,9.1,17.0,"District 7, Ho Chi Minh City"
313,RedDoorz Nguyen Khang Hotel,325.125,6.0,1.0,"District 2, Ho Chi Minh City"
314,The Akoya Ben Thanh Hotel,506.469,8.9,384.0,"District 1, Ho Chi Minh City"
315,Sunshine Apartment - Ben Thanh,610.4,8.4,207.0,"District 1, Ho Chi Minh City"
316,M Boutique Hotel,1186.254,8.3,215.0,"District 1, Ho Chi Minh City"
317,Go Sweet House - Rivergate Residence,950.0,9.0,209.0,"District 4, Ho Chi Minh City"
318,Lestar Hotel Saigon 1,541.5,9.0,280.0,"District 1, Ho Chi Minh City"
319,Me Gustas Central Hotel,964.151,8.3,323.0,"District 1, Ho Chi Minh City"
320,Vinhomes Luxury - Homes by Christine,1282.5,7.6,14.0,"Binh Thanh, Ho Chi Minh City"
321,"Millennium Spacious Aparts, FREE Pool&Gym and CENTRAL Location",1250.0,10.0,5.0,"District 4, Ho Chi Minh City"
322,Gemini Saigon Group,619.2,7.8,78.0,"District 1, Ho Chi Minh City"
323,A-In Hotel Riverside,693.0,8.3,552.0,"District 4, Ho Chi Minh City"
324,Saigon Charm Hotel,181.5,6.0,108.0,"District 1, Ho Chi Minh City"
325,Sen Boutique House,817.089,9.2,57.0,"District 2, Ho Chi Minh City"
326,Gemini Saigon Center - New & Clean with Day Use Available,422.37,8.9,1003.0,"District 1, Ho Chi Minh City"
327,Apa Saigon Apartment,483.934,8.7,411.0,"District 1, Ho Chi Minh City"
328,Somerset Chancellor Court,2401.361,8.8,277.0,"District 1, Ho Chi Minh City"
329,Thao Nhi Hotel,300.0,8.5,38.0,"District 1, Ho Chi Minh City"
330,S Phuot Airport Hostel,371.07,8.9,250.0,"Tan Binh, Ho Chi Minh City"
331,Vinhomes Central Park-Luxury Arpartment,1250.0,7.6,37.0,"Binh Thanh, Ho Chi Minh City"
332,SaiGon Huch Villa,1056.0,9.3,43.0,"Phu Nhuan, Ho Chi Minh City"
333,Spacious Saigon - Infinity Pool & Gym,1125.0,8.9,59.0,"District 4, Ho Chi Minh City"
334,Chillaxroom,2168.0,9.0,32.0,"District 1, Ho Chi Minh City"
335,Royal Hotel Saigon,1450.0,7.9,177.0,"District 1, Ho Chi Minh City"
336,Winston Hotel Riverside,500.0,7.8,45.0,"Thu Duc District, Ho Chi Minh City"
337,TeeUp Home,1100.0,8.9,125.0,"District 4, Ho Chi Minh City"
338,CHERRY BOUTIQUE HOTEL,867.735,8.3,3.0,"District 1, Ho Chi Minh City"
339,Bờ Sông Hotel,330.0,8.7,24.0,"Go Vap District , Ho Chi Minh City"
340,NGAN HA Hotel,349.65,8.2,117.0,"District 5, Ho Chi Minh City"
341,Luxury Vinhomes Central Park Humi homes,1469.02,8.3,22.0,"Binh Thanh, Ho Chi Minh City"
342,Garden View Court Serviced Apartments,2075.75,8.6,134.0,"District 1, Ho Chi Minh City"
343,June Home RIVERGate Luxury,1350.0,9.3,102.0,"District 4, Ho Chi Minh City"
344,HANZ Saigon Garden Hotel & Spa,436.59,6.3,3.0,"District 10, Ho Chi Minh City"
345,Simmi Apartment,912.0,8.9,43.0,"District 7, Ho Chi Minh City"
346,99 Bui Vien Hotel (Boutique),322.4,8.3,175.0,"District 1, Ho Chi Minh City"
347,Hera Hotel Airport,717.189,8.3,156.0,"Tan Binh, Ho Chi Minh City"
348,Saigon Hotel Dong Du,834.281,8.4,50.0,"District 1, Ho Chi Minh City"
349,Vuong Quang Hotel,820.573,7.7,24.0,"Tan Binh, Ho Chi Minh City"
350,Hotel Nhu Y 2,432.0,7.4,122.0,"Binh Tan District, Ho Chi Minh City"
351,Melinda Hotel,400.0,7.7,160.0,"Tan Binh, Ho Chi Minh City"
352,Hotel MTT,445.6,9.2,60.0,"Tan Binh, Ho Chi Minh City"
353,Royal Hotel,400.0,7.3,8.0,"District 2, Ho Chi Minh City"
354,Sherwood Residence,3116.226,9.3,257.0,"District 3, Ho Chi Minh City"
355,Ánh Thiên Hotel,385.0,7.6,191.0,"District 1, Ho Chi Minh City"
356,Sunshine Luxury Hotel,608.0,8.4,8.0,"District 7, Ho Chi Minh City"
357,Romantic Cabana Hotel,1504.8,9.5,20.0,"District 2, Ho Chi Minh City"
358,Khach San Dai An Binh Tan,333.128,7.1,14.0,"Binh Tan District, Ho Chi Minh City"
359,Tropical House,650.0,8.4,48.0,"District 3, Ho Chi Minh City"
360,Vinhomes Serviced Residences,1280.0,8.058728448275861,135.6149732620321,"Binh Thanh, Ho Chi Minh City"
361,NINASG-G68- SCENIC VALLEY APARTMENT IN DISTRICT 7,1330.0,8.9,12.0,"District 7, Ho Chi Minh City"
362,Mi_li_gam Coffee Home,550.0,8.9,56.0,"Phu Nhuan, Ho Chi Minh City"
363,"Classic Apartment - Vinhomes Central Park, Landmark & Ice Rink",1200.0,8.058728448275861,135.6149732620321,"Binh Thanh, Ho Chi Minh City"
364,ZO APARTMENT RIVER GATE - Free Gym and Pool,759.05,9.8,14.0,"District 4, Ho Chi Minh City"
365,Khách sạn Mai Lan,400.0,6.1,20.0,"District 5, Ho Chi Minh City"
366,RedDoorz Quy Phuc Hotel,331.5,5.7,12.0,"District 2, Ho Chi Minh City"
367,RedDoorz Chau Thien Tu 1 Hotel,483.0,8.3,4.0,"Tan Binh, Ho Chi Minh City"
368,Newyork Thien Phuc Hotel,450.8,7.9,57.0,"District 1, Ho Chi Minh City"
369,Riverside Serviced Apartments,2027.22,8.5,79.0,"District 2, Ho Chi Minh City"
370,"Home, Cosy&Luxury Apartment - 5mins to Airport, Free Pool&Gym, Airport Pick up Service",1500.0,8.7,52.0,"Tan Binh, Ho Chi Minh City"
371,LEE HOTEL,600.0,8.8,20.0,"Binh Thanh, Ho Chi Minh City"
372,Hoa Phat Hotel & Apartment,600.0,7.7,90.0,"Thu Duc District, Ho Chi Minh City"
373,Pharaon Hotel 3,613.571,8.1,18.0,"District 10, Ho Chi Minh City"
374,Summer Taste Homestay,315.0,8.9,158.0,"District 1, Ho Chi Minh City"
375,Harmony Saigon Hotel & Spa,1381.175,8.7,576.0,"District 1, Ho Chi Minh City"
376,Avanti Boutique Hotel,944.171,8.0,349.0,"District 1, Ho Chi Minh City"
377,RedDoorz Plus near Gia Dinh International Hospital 2,365.913,8.0,88.0,"Binh Thanh, Ho Chi Minh City"
378,Quynh Huong Hotel,703.125,3.0,2.0,"Phu Nhuan, Ho Chi Minh City"
379,TDH Apartment,405.0,7.3,17.0,"Tan Binh, Ho Chi Minh City"
380,Golden Crown Hotel,753.381,6.2,55.0,"Phu Nhuan, Ho Chi Minh City"
381,Cochin Zen Hotel,1036.8,8.5,847.0,"District 1, Ho Chi Minh City"
382,RedDoorz Plus near Nga Tu Binh Phuoc,329.902,6.9,58.0,"Thu Duc District, Ho Chi Minh City"
383,Somerset Vista Ho Chi Minh City,3929.31,9.1,39.0,"District 2, Ho Chi Minh City"
384,DYN OPERA Hotel,499.4,8.3,494.0,"District 1, Ho Chi Minh City"
385,Lavis 18 Residence,1024.787,8.8,45.0,"District 3, Ho Chi Minh City"
386,Cozrum Smart - Shusimi House,354.064,8.1,22.0,"Phu Nhuan, Ho Chi Minh City"
387,Dong Du Hotel,462.0,7.9,191.0,"District 1, Ho Chi Minh City"
388,RedDoorz near Gia Dinh Park,385.0,7.5,52.0,"Go Vap District , Ho Chi Minh City"
389,Saigon Hanoi Hotel,710.219,7.8,112.0,"District 1, Ho Chi Minh City"
390,A&EM 280 Le Thanh Ton Hotel & Spa,1560.0,7.8,96.0,"District 1, Ho Chi Minh City"
391,RedDoorz Song Anh Tan Binh,253.725,7.0,47.0,"Tan Binh, Ho Chi Minh City"
392,RIVERGate Apartment - Central SAIGON,1190.0,9.0,15.0,"District 4, Ho Chi Minh City"
393,khách sạn Thiên Cung,420.0,7.0,5.0,"Tan Binh, Ho Chi Minh City"
394,The Hammock Hotel Ben Thanh,984.828,8.8,123.0,"District 1, Ho Chi Minh City"
395,Phuong Hoang Hotel,377.852,7.1,17.0,"Go Vap District , Ho Chi Minh City"
396,Vera Saigon Apartments - Vinhomes Central Park,2103.75,9.3,31.0,"Binh Thanh, Ho Chi Minh City"
397,Cactusland Boutique Hotel,611.111,8.3,257.0,"District 3, Ho Chi Minh City"
398,Queen Central Hotel,439.095,7.6,497.0,"District 1, Ho Chi Minh City"
399,Happy Coffee Guesthouse,400.0,8.6,87.0,"Phu Nhuan, Ho Chi Minh City"
400,SaiGonCuCu Hotel Near Bui Vien Town,393.039,7.8,56.0,"District 1, Ho Chi Minh City"
401,"Home Away Homestay, City Center, D1",525.0,9.0,66.0,"District 1, Ho Chi Minh City"
402,RedDoorz near Tan Dinh Market 3,392.0,5.9,46.0,"District 3, Ho Chi Minh City"
403,Lotus Laverne Hotel,202.5,8.2,316.0,"Binh Thanh, Ho Chi Minh City"
404,Kha Thy Hotel 2,380.0,8.1,36.0,"District 2, Ho Chi Minh City"
405,Chez Mimosa,596.063,9.3,229.0,"District 4, Ho Chi Minh City"
406,Cozrum Homes - Summer's House,704.575,8.4,18.0,"District 10, Ho Chi Minh City"
407,LuxHomes Saigon - Vinhomes Central Park,1192.0,9.0,57.0,"Binh Thanh, Ho Chi Minh City"
408,Baoanh Hostel,362.0,9.5,232.0,"District 1, Ho Chi Minh City"
409,Saki Aparthotel,468.0,9.4,95.0,"District 7, Ho Chi Minh City"
410,Enjoy Hotel 7,492.995,6.4,12.0,Ho Chi Minh City
411,J&K Hotel,350.0,6.8,13.0,"District 4, Ho Chi Minh City"
412,Ben Thanh Motel,375.0,8.5,193.0,"District 1, Ho Chi Minh City"
413,Ibis Saigon South,851.904,7.5,104.0,"District 7, Ho Chi Minh City"
414,The Wooden Apartments - In the heart of Ben Thanh,1567.5,8.3,147.0,"District 1, Ho Chi Minh City"
415,Lá Hotel,420.0,8.0,116.0,"District 8, Ho Chi Minh City"
416,Chang ơi homestay,380.0,9.1,7.0,"District 1, Ho Chi Minh City"
417,Cozi 5 Service Apartment,390.0,8.3,11.0,"District 7, Ho Chi Minh City"
418,Bao Long Hotel,300.0,7.2,76.0,"Binh Thanh, Ho Chi Minh City"
419,Minh Vy,457.681,8.3,15.0,"District 1, Ho Chi Minh City"
420,Minh Nhu Hotel,495.0,5.0,2.0,"Tan Binh, Ho Chi Minh City"
421,Golda Hotel,759.0,8.0,117.0,"District 5, Ho Chi Minh City"
422,Hoang Long Hotel Airport,400.0,7.0,17.0,"Tan Binh, Ho Chi Minh City"
423,Herla Masteri Thao Dien Apartment,1748.45,8.3,15.0,"District 2, Ho Chi Minh City"
424,My Hotel,455.7,9.1,31.0,"District 1, Ho Chi Minh City"
425,Love Hotel Airport,595.0,8.5,119.0,"Tan Binh, Ho Chi Minh City"
426,RedDoorz Chau Thien Tu 3 Hotel,525.0,8.5,4.0,"Tan Binh, Ho Chi Minh City"
427,Saigon By Night Boutique Hotel,525.52,7.3,47.0,"District 7, Ho Chi Minh City"
428,Sedona Suites Ho Chi Minh City,3832.673,9.1,105.0,"District 1, Ho Chi Minh City"
429,"Central Apartments - Vinhomes Central Park, Landmark 81 Area & Ice Skating Rink",1250.0,9.3,19.0,"Binh Thanh, Ho Chi Minh City"
430,The Friday homestay - City Centre,642.612,9.8,89.0,"District 1, Ho Chi Minh City"
431,Atlas Hotel & Apartments,605.0,8.7,83.0,"District 7, Ho Chi Minh City"
432,Kim Hotel,413.49,8.5,36.0,"District 1, Ho Chi Minh City"
433,LAI HOTEL,588.0,5.5,4.0,"Phu Nhuan, Ho Chi Minh City"
434,Red DonPes Vinhomes Apartment,1350.9,10.0,2.0,"Binh Thanh, Ho Chi Minh City"
435,Sara's Homestay 2BR - Masteri Thao Dien,1200.0,8.058728448275861,135.6149732620321,"District 2, Ho Chi Minh City"
436,Nhat Minh Anh Hotel,325.0,8.0,82.0,"Tan Binh, Ho Chi Minh City"
437,Cozy Room@SaiGon,558.0,8.1,35.0,"District 5, Ho Chi Minh City"
438,HANZ Friday Hotel 662-7 Su Van Hanh,388.962,5.6,13.0,"District 10, Ho Chi Minh City"
439,Smiley Apartment 2,310.5,7.2,32.0,"District 8, Ho Chi Minh City"
440,Swan Hotel,447.459,8.9,39.0,"District 2, Ho Chi Minh City"
441,TTC Hotel - Airport,1064.283,7.2,78.0,"Tan Binh, Ho Chi Minh City"
442,Golden Hotel & Apartment,375.0,9.5,50.0,"District 7, Ho Chi Minh City"
443,Maison Royale,480.0,9.6,432.0,"District 3, Ho Chi Minh City"
444,Lá Hotel Bình Tân,360.0,7.9,38.0,"Binh Tan District, Ho Chi Minh City"
445,GoDa Home,900.0,8.5,4.0,"District 4, Ho Chi Minh City"
446,Doha 2 Hotel Saigon Airport,944.171,7.7,92.0,"Tan Binh, Ho Chi Minh City"
447,Bear's House - The Riverside,583.86,9.5,82.0,"Binh Thanh, Ho Chi Minh City"
448,Hani's Premium APT/ML1/2Bed/2Bath/Free Pool&Gym,1500.0,8.4,6.0,"District 4, Ho Chi Minh City"
449,Vaccinated Staff - OYO 1149 Avatar Hotel,304.392,7.1,18.0,Ho Chi Minh City
450,Thien Hai Hotel,550.0,8.8,129.0,"District 1, Ho Chi Minh City"
451,The Luxe Hotel,709.29,7.9,77.0,"District 1, Ho Chi Minh City"
452,THE SIX HOTEL-Hoang Long Son 3,283.5,6.8,105.0,"Thu Duc District, Ho Chi Minh City"
453,Liberty Central Saigon Riverside Hotel,1832.351,8.5,508.0,"District 1, Ho Chi Minh City"
454,Hoàng Quân Hotel,366.48,8.2,60.0,"Go Vap District , Ho Chi Minh City"
455,Khai Hoan Apartment Hotel,711.85,7.8,5.0,"District 11, Ho Chi Minh City"
456,Vinh Saigon Apartments,450.0,9.1,37.0,"District 7, Ho Chi Minh City"
457,THANH TAI HOTEL 2,329.412,10.0,1.0,"District 12, Ho Chi Minh City"
458,RedDoorz Plus near Nowzone Plaza,383.569,7.3,123.0,"District 5, Ho Chi Minh City"
459,Thanh Tai Hotel,315.033,8.2,31.0,"Tan Binh, Ho Chi Minh City"
460,Golden Tree Hotel & Apartment,1111.363,8.9,19.0,"District 7, Ho Chi Minh City"
461,Hong Hac Hotel,462.095,7.7,127.0,"District 1, Ho Chi Minh City"
462,Capitalland's Service Apartment Landmark 4 Vinhomes,1184.175,8.5,2.0,"Binh Thanh, Ho Chi Minh City"
463,Saigon Pink 3 Hotel,408.0,8.1,38.0,"District 1, Ho Chi Minh City"
464,JT MIA - Thao Dien Cozy and Spacious Place,675.0,8.6,11.0,"District 2, Ho Chi Minh City"
465,The Nguyens Cafe - Pink Church View,510.0,8.3,106.0,"District 1, Ho Chi Minh City"
466,Phu My Hung Simmi Apartment,608.0,9.5,29.0,"District 7, Ho Chi Minh City"
467,VND HOTEL,400.0,3.7,3.0,"Binh Thanh, Ho Chi Minh City"
468,SUPERTRAMP'S HOUSE,324.0,7.1,89.0,"District 1, Ho Chi Minh City"
469,YÊN LIVING BÌNH THẠNH,976.8,8.5,4.0,"Binh Thanh, Ho Chi Minh City"
470,1BR The Manor 2 Free roof top pool,990.0,9.7,3.0,"Binh Thanh, Ho Chi Minh City"
471,Nikko Apartments - The Classy Life,712.774,9.6,156.0,"District 7, Ho Chi Minh City"
472,OYO 701 Avatar 6 Hotel,354.676,8.3,133.0,Ho Chi Minh City
473,HANZ Quang Trung Hotel,296.258,7.2,4.0,"Go Vap District , Ho Chi Minh City"
474,Nouveau Happy Inn - close to NewWorld Bến Thành,360.0,6.1,69.0,"District 1, Ho Chi Minh City"
475,Saigon Sirius,1083.75,8.6,28.0,"District 4, Ho Chi Minh City"
476,Riverside Hotel Saigon,747.57,8.1,176.0,"District 1, Ho Chi Minh City"
477,RedDoorz Plus Vienna Hotel,446.994,9.3,13.0,"Binh Tan District, Ho Chi Minh City"
478,Mai Guest House,550.0,8.3,119.0,"District 1, Ho Chi Minh City"
479,Vuông Tròn homestay,306.828,7.9,191.0,"District 1, Ho Chi Minh City"
480,Doha 1 Hotel Saigon Airport,929.069,7.5,40.0,"Tan Binh, Ho Chi Minh City"
481,Sen Boutique Homestay,1100.0,7.7,23.0,"District 2, Ho Chi Minh City"
482,Hoàng Quân Hotel,360.0,6.1,42.0,"Tan Phu District, Ho Chi Minh City"
483,WE HOME,674.1,9.6,5.0,"District 1, Ho Chi Minh City"
484,Palago Hotel,176.0,8.5,49.0,"District 1, Ho Chi Minh City"
485,ANNIE SAIGON APARTMENT - RIVERGATE RESIDENCE,1100.0,10.0,10.0,"District 4, Ho Chi Minh City"
486,Khách sạn Thanh Thư,500.0,5.0,1.0,"District 1, Ho Chi Minh City"
487,Capri by Fraser Ho Chi Minh City,1094.02,7.6,65.0,"District 7, Ho Chi Minh City"
488,The Tomato Apartment,1539.0,9.1,78.0,"District 2, Ho Chi Minh City"
489,RedDoorz Saigon Rose Hotel,307.599,6.7,12.0,"Go Vap District , Ho Chi Minh City"
490,Amanaki Thảo Điền,1882.301,8.6,20.0,"District 2, Ho Chi Minh City"
491,Luxury Studio-SaiGon Center-Saigon Home,810.0,8.058728448275861,34.0,"District 4, Ho Chi Minh City"
492,Ngoc Linh Hotel,360.0,7.9,215.0,"Binh Thanh, Ho Chi Minh City"
493,Khách sạn Trường Sơn,340.589,7.8,47.0,"Tan Binh, Ho Chi Minh City"
494,RedDoorz Minh Thu Tan Binh,296.73,4.2,6.0,Ho Chi Minh City
495,RedDoorz Venice Hotel,350.0,8.3,6.0,Ho Chi Minh City
496,Thai Dat Hotel,315.0,7.6,79.0,"Phu Nhuan, Ho Chi Minh City"
497,New Star Inn Boutique Hotel,434.216,7.2,34.0,"District 3, Ho Chi Minh City"
498,HOTEL le JARDIN SECRET saigon,841.715,8.6,109.0,"District 4, Ho Chi Minh City"
499,RedDoorz Hong Ngoc Hotel,274.125,5.7,3.0,"Binh Tan District, Ho Chi Minh City"
500,Angela Boutique Serviced Residence,712.542,8.4,19.0,"District 3, Ho Chi Minh City"
501,Common Inn Thao Dien,708.593,8.7,211.0,"District 2, Ho Chi Minh City"
502,Q Saigon Central,779.0,8.1,123.0,"District 1, Ho Chi Minh City"
503,Khoi Hostel,380.0,8.4,48.0,"District 1, Ho Chi Minh City"
504,The Arrivals Capsule SG,555.75,9.3,7.0,"District 1, Ho Chi Minh City"
505,Minh Tam Hotel and Spa,532.258,7.9,70.0,"Tan Binh, Ho Chi Minh City"
506,Feli Home 1 - Close to Vinhomes,121.5,8.058728448275861,135.6149732620321,"Binh Thanh, Ho Chi Minh City"
507,Van Hung,350.0,8.5,62.0,"District 1, Ho Chi Minh City"
508,Bare Chic - Bare Boutique Stays,960.0,9.4,34.0,"District 1, Ho Chi Minh City"
509,Zazz Urban Ho Chi Minh,1042.212,8.6,94.0,"District 5, Ho Chi Minh City"
510,35.TC Hotel,376.0,8.058728448275861,135.6149732620321,"District 1, Ho Chi Minh City"
511,HÀ MY HOTEL,311.316,7.2,83.0,"Thu Duc District, Ho Chi Minh City"
512,Thao Trang Laluxe Hotel Saigon,790.4,8.9,24.0,"District 7, Ho Chi Minh City"
513,HANZ Queen Hotel Tan Binh,501.12,7.8,4.0,"Tan Binh, Ho Chi Minh City"
514,1br_COZY LIVING_SAIGON ROYAL,800.0,9.0,1.0,"District 4, Ho Chi Minh City"
515,Saigon Garden Homestay,550.0,8.8,62.0,"District 12, Ho Chi Minh City"
516,Diamond Hotel,550.0,9.0,1.0,"District 7, Ho Chi Minh City"
517,Hostel Homestay Minh Lộc,384.0,8.3,3.0,"District 1, Ho Chi Minh City"
518,Sunway Hotel Saigon,312.013,8.2,138.0,"District 1, Ho Chi Minh City"
519,Vii ApartHotel - Empire City,1150.0,10.0,2.0,"District 2, Ho Chi Minh City"
520,An Nam Corner - Dreamer,540.0,7.9,184.0,"District 1, Ho Chi Minh City"
521,Paragon Hotel,470.0,8.058728448275861,135.6149732620321,"District 7, Ho Chi Minh City"
522,Binh Hung Hotel,588.8,7.9,41.0,"Tan Binh, Ho Chi Minh City"
523,Condodo Jimmy House,250.0,5.4,9.0,"District 1, Ho Chi Minh City"
524,Me Gustas - Love Hotel,1114.286,9.0,2.0,"District 1, Ho Chi Minh City"
525,RedDoorz Rita Hotel,373.812,6.9,26.0,"Go Vap District , Ho Chi Minh City"
526,RedDoorz near Gia Dinh International Hospital 4,308.993,5.9,22.0,"Binh Thanh, Ho Chi Minh City"
527,Aqua Kim Long Hotel,296.1,6.1,109.0,"Phu Nhuan, Ho Chi Minh City"
528,Cozrum Homes Greena House,537.168,7.9,45.0,"District 3, Ho Chi Minh City"
529,RedDoorz Plus near E-Town 2,462.0,7.7,179.0,"Tan Binh, Ho Chi Minh City"
530,Le Saigon Hotel,682.353,7.9,101.0,"Tan Binh, Ho Chi Minh City"
531,"The Saigon Royal, The Oak wooden 2 bedrooms stunning view with bathtub",1300.0,10.0,1.0,"District 4, Ho Chi Minh City"
532,LAVIDA PLUS LuXuRy APARTMENT PHU MY HUNG,788.8,10.0,1.0,"District 7, Ho Chi Minh City"
533,SAIGON 9 - Rivergate Residence Infinity Pool-Gym,967.5,9.3,52.0,"District 4, Ho Chi Minh City"
534,Chez Mimosa Local Alley,774.8,8.6,36.0,"District 1, Ho Chi Minh City"
535,Gia Huy Hotel,600.0,8.4,167.0,"District 1, Ho Chi Minh City"
536,MILENNIUM- ALICE APARTMENT,1250.0,8.0,2.0,"District 4, Ho Chi Minh City"
537,Aloha Hotel,308.75,6.9,93.0,"Binh Tan District, Ho Chi Minh City"
538,Ha Long Hotel Thủ Đức,333.043,7.5,70.0,"Thu Duc District, Ho Chi Minh City"
539,Căn hộ dịch vụ Siam house Phan Xích Long Phú Nhuận,540.0,8.058728448275861,135.6149732620321,"Phu Nhuan, Ho Chi Minh City"
540,Vinhomes Luxury-Kayla's Apartment,1150.0,9.8,17.0,"Binh Thanh, Ho Chi Minh City"
541,Cozrum Homes - Premier Residence,652.137,8.7,432.0,"Binh Thanh, Ho Chi Minh City"
542,Truong Giang Hotel,306.0,7.8,112.0,"District 5, Ho Chi Minh City"
543,RIVER GATE RESIDENCE 4 NEAR BÙI VIỆN-FOOD STREET,750.0,8.1,37.0,"District 4, Ho Chi Minh City"
544,RedDoorz White 1 Hotel,306.0,4.3,3.0,"District 12, Ho Chi Minh City"
545,Sai Gon 1979 Hotel,239.0,8.0,228.0,"District 1, Ho Chi Minh City"
546,PIANO HOTEL,972.8,9.3,134.0,"District 1, Ho Chi Minh City"
547,RedDoorz Marieline 2 Hotel,326.417,8.2,6.0,"District 1, Ho Chi Minh City"
548,The One Loft Penthouse,1800.0,7.5,9.0,"District 1, Ho Chi Minh City"
549,Norfolk Mansion - Luxury Serviced Apartment,3837.144,9.0,115.0,"District 1, Ho Chi Minh City"
550,JB Central Apartment,850.0,8.0,1.0,"District 1, Ho Chi Minh City"
551,Koniko Hotel,350.0,7.7,88.0,"District 1, Ho Chi Minh City"
552,MHome,580.0,10.0,1.0,"Binh Thanh, Ho Chi Minh City"
553,Capitalland's Service Apartment Landmark Plus Vinhomes,1239.75,9.0,5.0,"Binh Thanh, Ho Chi Minh City"
554,Moon Saigon Airport Hotel,432.0,7.0,57.0,"Tan Binh, Ho Chi Minh City"
555,OYO 422 Nguyen Thanh Hotel,304.392,7.0,50.0,"District 1, Ho Chi Minh City"
556,Hotel Equatorial Ho Chi Minh City,2013.1,8.2,171.0,"District 5, Ho Chi Minh City"
557,Cactusland Homestay - Tran Hung Dao,552.0,9.2,211.0,"District 1, Ho Chi Minh City"
558,Thien Phu Hotel,380.0,6.9,36.0,"Go Vap District , Ho Chi Minh City"
559,VINHOMES-ALICE APARTMENT,1400.0,9.0,2.0,"Binh Thanh, Ho Chi Minh City"
560,El Ocaso Hotel and Apartments,643.5,9.6,215.0,"District 7, Ho Chi Minh City"
561,Brilliant HCMC Top rated service apartment,1452.735,9.1,23.0,"Binh Thanh, Ho Chi Minh City"
562,Roseland Sweet Hotel & Spa,934.645,8.0,120.0,"District 1, Ho Chi Minh City"
563,Cupid Hotel,564.3,8.3,123.0,"District 1, Ho Chi Minh City"
564,Khách sạn ân phuc,200.0,4.5,2.0,"District 6, Ho Chi Minh City"
565,GALAXY Hotel,720.0,8.7,23.0,"Tan Binh, Ho Chi Minh City"
566,Kha Thy Hotel,365.8,7.8,60.0,"District 2, Ho Chi Minh City"
567,Giang Linh Hotel,441.0,7.7,168.0,"District 1, Ho Chi Minh City"
568,VINHOMES Condo in Landmark 81 area# River & Park view,1216.0,10.0,1.0,"Binh Thanh, Ho Chi Minh City"
569,HOTEL NGUYEN ANH,288.09,7.7,51.0,"Thu Duc District, Ho Chi Minh City"
570,Sky Hotel,380.0,6.4,15.0,"District 7, Ho Chi Minh City"
571,HANZ Hotel Happy 7 Ly Thai To,493.29,8.0,100.0,"District 10, Ho Chi Minh City"
572,Prague Airport Hotel,563.389,8.9,508.0,"Tan Binh, Ho Chi Minh City"
573,JOCOSY Apartments,480.0,9.0,34.0,"District 7, Ho Chi Minh City"
574,Cherry Apartment - Thao Dien Centre,736.239,9.4,225.0,"District 2, Ho Chi Minh City"
575,OYO 1160 Hai Phong Hotel,405.857,3.5,2.0,"Phu Nhuan, Ho Chi Minh City"
576,Song Xanh Hotel near SECC - FV,384.75,7.5,269.0,"District 7, Ho Chi Minh City"
577,B786 Apartment,612.0,9.2,38.0,"Tan Binh, Ho Chi Minh City"
578,Atana Hotel,372.0,7.3,8.0,"District 12, Ho Chi Minh City"
579,Sen Saigon Hotel,385.0,7.6,32.0,"District 1, Ho Chi Minh City"
580,The Spring Hotel,520.874,7.9,145.0,"District 1, Ho Chi Minh City"
581,HANZ Huong Mai Hotel,420.974,7.9,42.0,"District 3, Ho Chi Minh City"
582,Huyen House,450.0,9.0,80.0,"District 1, Ho Chi Minh City"
583,Asian Hotel,676.996,7.1,80.0,"District 1, Ho Chi Minh City"
