,Name,Price,Rating,Reviews,Location
584,Sara Landmark View - Thao Dien District 2,1000.0,10.0,1.0,"District 2, Ho Chi Minh City"
585,Ngoi Sao Phuong Nam Hotel,280.0,8.1,209.0,"District 12, Ho Chi Minh City"
586,TRESOR POOL GYM ROSE HOME 2 BEDROOMS APT,1235.0,6.3,3.0,"District 4, Ho Chi Minh City"
587,HT Hotel Apartment,459.772,9.0,6.0,"District 3, Ho Chi Minh City"
588,K i s s Hotel,450.0,8.1,241.0,"Tan Binh, Ho Chi Minh City"
589,Như Ý Hotel - City Centre,832.0,9.4,55.0,"District 3, Ho Chi Minh City"
590,Wow! Home by Christine River View,2016.0,7.7,6.0,"Binh Thanh, Ho Chi Minh City"
591,Khách sạn Hoa Anh Anh,239.992,6.9,94.0,"Tan Binh, Ho Chi Minh City"
592,RedDoorz 868 Phat Loc Phat Hotel,385.0,8.4,5.0,"District 2, Ho Chi Minh City"
593,Tan Dat Hoa Hotel,350.0,6.2,14.0,"Tan Phu District, Ho Chi Minh City"
594,Ma Maison Boutique Hotel,1620.0,9.3,46.0,"District 3, Ho Chi Minh City"
595,Happy Home,396.58,8.7,240.0,"District 7, Ho Chi Minh City"
596,Saigon Amigo Hotel,409.5,8.3,162.0,"District 1, Ho Chi Minh City"
597,SaiGon 190 Hostel,239.0,7.9,27.0,"District 1, Ho Chi Minh City"
598,Cozy Studio with River view - May Homestay,786.0,10.0,1.0,"District 4, Ho Chi Minh City"
599,A25 Hotel - 13 Bùi Thị Xuân,514.833,7.7,17.0,"District 1, Ho Chi Minh City"
600,An Phu Apartment,593.4,8.7,20.0,"District 1, Ho Chi Minh City"
601,The Umi Hotel,540.0,8.0,105.0,"District 1, Ho Chi Minh City"
602,Chez Mimosa Thành Vinh Hotel,840.0,8.7,49.0,"District 9, Ho Chi Minh City"
603,Sherwood Suites,2891.7,9.5,156.0,"District 3, Ho Chi Minh City"
604,Tuong Vi Corner,920.0,8.2,25.0,"District 10, Ho Chi Minh City"
605,White Lion Hotel,650.0,7.9,40.0,"District 3, Ho Chi Minh City"
606,Spring Hung Anh Hotel,380.0,8.1,5.0,"Tan Binh, Ho Chi Minh City"
607,Quang Guest House,360.0,8.5,54.0,"District 1, Ho Chi Minh City"
608,Green River Apartment,720.0,8.058728448275861,135.6149732620321,"District 1, Ho Chi Minh City"
609,Valleyway Home,416.889,6.7,192.0,"District 1, Ho Chi Minh City"
610,California Hotel,418.4,6.7,20.0,Ho Chi Minh City
611,Duc Vuong 2 Hotel,534.581,8.5,26.0,"District 10, Ho Chi Minh City"
612,SAKI APARTHOTEL 4,580.0,8.8,42.0,"District 7, Ho Chi Minh City"
613,BMC Chillaxroom,1933.983,9.0,3.0,"District 1, Ho Chi Minh City"
614,RedDoorz Phan Anh Street,283.5,8.2,19.0,"Tan Phu District, Ho Chi Minh City"
615,Nhật Vân 1,319.5,7.4,256.0,"District 10, Ho Chi Minh City"
616,8B Hotel,856.584,8.0,64.0,"District 1, Ho Chi Minh City"
617,Valentine Boutique hotel - Bui Vien street,369.75,6.9,141.0,"District 1, Ho Chi Minh City"
618,"Hoang Van Hotel near SECC, FV hospital",387.0,7.3,65.0,"District 7, Ho Chi Minh City"
619,RedDoorz Anh Ngoc Hotel,327.6,6.2,25.0,"District 10, Ho Chi Minh City"
620,Silverland Min Hotel,755.29,8.4,269.0,"District 1, Ho Chi Minh City"
621,Selena Hotel,470.0,6.0,5.0,"District 5, Ho Chi Minh City"
622,Vinhomes Grandpark,400.0,8.058728448275861,135.6149732620321,"District 9, Ho Chi Minh City"
623,Kim Khoi Hotel,530.0,6.0,7.0,"District 1, Ho Chi Minh City"
624,Coucou Homestead,464.419,9.2,291.0,"District 1, Ho Chi Minh City"
625,Masteri Apartment 2BR,1140.0,8.7,10.0,"District 2, Ho Chi Minh City"
626,Bland Landmark Luxury Residence,1333.334,9.1,63.0,"Binh Thanh, Ho Chi Minh City"
627,My Home Guest House,378.0,9.1,57.0,"District 1, Ho Chi Minh City"
628,Luxury Vinhomes Central Park (Jenny homes),1785.0,4.0,2.0,"Binh Thanh, Ho Chi Minh City"
629,My Friends Hotel,637.5,7.7,244.0,"District 5, Ho Chi Minh City"
630,Moka's House,449.1,8.9,122.0,"District 3, Ho Chi Minh City"
631,Hung Phat Hotel - Trung Son,315.0,8.0,115.0,Ho Chi Minh City
632,RedDoorz My Friend Hotel,462.0,6.8,11.0,"District 5, Ho Chi Minh City"
633,"RinGion Aparts - RiverGate Residence, Free Pool&Gym",1680.0,10.0,1.0,"District 4, Ho Chi Minh City"
634,Alagon D'antique Hotel & Spa,1206.81,8.2,484.0,"District 1, Ho Chi Minh City"
635,The Lak King Vinhomes Central Park Apartment,1935.0,9.1,2.0,"Binh Thanh, Ho Chi Minh City"
636,Bong's Homestay - Masteri Thao Dien,1035.0,8.058728448275861,135.6149732620321,"District 2, Ho Chi Minh City"
637,La Casita Saigon,2956.5,9.0,41.0,"District 2, Ho Chi Minh City"
638,Adora Hotel,867.024,7.9,702.0,"District 1, Ho Chi Minh City"
639,SaigonOne Serviced Apartment,569.197,8.5,23.0,"District 3, Ho Chi Minh City"
640,Jomo,975.0,9.1,51.0,"District 3, Ho Chi Minh City"
641,Villa Nghi Son Phu My Hung,640.0,8.4,5.0,"District 7, Ho Chi Minh City"
642,Mayfair Suites,3112.929,8.9,16.0,"District 1, Ho Chi Minh City"
643,Vinhomes,400.0,8.058728448275861,135.6149732620321,"District 9, Ho Chi Minh City"
644,My House 913,680.0,8.058728448275861,135.6149732620321,"District 1, Ho Chi Minh City"
645,Hai Dang Hotel,407.0,5.4,6.0,"Thu Duc District, Ho Chi Minh City"
646,Villa Song Saigon,10874.457,9.0,39.0,"District 2, Ho Chi Minh City"
647,Vinhomes Central Park - Homes by Christine 3BR Apartment,2340.0,6.5,4.0,"Binh Thanh, Ho Chi Minh City"
648,Căn hộ dễ thương best apartment district 1,680.0,1.0,1.0,"District 1, Ho Chi Minh City"
649,Orchid Boutique Hotel & Apartment,1062.192,9.1,90.0,"District 7, Ho Chi Minh City"
650,Saliza Suite - Vinhomes Central Park,2000.0,10.0,2.0,"Binh Thanh, Ho Chi Minh City"
651,"Me Gustas Park View Hotel ""Formerly Saigon Kiko Hotel""",575.702,8.1,224.0,"District 1, Ho Chi Minh City"
652,Lila Hotel & Serviced Apartment,539.0,8.7,49.0,"District 7, Ho Chi Minh City"
653,Vaccinated Staff - OYO 397 Thanh Dat,226.218,7.8,44.0,"Binh Tan District, Ho Chi Minh City"
654,Tân Thành hotel,180.0,7.2,19.0,"District 5, Ho Chi Minh City"
655,MK Studio - Liên Phuong - District 9,490.0,8.1,8.0,"District 9, Ho Chi Minh City"
656,Halo Hotel,494.853,7.7,46.0,"District 1, Ho Chi Minh City"
657,Winston Hotel,500.0,7.7,124.0,"Binh Thanh, Ho Chi Minh City"
658,Golden Maison Department 2BRs,1309.5,8.058728448275861,135.6149732620321,"Tan Binh, Ho Chi Minh City"
659,ÊMM Hotel Saigon,803.614,8.6,52.0,"District 3, Ho Chi Minh City"
660,A25 Hotel - 19A Bùi Thị Xuân,525.52,7.3,10.0,"District 1, Ho Chi Minh City"
661,Mia Saigon – Luxury Boutique Hotel,4387.466,9.1,273.0,"District 2, Ho Chi Minh City"
662,YOUR HOME - RiverGate Residence,900.0,8.3,4.0,"District 4, Ho Chi Minh City"
663,Nam Hy1 Hotel,700.0,7.4,13.0,"District 5, Ho Chi Minh City"
664,Cozrum Homes Lý Chính Thắng,419.58,8.9,250.0,"District 3, Ho Chi Minh City"
665,Bonita THT,522.5,7.7,201.0,"District 10, Ho Chi Minh City"
666,Elvita Landmark 81 Luxury Vinhomes Central Park,2777.778,10.0,4.0,"Binh Thanh, Ho Chi Minh City"
667,Masion Apartment Vinhomes Central Park,1450.0,10.0,1.0,"Binh Thanh, Ho Chi Minh City"
668,Tresor Pool Gym in Center Saigon,920.0,8.3,3.0,"District 4, Ho Chi Minh City"
669,ZO APARTMENT TRESOR,854.05,9.0,10.0,"District 4, Ho Chi Minh City"
670,HONGVINA 97 HOTEL,450.0,7.5,13.0,"District 2, Ho Chi Minh City"
671,Tuong Vi Hotel Saigon,926.0,8.4,53.0,"District 10, Ho Chi Minh City"
672,Venice 1 Hotel,750.0,6.1,7.0,Ho Chi Minh City
673,"TRESOR POOL & GYM, THE SUNSET",2000.0,10.0,2.0,"District 4, Ho Chi Minh City"
674,"Cozy apartment 2BR - Masteri Thao Dien , D2",1250.0,8.058728448275861,135.6149732620321,"District 2, Ho Chi Minh City"
675,HANZ Hotel Luan Vu Bui Vien Walking Street,372.006,7.2,17.0,"District 1, Ho Chi Minh City"
676,Feli Home - Văn Thánh Lakeview,450.0,8.2,30.0,"Binh Thanh, Ho Chi Minh City"
677,Lotus Central Hotel,1110.0,8.8,715.0,"District 1, Ho Chi Minh City"
678,Bin Bin Hotel 7 - Near TON DUC THANG University,605.2,8.1,25.0,"District 7, Ho Chi Minh City"
679,Aurora Western Village,1061.727,8.4,187.0,"District 2, Ho Chi Minh City"
680,Cozrum Homes - Charming Corner,376.832,8.7,53.0,"District 3, Ho Chi Minh City"
681,Happy stay home,196.8,10.0,1.0,"Tan Binh, Ho Chi Minh City"
682,"iHome Furnished Apartments with Free Gym & Pool, Airport Pick-Up Service",1425.0,7.4,5.0,"Phu Nhuan, Ho Chi Minh City"
683,Sara Landmark View 2BR - Thao Dien District 2,840.0,8.0,2.0,"District 2, Ho Chi Minh City"
684,Khách Sạn Vy Anh,320.0,8.058728448275861,135.6149732620321,"Binh Tan District, Ho Chi Minh City"
685,Anh Dao Hotel,585.0,7.9,144.0,"Binh Tan District, Ho Chi Minh City"
686,Happy Land Hotel,426.782,7.9,127.0,"District 1, Ho Chi Minh City"
687,123 Apartment with Central View,1150.0,7.6,24.0,"District 1, Ho Chi Minh City"
688,HANZ Luan Vu Hotel Bui Vien Walking Street,425.388,7.2,11.0,"District 1, Ho Chi Minh City"
689,Ngoc Loan Hotel,270.0,8.1,31.0,"District 7, Ho Chi Minh City"
690,A25 Hotel - 22 Nguyễn Cư Trinh,558.046,7.5,9.0,"District 1, Ho Chi Minh City"
691,MM's House,979.2,5.0,1.0,"Tan Binh, Ho Chi Minh City"
692,THE SAIGON ROYAL SUITE FREE POOL AND GYM,1400.0,7.0,2.0,"District 4, Ho Chi Minh City"
693,Căn hộ cao cấp River Gate,1020.0,8.058728448275861,135.6149732620321,"District 4, Ho Chi Minh City"
694,Roseland Corp Hotel,934.645,8.3,44.0,"District 1, Ho Chi Minh City"
695,SAKi APARTHOTEL 5,500.0,9.2,8.0,"District 7, Ho Chi Minh City"
696,Căn Hộ YourHomes 5 Chung Cư River Gate,980.0,8.058728448275861,135.6149732620321,"District 4, Ho Chi Minh City"
697,Cozy Studio With Swimming Pool - Lakeview City Novaland,480.0,7.5,13.0,"District 2, Ho Chi Minh City"
698,2BRs City View Free Infinty Pool and Gym In the HEART HCM,2430.0,9.1,23.0,"District 1, Ho Chi Minh City"
699,Joy Inn Cong Hoa Hotel,348.075,7.0,165.0,"Tan Binh, Ho Chi Minh City"
700,"Luxury apartment of international standard, beautiful, cheap",2125.0,8.058728448275861,135.6149732620321,"District 2, Ho Chi Minh City"
701,Blue Fingers Masteri An Phu,1290.0,9.2,7.0,"District 2, Ho Chi Minh City"
702,SILA Urban Living,1794.714,9.1,41.0,"District 3, Ho Chi Minh City"
703,Alupoint Hotel,630.0,7.5,4.0,"District 7, Ho Chi Minh City"
704,Homie homestay,297.0,8.0,1.0,"Tan Binh, Ho Chi Minh City"
705,A&EM Art Hotel,1208.092,7.8,181.0,"District 1, Ho Chi Minh City"
706,The Reverie Saigon Residential Suites,7720.8,9.2,8.0,"District 1, Ho Chi Minh City"
707,"RIVERGATE RESIDENCE, LE JARDIN SECRET SAIGON",900.0,8.058728448275861,61.0,"District 4, Ho Chi Minh City"
708,*BOM HOMES* VINHOMES CENTRAL PARK- LUXURY APARTMENT,1350.0,1.0,1.0,"Binh Thanh, Ho Chi Minh City"
709,Minh Tam Hotel & Spa 3/2,555.49,7.7,35.0,"District 10, Ho Chi Minh City"
710,ICON 56 - FREE ROOFTOP POOL GYM 6 near BEN THANH MARKET,1800.0,9.1,5.0,"District 4, Ho Chi Minh City"
711,Saigonnais Homestay (Maison de Tran Le),342.02,9.1,79.0,"District 1, Ho Chi Minh City"
712,RedDoorz Ngoc Thanh Hotel,245.7,3.7,3.0,"Binh Tan District, Ho Chi Minh City"
713,"Vietnam d'Or Aparts - RiverGate Residence, Free Gym&Pool",1150.0,10.0,10.0,"District 4, Ho Chi Minh City"
714,EROS HOTEL 2,499.5,8.1,54.0,"District 3, Ho Chi Minh City"
715,Deluxe 3br Apartment- Vinhomes Central Park,2999.0,9.6,1.0,"Binh Thanh, Ho Chi Minh City"
716,RedDoorz To Ky Street,340.2,4.0,3.0,"District 12, Ho Chi Minh City"
717,Cheerio Apartments,490.0,8.058728448275861,135.6149732620321,"District 1, Ho Chi Minh City"
718,Functional Studio-Saigon Home,850.0,9.7,3.0,"District 4, Ho Chi Minh City"
719,Diamond Suite Scenic Valley Condotel,1317.793,8.9,19.0,"District 7, Ho Chi Minh City"
720,Sunrise City - 1 Bed Room - Full Furniture - City View,1320.0,10.0,1.0,"District 7, Ho Chi Minh City"
721,New Sunny Hotel,360.0,6.5,29.0,"District 1, Ho Chi Minh City"
722,Landmark 81 Serviced Residences,2058.0,9.2,25.0,"Binh Thanh, Ho Chi Minh City"
723,M Village The Compound,907.2,7.7,6.0,"District 2, Ho Chi Minh City"
724,A25 Hotel - 35 Mạc Thị Bưởi,618.683,6.5,7.0,"District 1, Ho Chi Minh City"
725,Felix Alley,1000.0,9.1,12.0,"Phu Nhuan, Ho Chi Minh City"
726,Happy Life Hotel,744.75,8.2,91.0,"District 7, Ho Chi Minh City"
727,Homestay TITO,650.0,9.0,2.0,"District 3, Ho Chi Minh City"
728,A25 Hotel - 20 Bùi Thị Xuân,688.613,7.4,9.0,"District 1, Ho Chi Minh City"
729,"319 Liên Phường, Q9",469.8,8.9,98.0,"District 9, Ho Chi Minh City"
730,Cozrum Smart - First Target Hotel,585.692,7.2,55.0,"District 1, Ho Chi Minh City"
731,Lila Luxury Hotel & Apartment,759.0,8.9,36.0,"District 7, Ho Chi Minh City"
732,Silverland Sakyo Hotel,1404.0,8.6,387.0,"District 1, Ho Chi Minh City"
733,Austin Apartment Sky Center - Near International Airport (1BR-2BR-3BR),891.0,8.1,7.0,"Tan Binh, Ho Chi Minh City"
734,RedDoorz Bro Hotel,318.983,7.8,154.0,"District 6, Ho Chi Minh City"
735,Infinity Pool Signature - Saigon Rivergate,990.0,8.8,84.0,"District 4, Ho Chi Minh City"
736,Vien Dong Hotel 2,680.0,7.1,13.0,"District 7, Ho Chi Minh City"
737,SUPER STAR SUITE @ Central with Pool - River and City view,1050.0,8.058728448275861,4.0,"District 4, Ho Chi Minh City"
738,Oakwood Residence Saigon,2483.327,8.9,179.0,"District 7, Ho Chi Minh City"
739,OYO 1140 Hong Luc Hotel,278.352,6.6,55.0,"Tan Binh, Ho Chi Minh City"
740,Vinhomes,1170.0,7.6,61.0,"Binh Thanh, Ho Chi Minh City"
741,Cactusland Villa Near Bui Vien Street,664.218,9.0,74.0,"District 1, Ho Chi Minh City"
742,Vinhomes Central Park-Nice Homes,1630.0,8.5,16.0,"Binh Thanh, Ho Chi Minh City"
743,Fide Hotel,584.995,7.8,11.0,"District 7, Ho Chi Minh City"
744,Central Park Saigon Hotel,678.623,7.7,101.0,"District 3, Ho Chi Minh City"
745,THIEN SON HOTEL,412.161,8.3,7.0,"Tan Binh, Ho Chi Minh City"
746,"InterContinental Residences Saigon, an IHG Hotel",5840.0,9.1,43.0,"District 1, Ho Chi Minh City"
747,Căn hộ Yourhome 1 Chung Cư River Gate,950.0,8.058728448275861,135.6149732620321,"District 4, Ho Chi Minh City"
748,Ductaigallery's Apt. Luxury. River View,1485.0,8.7,8.0,"District 1, Ho Chi Minh City"
749,New Space Hotel,599.632,8.1,191.0,"Tan Binh, Ho Chi Minh City"
750,APOLLO HOTEL,529.005,8.2,18.0,"Tan Binh, Ho Chi Minh City"
751,"High Class 2 Bedrooms Masteri Thao Dien Apartment, Fully Furnished With Full Amenities",1069.0,8.9,11.0,"District 2, Ho Chi Minh City"
752,Lan Anh Hotel,323.0,9.0,38.0,"Go Vap District , Ho Chi Minh City"
753,The Royal Homies - Phu My Hung,839.455,9.2,46.0,"District 7, Ho Chi Minh City"
754,Dhome Suites - Scenic Valley,1479.0,10.0,1.0,"District 7, Ho Chi Minh City"
755,Capella The One,2755.0,8.058728448275861,135.6149732620321,"District 1, Ho Chi Minh City"
756,SPOT ON 746 Ben Thanh Dorm,480.0,7.1,114.0,"District 1, Ho Chi Minh City"
757,Thanh An Hotel,393.3,7.0,12.0,"District 12, Ho Chi Minh City"
758,Saigon Dakao,396.9,8.5,112.0,"District 1, Ho Chi Minh City"
759,Vien Dong District 7 Phu My Hung,464.419,8.1,43.0,"District 7, Ho Chi Minh City"
760,The Occasion Apartment,833.0,10.0,3.0,"District 1, Ho Chi Minh City"
761,CityHouse-Sonata Residence & Hotel,586.854,8.2,251.0,"District 7, Ho Chi Minh City"
762,Muong Thanh Saigon Centre Hotel,1559.136,8.3,217.0,"District 1, Ho Chi Minh City"
763,SPOT ON 726 Sakura Hostel Saigon,420.0,7.3,156.0,"District 1, Ho Chi Minh City"
764,Hoang Anh Star Hotel,372.0,7.6,15.0,Ho Chi Minh City
765,"Gold View APT 346 Ben Van Don, Phuong 1, Qaun 4",1500.0,9.7,4.0,"District 4, Ho Chi Minh City"
766,Luxy Park Hotel & Apartments-City Centre,935.415,8.8,371.0,"District 1, Ho Chi Minh City"
767,Milan 1 Hotel,600.794,3.3,3.0,Ho Chi Minh City
768,HANZ Happy Hotel,493.29,8.5,31.0,"District 10, Ho Chi Minh City"
769,Trum Apartment,1530.0,10.0,1.0,"Binh Thanh, Ho Chi Minh City"
770,Hang's Homestay - Thao Dien District 2,1200.0,5.0,1.0,"District 2, Ho Chi Minh City"
771,The Lancaster Saigon Service Apartment,1742.905,7.8,16.0,"District 1, Ho Chi Minh City"
772,Cho thuê căn hộ vinhome central park giá rẻ,1550.0,10.0,1.0,"Binh Thanh, Ho Chi Minh City"
773,KN HOLIDAY APARTMENT,1799.999,8.0,1.0,"District 2, Ho Chi Minh City"
774,Cozi 5 Hotel & Apartment,434.913,8.9,24.0,"District 7, Ho Chi Minh City"
775,Holiday Hotel,523.45,7.6,195.0,"District 1, Ho Chi Minh City"
776,RedDoorz @ Phan Huy Ich Street,244.174,6.8,44.0,"Tan Binh, Ho Chi Minh City"
777,Stellar Boutique Hotel - Sabina Residence,765.0,9.4,7.0,"District 7, Ho Chi Minh City"
778,Capitalland's Service Apartment Landmark 5 Vinhomes,1419.3,8.9,5.0,"Binh Thanh, Ho Chi Minh City"
779,Luxury Gold Apartment 86 - 1,2520.0,7.0,1.0,"District 4, Ho Chi Minh City"
780,Sweet home 2BR - Masteri Thao Dien,1270.0,8.058728448275861,135.6149732620321,"District 2, Ho Chi Minh City"
781,Sunrise City,2000.0,8.058728448275861,135.6149732620321,"District 7, Ho Chi Minh City"
782,RIVERGATE-ALICE APARTMENT,1215.0,8.058728448275861,24.0,"District 4, Ho Chi Minh City"
783,The Alcove Library Hotel,892.128,8.6,157.0,"Phu Nhuan, Ho Chi Minh City"
784,Ky Hoa Hotel Ho Chi Minh,707.663,6.6,29.0,"District 10, Ho Chi Minh City"
785,Lucky hotel,460.8,8.2,17.0,"Binh Tan District, Ho Chi Minh City"
786,3Br-CITY CENTER w INF POOL,2000.0,10.0,1.0,"District 4, Ho Chi Minh City"
787,We Home Ben Thanh,699.0,8.4,108.0,"District 1, Ho Chi Minh City"
788,Luxury 64 Apartment,774.0,9.0,6.0,"District 7, Ho Chi Minh City"
789,RedDoorz Chau Thien Tu 2 Hotel,404.6,6.8,4.0,"Tan Binh, Ho Chi Minh City"
790,OYO 521 Hoàng Anh Hotel,304.392,6.6,7.0,"District 9, Ho Chi Minh City"
791,KHÁCH SẠN KỲ ĐỒNG,470.0,8.0,2.0,"District 3, Ho Chi Minh City"
792,Gold view APT4/2bed/2bath/free Pool&Gym,1400.0,7.9,8.0,"District 4, Ho Chi Minh City"
793,Scenic Valley Suite,1350.0,8.6,51.0,"District 7, Ho Chi Minh City"
794,RedDoorz Nam Khanh Hotel,274.125,1.0,1.0,"District 8, Ho Chi Minh City"
795,Golden Central Hotel Saigon,1530.0,7.7,79.0,"District 1, Ho Chi Minh City"
796,Ananas Family Hotel,687.916,8.4,72.0,"Phu Nhuan, Ho Chi Minh City"
797,Mayla Saigon Downtown Rooftop Pool,1100.0,8.7,88.0,"District 4, Ho Chi Minh City"
798,Ellie Hotel,1386.0,8.8,24.0,"District 2, Ho Chi Minh City"
799,5-Star Standard Apartments in Masteri Thao Dien,1836.0,9.4,12.0,"District 2, Ho Chi Minh City"
800,Dinh Dinh 2 Hotel,350.0,7.3,11.0,"Tan Binh, Ho Chi Minh City"
801,A25 Hotel - 307 Lý Tự Trọng,595.35,7.0,19.0,"District 1, Ho Chi Minh City"
802,TOKYO 86 PENTHOUSE - Rooftop Garden Central City,3780.0,8.058728448275861,135.6149732620321,"District 4, Ho Chi Minh City"
803,Thanh Phong Hotel,385.0,6.7,39.0,"District 10, Ho Chi Minh City"
804,Chau Apartments - Infinity pool and Gym - Ben Thanh,1099.8,9.0,118.0,"District 4, Ho Chi Minh City"
805,Saigon Royal 2 bedrooms amazing view,1500.0,8.058728448275861,6.0,"District 4, Ho Chi Minh City"
806,Bin Bin Hotel 3 - Near SC Vivo City D7,444.5,8.1,64.0,"District 7, Ho Chi Minh City"
807,Phố Nhỏ,350.0,8.5,58.0,"District 1, Ho Chi Minh City"
808,A25 Hotel - 145 Lê Thị Riêng,685.128,7.7,25.0,"District 1, Ho Chi Minh City"
809,Villa 86,9000.0,5.5,2.0,"District 2, Ho Chi Minh City"
810,KN HOLIDAY VILLA GATHERING WITH JOYFUL,3999.999,8.0,1.0,"District 2, Ho Chi Minh City"
811,OYO 373 Habana Hotel,626.45,6.5,47.0,"Go Vap District , Ho Chi Minh City"
812,Phú Hoàng Nam Hotel,300.0,8.3,31.0,"Binh Tan District, Ho Chi Minh City"
813,Imperial Saigon hotel,1530.0,8.5,12.0,"District 7, Ho Chi Minh City"
814,Valentine Hotel,857.386,7.3,19.0,"District 5, Ho Chi Minh City"
815,Vinhomes Central Park - Christine Properties,1440.0,7.4,14.0,"Binh Thanh, Ho Chi Minh City"
816,2BR-High Floor-Riverview-Saigon Home-17,1700.0,10.0,4.0,"District 4, Ho Chi Minh City"
817,Star Hill Golden 2 - 3bedrooms,2610.0,10.0,2.0,"District 7, Ho Chi Minh City"
818,Spring Light Home,690.0,7.0,8.0,"District 7, Ho Chi Minh City"
819,"Johnny Tube, bed and breakfast, smarthome, amenities, quiet",260.1,9.0,2.0,"District 12, Ho Chi Minh City"
820,Song Anh,420.0,8.1,75.0,"District 10, Ho Chi Minh City"
821,AURA HOMESTAY Gò Vấp,330.0,9.0,2.0,"Go Vap District , Ho Chi Minh City"
822,Tresor lovely condo 3 bedrooms in center,2000.0,6.0,1.0,"District 4, Ho Chi Minh City"
823,Hoa Vinh Hotel,448.388,7.4,7.0,"District 9, Ho Chi Minh City"
824,Villa 90 - Villa 86 Group,8550.0,8.058728448275861,135.6149732620321,"District 2, Ho Chi Minh City"
825,Nhat an Homestay,664.05,8.8,47.0,"District 1, Ho Chi Minh City"
826,DRAGON HOTEL 1,350.0,8.0,80.0,"Go Vap District , Ho Chi Minh City"
827,KAY'S HOME-Vinhomes Luxury Apartment,1360.0,9.2,8.0,"Binh Thanh, Ho Chi Minh City"
828,HANZ Son Mi Hotel 839 Le Hong Phong,495.0,7.9,22.0,"District 10, Ho Chi Minh City"
829,HANZ Anh Duc 1 Binh Duong Hotel,520.38,7.7,21.0,Ho Chi Minh City
830,FH Homestay,560.137,9.5,4.0,"District 1, Ho Chi Minh City"
831,RedDoorz Premium Bamboo Saigon Hotel,897.183,6.4,7.0,"District 10, Ho Chi Minh City"
832,Aqua Hoa My Hotel,251.1,6.0,30.0,"District 6, Ho Chi Minh City"
833,Babylon D3 Serviced Apartment,1000.0,8.4,43.0,"District 3, Ho Chi Minh City"
834,HÙNG MIAMI HOTEl - 2 SAO,397.188,6.2,9.0,"Tan Binh, Ho Chi Minh City"
835,3br-High Floor-City Center-Saigon Home,2200.0,10.0,1.0,"District 4, Ho Chi Minh City"
836,HANZ Premium Corner 10 Nguyen Trai,1080.0,10.0,1.0,"District 1, Ho Chi Minh City"
837,Private big bedroom Saigon river view - The living room & the kitchen are shared,607.5,8.058728448275861,135.6149732620321,"District 4, Ho Chi Minh City"
838,Cupid Hotel 2,453.267,8.1,103.0,"Phu Nhuan, Ho Chi Minh City"
839,Capitalland's Service Apartment Landmark 6 Vinhomes,1539.0,8.1,10.0,"Binh Thanh, Ho Chi Minh City"
840,A25 Hotel - 122 Lê Lai,628.905,7.7,4.0,"District 1, Ho Chi Minh City"
841,SƠN THỊNH Guesthouse,360.0,9.0,41.0,"District 1, Ho Chi Minh City"
842,Sen Spa Service Apartment,780.0,7.2,5.0,"District 1, Ho Chi Minh City"
843,RedDoorz Hoang Ha Hotel,657.016,7.4,9.0,"Phu Nhuan, Ho Chi Minh City"
844,Language Exchange Hostel 1,240.0,7.8,183.0,"District 3, Ho Chi Minh City"
845,Mother's Home,750.0,8.058728448275861,135.6149732620321,Ho Chi Minh City
846,"TRESOR POOL GYM, ROSE HOME WITH POOL VIEW",1400.0,8.058728448275861,135.6149732620321,"District 4, Ho Chi Minh City"
847,Amura Hotel Quận 7,285.6,7.8,201.0,"District 7, Ho Chi Minh City"
848,Scandinavian Apartment with Balcony in Bui Vien,1650.0,8.3,141.0,"District 1, Ho Chi Minh City"
849,Tan Da Hotel,405.0,6.6,31.0,"District 5, Ho Chi Minh City"
850,Khach San Dai An,680.485,6.8,10.0,"Go Vap District , Ho Chi Minh City"
851,Thien Tu Hotel,736.0,8.6,107.0,"District 1, Ho Chi Minh City"
852,An Lam Retreats Saigon River,6092.08,8.5,166.0,Ho Chi Minh City
853,Victory Sai Gon Hotel,991.333,7.7,101.0,"District 3, Ho Chi Minh City"
854,HANZ MyMy Hotel,519.75,7.8,107.0,"District 10, Ho Chi Minh City"
855,Aqua Nhu Huynh Hotel,260.1,5.8,48.0,"District 6, Ho Chi Minh City"
856,Bin Bin Hotel 2 - Near Him Lam D7,445.3,8.5,15.0,"District 7, Ho Chi Minh City"
857,The Saigon Royal in Center pool view,1000.0,6.5,2.0,"District 4, Ho Chi Minh City"
858,Downtown Retro Serviced Apartment,1410.0,8.4,18.0,"District 3, Ho Chi Minh City"
859,RedDoorz Luxury An Phu Dong Hotel,262.76,8.6,38.0,"District 12, Ho Chi Minh City"
860,Nhu Y Hotel,311.781,7.7,200.0,"Binh Tan District, Ho Chi Minh City"
861,Con Gà Cười,265.0,8.0,25.0,"Binh Thanh, Ho Chi Minh City"
862,Mai Vang Hotel,500.0,6.8,4.0,"Binh Tan District, Ho Chi Minh City"
863,Nhat Van Hotel,425.0,7.3,85.0,"District 10, Ho Chi Minh City"
864,ANH KHOA 1 HOTEL Quận 2,345.0,6.1,37.0,"District 2, Ho Chi Minh City"
865,OYO 424 Minh Anh Hotel,354.676,6.3,33.0,"Go Vap District , Ho Chi Minh City"
866,Opera Hotel,780.0,7.7,6.0,"District 7, Ho Chi Minh City"
867,HANZ Sunflower Hotel & Spa Saigon,1315.44,7.1,15.0,"District 10, Ho Chi Minh City"
868,Jack Apartment Royal,1150.0,9.2,41.0,"District 7, Ho Chi Minh City"
