address,area,price,floor,room,buildingLine
" Đường Trinh Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",32m2,2 tỷ ,4,5,"2,2m"
" Trần Hưng Đạo, Hoàn Kiếm, Hà Nội. Đường Trần Hưng Đạo, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",130m2,46 tỷ ,---,8,---
" Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",30m2,"3,75 tỷ ",3,5,3m
" Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",20m2,"2,65 tỷ ",2,4,3m
" Phố Giang Văn Minh, Phường Đội Cấn, Quận Ba Đình, Hà Nội",30m2,"3,75 tỷ ",3,5,3m
" Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",50m2,"5,5 tỷ ",3,4,3m
" Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",50m2,"5,5 tỷ ",3,4,3m
" Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",50m2,"5,5 tỷ ",3,4,3m
" Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",50m2,"5,5 tỷ ",3,4,3m
" Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",298m2,8 tỷ ,3,1,8m
" Trần Đại Nghĩa, Hai Bà Trưng, Hà Nội. Phố Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",100m2,"21,2 tỷ ",---,6,---
" Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",86m2,"35,6 tỷ ",---,---,---
" Phường Bưởi, Quận Tây Hồ, Hà Nội",35m2,"7,8 tỷ ",3,6,10m
" Trần Hưng Đạo, Hoàn Kiếm, Hà Nội. Đường Trần Hưng Đạo, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",130m2,46 tỷ ,13,8,---
" Võ Thị Sáu, Hai Bà Trưng, Hà Nội. Phố Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",56m2,"14,9 tỷ ",5,5,5m
" Đại Cổ Việt, Hai Bà Trưng, Hà Nội. Đường Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",68m2,"25,5 tỷ ",2,2,10m
" Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",50m2,"4,9 tỷ ",3,4,3m
" Đường Khuất Duy Tiến, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",142m2,82 tỷ ,---,---,---
" Phố Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",50m2,5 tỷ ,3,3,3m
" Phố Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",50m2,5 tỷ ,3,3,3m
" Phố Quần Ngựa, Phường Cống Vị, Quận Ba Đình, Hà Nội",50m2,"4,9 tỷ ",3,4,3m
" Đường Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",30m2,"3,75 tỷ ",4,6,3m
" Phường Bưởi, Quận Tây Hồ, Hà Nội",35m2,"7,8 tỷ ",3,6,10m
" Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",50m2,5 tỷ ,3,4,3m
" Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",500m2,"10,8 tỷ ",10,4,10m
" Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",35m2,"3,75 tỷ ",3,5,3m
" Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",230m2,59 tỷ ,5,3,9m
" Thợ Nhuộm, Hoàn Kiếm, Hà Nội. Phố Thợ Nhuộm, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",106m2,"22,5 tỷ ",3,3,---
" Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",100m2,14 tỷ ,---,---,---
" Phố Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",40m2,"5,2 tỷ ",4,4,4m
" Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",66m2,"13,5 tỷ ",---,---,---
" Phố Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",75m2,22 tỷ ,6,5,10m
" Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",66m2,"15,8 tỷ ",4,4,8m
" Thái Phiên, Hai Bà Trưng, Hà Nội. Phố Thái Phiên, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",52m2,"26,5 tỷ ",4,4,---
" Phố Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội",50m2,"12,9 tỷ ",5,6,6m
" Nguyên Hồng, Láng Hạ, Đống Đa, Hà Nội Phố Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",45m2,12 tỷ ,4,5,6m
" Đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",105m2,"8,5 triệu ",9,9,30m
" Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",50m2,"11,5 tỷ ",---,---,---
" Đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",105m2,"8,5 triệu ",9,9,30m
" Phố Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội",50m2,"12,9 tỷ ",5,6,6m
" Nguyên Hồng, Láng Hạ, Đống Đa, Hà Nội Phố Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",45m2,12 tỷ ,4,5,6m
" Đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",105m2,"8,5 triệu ",9,9,30m
" Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",50m2,"11,5 tỷ ",---,---,---
" Đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",105m2,"8,5 triệu ",9,9,30m
" Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",125m2,"27,5 tỷ ",---,---,---
" Đường Xuân Thủy, Phường Xuân Thủy, Quận Cầu Giấy, Hà Nội",110m2,55 tỷ ,7,7,15m
" Đường Bà Triệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",58m2,"16,5 tỷ ",---,---,---
" Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",73m2,"17,5 tỷ ",5,4,12m
" Đường Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",38m2,"11,8 tỷ ",4,6,14m
" Đường Đê La Thành, Phường Thành Công, Quận Ba Đình, Hà Nội",17m2,"1,75 tỷ ",2,4,3m
" Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",60m2,"11,3 tỷ ",---,---,---
" Đường Đê La Thành, Phường Thành Công, Quận Ba Đình, Hà Nội",20m2,"1,75 tỷ ",2,4,3m
" Nguyễn Chí Thanh, Láng Thượng, Đống Đa, Hà Nội Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",40m2,15 tỷ ,4,4,20m
" Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",50m2,5 tỷ ,3,4,3m
" Hoàng Mai Hà Nội Phố Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",70m2,"23,9 tỷ ",6,4,20m
" Phố Hàng Bông, Phường Hàng Gai, Quận Hoàn Kiếm, Hà Nội",255m2,186 ngàn ,4,2,16m
" Đường Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",40m2,"3,95 tỷ ",4,5,4m
" Phố Quần Ngựa, Phường Cống Vị, Quận Ba Đình, Hà Nội",50m2,"5,5 tỷ ",3,4,3m
" Trường Chinh, Khương Thượng, Đống Đa, Hà Nội Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",130m2,17 tỷ ,4,4,5m
" Trường Chinh, Khương Thượng, Đống Đa, Hà Nội Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",130m2,17 tỷ ,4,4,5m
" Chùa Láng, Láng Thượng, Đống Đa, Hà Nội Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",60m2,18 tỷ ,8,7,5m
" Đường Do Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",45m2,"4,8 tỷ ",4,5,6m
" Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",30m2,"3,75 tỷ ",3,5,3m
" Phố Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",60m2,35 tỷ ,6,3,48m
" Phố Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",50m2,15 tỷ ,5,7,6m
" Phố Hoàng Cầu, Phường Trung Liệt, Quận Đống Đa, Hà Nội",80m2,32 tỷ ,---,---,---
" Đường Khu tập thể Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",20m2,"1,75 tỷ ",2,4,3m
" Phố Nguyễn Viết Xuân, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",85m2,"13,5 tỷ ",---,---,---
" Phố Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",175m2,115 tỷ ,6,5,48m
" Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",50m2,"5,5 tỷ ",3,4,3m
" Đặng Văn Ngữ, Trung Tự, Đống Đa, Hà Nội Phố Đặng Văn Ngữ, Phường Trung Tự, Quận Đống Đa, Hà Nội",117m2,22 tỷ ,6,3,8m
" Lê Đại Hành, Hai Bà Trưng, Hà Nội. Đường Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",76m2,20 tỷ ,4,4,4m
" Lê Trọng Tấn, Khương Mai, Thanh Xuân, Hà Nội Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",85m2,15 tỷ ,4,4,6m
" Phố Tôn Đức Thắng, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",35m2,"7,65 tỷ ",---,---,---
" Hoàng Cầu, Ô Chợ Dừa, Đống Đa, Hà Nội Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",80m2,15 tỷ ,9,7,6m
" Phố Ngọc Khánh, Phường Giảng Võ, Quận Ba Đình, Hà Nội",20m2,"1,75 tỷ ",2,4,3m
" Phố Quần Ngựa, Phường Cống Vị, Quận Ba Đình, Hà Nội",50m2,"5,5 tỷ ",3,4,3m
" Phố Trần Phú, Phường Trúc Bạch, Quận Ba Đình, Hà Nội",50m2,36 tỷ ,8,8,15m
" Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",90m2,27 tỷ ,8,7,8m
" Phố Ngọc Khánh, Phường Giảng Võ, Quận Ba Đình, Hà Nội",20m2,"1,75 tỷ ",2,4,3m
" Phố Quần Ngựa, Phường Cống Vị, Quận Ba Đình, Hà Nội",50m2,"5,5 tỷ ",3,4,3m
" Phố Trần Phú, Phường Trúc Bạch, Quận Ba Đình, Hà Nội",50m2,36 tỷ ,8,8,15m
" Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",90m2,27 tỷ ,8,7,8m
" Phố Nguyễn Thị Định, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",65m2,24 tỷ ,8,7,6m
" Phố Lý Nam Đế, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội",80m2,50 tỷ ,6,8,16m
" Phố Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",65m2,18 tỷ ,7,6,---
" Phố Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",36m2,8 tỷ ,---,---,---
" Phố Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",78m2,"16,5 tỷ ",15,7,3m
" Đường Nam Đồng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",120m2,70 tỷ ,---,---,---
" Hoàng Mai Hà Nội Phố Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",68m2,24 tỷ ,5,4,20m
" Láng Hạ, Thành Công, Ba Đình, Hà Nội Phố Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội",60m2,14 tỷ ,6,4,8m
" Cù Chính Lan, Khương Mai, Thanh Xuân, Hà Nội Phố Cù Chính Lan, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",45m2,11 tỷ ,8,5,6m
" Nguyễn Chí Thanh, Láng Hạ, Đống Đa, Hà Nội Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",60m2,16 tỷ ,4,4,6m
" Phố Bảo Khánh, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội",175m2,186 tỷ ,10,4,14m
" Phố Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",55m2,13 tỷ ,4,5,6m
" Phố Quần Ngựa, Phường Cống Vị, Quận Ba Đình, Hà Nội",50m2,"4,9 tỷ ",3,4,3m
" Đường Hồ Ba Mẫu, Phường Phương Liên, Quận Đống Đa, Hà Nội",95m2,33 tỷ ,4,4,15m
" Phố Quán Thánh, Phường Quán Thánh, Quận Ba Đình, Hà Nội",67m2,13 tỷ ,4,2,16m
" Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",50m2,"5,3 tỷ ",4,5,2m
" Phố Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",55m2,13 tỷ ,4,5,6m
" Phố Quần Ngựa, Phường Cống Vị, Quận Ba Đình, Hà Nội",50m2,"4,9 tỷ ",3,4,3m
" Đường Hồ Ba Mẫu, Phường Phương Liên, Quận Đống Đa, Hà Nội",95m2,33 tỷ ,4,4,15m
" Phố Quán Thánh, Phường Quán Thánh, Quận Ba Đình, Hà Nội",67m2,13 tỷ ,4,2,16m
" Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",50m2,"5,3 tỷ ",4,5,2m
" Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",35m2,"3,6 tỷ ",2,4,3m
" Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",50m2,"4,9 tỷ ",3,4,3m
" Phố Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",50m2,5 tỷ ,3,3,3m
" Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",50m2,"5,8 tỷ ",---,---,---
" Nguyễn Trãi, Thanh Xuân Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",61m2,"8,7 tỷ ",---,3,0m
" Phố Quảng Khánh, Phường Quảng An, Quận Tây Hồ, Hà Nội",875m2,363 tỷ ,1,1,1m
" Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",200m2,40 tỷ ,8,8,24m
" Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",55m2,"16,5 tỷ ",6,8,7m
" Hoàng Cầu, Ô Chợ Dừa, Đống Đa, Hà Nội Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",45m2,5 tỷ ,4,4,3m
" Phố Hà Trung, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",60m2,"28,5 tỷ ",3,3,12m
" Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",500m2,"10,8 tỷ ",10,4,10m
" Phố Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Hà Nội",95m2,63 tỷ ,---,---,---
" Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",50m2,"6,2 tỷ ",5,6,"2,5m"
" Phố Huỳnh Thúc Kháng, Phường Thành Công, Quận Ba Đình, Hà Nội",90m2,63 tỷ ,2,1,24m
" Phố Hàng Điếu, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội",38m2,32 tỷ ,4,5,9m
" Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",500m2,"10,8 tỷ ",10,4,10m
" Phố Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Hà Nội",95m2,63 tỷ ,---,---,---
" Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",50m2,"6,2 tỷ ",5,6,"2,5m"
" Phố Huỳnh Thúc Kháng, Phường Thành Công, Quận Ba Đình, Hà Nội",90m2,63 tỷ ,2,1,24m
" Phố Hàng Điếu, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội",38m2,32 tỷ ,4,5,9m
" Hoàng Cầu, Ô Chợ Dừa, Đống Đa, Hà Nội Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",50m2,12 tỷ ,6,5,6m
" Đường Trường Chinh, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",55m2,16 tỷ ,5,5,60m
" Phố Mã Mây, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",230m2,185 tỷ ,---,---,---
" Đường Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",40m2,"6,3 tỷ ",4,4,20m
" Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",35m2,"3,75 tỷ ",3,5,3m
" Phố Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",35m2,"9,8 tỷ ",4,5,12m
" Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",95m2,27 tỷ ,5,3,24m
" Phố Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",65m2,"10,5 tỷ ",---,---,---
" Thái Hà, Láng Hạ, Đống Đa, Hà Nội Phố Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội",50m2,"14,85 tỷ ",4,5,6m
" Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",61m2,"14,99 tỷ ",6,6,10m
" Phố Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",64m2,24 tỷ ,4,4,12m
" Đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",28m2,"6,3 tỷ ",---,5,---
" Phố Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",81m2,"14,2 tỷ ",4,4,---
" Phố Phố 8/3, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",49m2,6 tỷ ,4,5,5m
" Đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",105m2,"8,5 triệu ",9,9,30m
" Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",61m2,"14,99 tỷ ",6,6,10m
" Phố Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",64m2,24 tỷ ,4,4,12m
" Đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",28m2,"6,3 tỷ ",---,5,---
" Phố Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",81m2,"14,2 tỷ ",4,4,---
" Phố Phố 8/3, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",49m2,6 tỷ ,4,5,5m
" Đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",105m2,"8,5 triệu ",9,9,30m
" Hà Nội Phố Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",25m2,"3,9 tỷ ",2,3,---
" Đường Kẻ Vẽ, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",35m2,"2,5 tỷ ",4,5,---
" Phố Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",490m2,135 tỷ ,---,---,---
" Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",135m2,46 tỷ ,6,6,48m
" Hà Nội Đường Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",35m2,"2,9 tỷ ",4,5,3m
" Đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",105m2,"8,5 triệu ",9,9,30m
" 107 Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",38m2,"2,6 tỷ ",3,4,2m
" Tứ Liên - Tây Hồ - Hà Nội Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",130m2,"16,5 tỷ ",---,---,---
" Đường Xuân Thủy, Phường Xuân Thủy, Quận Cầu Giấy, Hà Nội",110m2,55 tỷ ,7,7,15m
" Phan Đình Phùng - Ba Đình - Hà Nội Đường Phan Đình Phùng, Phường Quán Thánh, Quận Ba Đình, Hà Nội",53m2,"11,5 tỷ ",---,---,---
" Phố Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",60m2,"9,5 tỷ ",4,5,5m
" Phố Thái Thịnh 2, Phường Trung Liệt, Quận Đống Đa, Hà Nội",60m2,"7,9 tỷ ",---,---,---
" Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",60m2,"13,4 tỷ ",6,7,7m
" Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",42m2,"4,75 tỷ ",3,5,3m
" 107 Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",38m2,"2,6 tỷ ",3,4,2m
" Tứ Liên - Tây Hồ - Hà Nội Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",130m2,"16,5 tỷ ",---,---,---
" Đường Xuân Thủy, Phường Xuân Thủy, Quận Cầu Giấy, Hà Nội",110m2,55 tỷ ,7,7,15m
" Phan Đình Phùng - Ba Đình - Hà Nội Đường Phan Đình Phùng, Phường Quán Thánh, Quận Ba Đình, Hà Nội",53m2,"11,5 tỷ ",---,---,---
" Phố Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",60m2,"9,5 tỷ ",4,5,5m
" Phố Thái Thịnh 2, Phường Trung Liệt, Quận Đống Đa, Hà Nội",60m2,"7,9 tỷ ",---,---,---
" Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",60m2,"13,4 tỷ ",6,7,7m
" Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",42m2,"4,75 tỷ ",3,5,3m
" Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",30m2,"2,9 tỷ ",2,3,"3,5m"
" Phố Hàng Nón, Phường Hàng Gai, Quận Hoàn Kiếm, Hà Nội",130m2,"59,5 tỷ ",5,3,12m
" Phố Tô Vĩnh Diện, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",130m2,43 tỷ ,---,---,---
" Phố Tôn Đức Thắng, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",205m2,"94,5 tỷ ",---,---,---
" Phố Kim Ngưu, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",200m2,35 tỷ ,---,---,---
" Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",45m2,"4,9 tỷ ",3,4,3m
" Phố Ngụy Như Kon Tum, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",150m2,39 tỷ ,---,---,---
" Hàng Mã - Hà Nội Phố Hàng Mã, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội",33m2,"21,5 tỷ ",---,---,---
" 255 Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",36m2,"3,2 tỷ ",4,4,2m
" Phạm Ngọc Thạch - Đống Đa - Hà Nội Phố Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội",80m2,35 tỷ ,---,---,---
" Đường Nguyễn Khoái, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",38m2,"4,2 tỷ ",4,5,4m
" Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",45m2,"4,9 tỷ ",3,4,3m
" Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",45m2,"4,9 tỷ ",3,4,3m
" Phố Ngụy Như Kon Tum, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",150m2,39 tỷ ,---,---,---
" Hàng Mã - Hà Nội Phố Hàng Mã, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội",33m2,"21,5 tỷ ",---,---,---
" 255 Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",36m2,"3,2 tỷ ",4,4,2m
" Phạm Ngọc Thạch - Đống Đa - Hà Nội Phố Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội",80m2,35 tỷ ,---,---,---
" Đường Nguyễn Khoái, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",38m2,"4,2 tỷ ",4,5,4m
" Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",45m2,"4,9 tỷ ",3,4,3m
" Phố Cầu Gỗ, Phường Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",160m2,117 tỷ ,6,3,7m
" Đường Mạc Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",250m2,138 tỷ ,---,---,---
" Đường Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",60m2,"15,5 tỷ ",5,4,10m
" Phố Trần Quang Diệu, Phường Quang Trung, Quận Đống Đa, Hà Nội",700m2,100 ngàn ,---,---,16m
" Đường Nam Đồng, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",130m2,63 tỷ ,---,---,---
" Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",36m2,"4,35 tỷ ",3,5,3m
" Thịnh Hào 3 Phố Tôn Đức Thắng, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",60m2,"5,6 tỷ ",---,---,---
" Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",42m2,"3,75 tỷ ",2,3,3m
" Đồng Cổ, Tây Hồ, Hà Nội Đường Tây Hồ, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",35m2,"7,15 tỷ ",---,---,---
" Phố Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội",60m2,35 tỷ ,---,---,---
" Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",50m2,"5,5 tỷ ",3,4,3m
" Phố Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",70m2,24 tỷ ,5,6,12m
" Phố Gia Ngư, Phường Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",330m2,230 tỷ ,10,3,9m
" Đường Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",35m2,"4,3 tỷ ",3,5,4m
" Phố Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",36m2,4 tỷ ,6,4,5m
" Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",27m2,"2,1 tỷ ",2,4,4m
" Phố Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",61m2,10 tỷ ,3,3,8m
" Đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",64m2,"13,5 tỷ ",1,1,3m
