address,area,price,floor,room,buildingLine
" Dương Quảng Hàm, Cầu Giấy, Hà Nội Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",52m2,"7,4 tỷ ",---,5,---
" Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",35m2,"6,7 tỷ ",3,5,7m
" Đường Vũ Trọng Phụng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",41m2,"6,3 tỷ ",4,4,5m
" Đường Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",50m2,"6,8 tỷ ",---,4,---
" Hà Đông, Hà Nội Quận Hà Đông, Hà Nội",55m2,"7,25 tỷ ",---,---,---
" Đường Phúc Đồng, Phường Phúc Đồng, Quận Long Biên, Hà Nội",100m2,"9,2 tỷ ",3,3,4m
" Đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",58m2,"5,4 tỷ ",4,4,5m
" Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",45m2,"6,8 tỷ ",3,5,"3,5m"
" Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",52m2,"4,3 tỷ ",---,---,9m
" Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",50m2,"9,5 tỷ ",6,4,5m
" Hà Đông, Hà Nội Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",60m2,"7,65 tỷ ",---,---,---
" Đường Phúc Đồng, Phường Phúc Đồng, Quận Long Biên, Hà Nội",47m2,"6,6 tỷ ",3,5,4m
" Phố Võng Thị, Phường Xuân La, Quận Tây Hồ, Hà Nội",32m2,"8,2 tỷ ",3,5,5m
" Dương Quảng Hàm, Cầu Giấy, Hà Nội Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",52m2,"7,4 tỷ ",---,5,---
" Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",35m2,"6,7 tỷ ",3,5,7m
" Đường Vũ Trọng Phụng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",41m2,"6,3 tỷ ",4,4,5m
" Đường Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",50m2,"6,8 tỷ ",---,4,---
" Hà Đông, Hà Nội Quận Hà Đông, Hà Nội",55m2,"7,25 tỷ ",---,---,---
" Đường Phúc Đồng, Phường Phúc Đồng, Quận Long Biên, Hà Nội",100m2,"9,2 tỷ ",3,3,4m
" Đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",58m2,"5,4 tỷ ",4,4,5m
" Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",45m2,"6,8 tỷ ",3,5,"3,5m"
" Đường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",119m2,"11,5 tỷ ",6,5,5m
" Phố Vũ Hữu, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",49m2,"4,2 tỷ ",5,5,"3,5m"
" Quận Hà Đông, Hà Nội",55m2,4 tỷ ,---,---,---
" Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",130m2,"12,5 tỷ ",5,4,"3,5m"
" Quận Hà Đông, Hà Nội",40m2,"2,95 tỷ ",---,---,---
" Trần Cung, Bắc Từ Liêm, Hà Nội Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",42m2,"5,6 tỷ ",---,5,---
" Đường Trương Định, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",35m2,"3,15 tỷ ",4,5,"3,5m"
" Hà Đông, Hà Nội Quận Hà Đông, Hà Nội",55m2,"7,25 tỷ ",---,---,---
" Đường Phúc Đồng, Phường Phúc Đồng, Quận Long Biên, Hà Nội",100m2,"9,2 tỷ ",3,3,4m
" Đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",58m2,"5,4 tỷ ",4,4,5m
" Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",45m2,"6,8 tỷ ",3,5,"3,5m"
" Đường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",119m2,"11,5 tỷ ",6,5,5m
" Phố Vũ Hữu, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",49m2,"4,2 tỷ ",5,5,"3,5m"
" Quận Hà Đông, Hà Nội",55m2,4 tỷ ,---,---,---
" Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",130m2,"12,5 tỷ ",5,4,"3,5m"
" Quận Hà Đông, Hà Nội",40m2,"2,95 tỷ ",---,---,---
" Trần Cung, Bắc Từ Liêm, Hà Nội Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",42m2,"5,6 tỷ ",---,5,---
" Đường Trương Định, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",35m2,"3,15 tỷ ",4,5,"3,5m"
" Võng Thị, Tây Hồ , Hà Nội Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",40m2,"5,949 tỷ ",4,5,3m
" Hà Đông - Hà Nội Đường Trần Đăng Ninh, Phường Hà Cầu, Quận Hà Đông, Hà Nội",50m2,"6,9 tỷ ",---,---,---
" Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",40m2,"5,75 tỷ ",5,5,3m
" Quận Hà Đông, Hà Nội",64m2,"4,09 tỷ ",---,---,---
" Xuân La, Tây Hồ , Hà Nội Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",45m2,"4,999 tỷ ",4,5,2m
" Quận Hà Đông, Hà Nội",40m2,"3,6 tỷ ",---,---,---
" Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",48m2,"3,95 tỷ ",3,4,3m
" Đường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",63m2,"5,3 tỷ ",4,4,3m
" Đường Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",33m2,360 triệu ,4,5,"3,5m"
" Xuân La, Tây Hồ , Hà Nội Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",45m2,"4,999 tỷ ",4,5,2m
" Quận Hà Đông, Hà Nội",40m2,"3,6 tỷ ",---,---,---
" Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",48m2,"3,95 tỷ ",3,4,3m
" Đường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",63m2,"5,3 tỷ ",4,4,3m
" Đường Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",33m2,360 triệu ,4,5,"3,5m"
" Võng Thị, Tây Hồ, Hà Nội Phố Võng Thị, Phường Xuân La, Quận Tây Hồ, Hà Nội",47m2,8 tỷ ,---,5,---
" Võng Thị, Tây Hồ , Hà Nội Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",40m2,"5,949 tỷ ",3,5,2m
" Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",45m2,"6,1 tỷ ",4,6,4m
" Đường Phúc Đồng, Phường Phúc Đồng, Quận Long Biên, Hà Nội",70m2,"6,5 tỷ ",3,4,4m
" Trích Sài, Tây Hồ, Hà Nội Phố Trích Sài, Phường Xuân La, Quận Tây Hồ, Hà Nội",54m2,"22,3 tỷ ",6,6,8m
" Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",50m2,"2,8 tỷ ",3,3,---
" Võng Thị, Tây Hồ , Hà Nội Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",40m2,"5,95 tỷ ",3,5,2m
" Xuân La, Tây Hồ , Hà Nội Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",82m2,"7,2 tỷ ",4,4,"2,5m"
" Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",65m2,"5,8 tỷ ",5,4,"3,5m"
" Đường Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội",48m2,"4,2 tỷ ",4,4,3m
" Đường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",45m2,"4,25 tỷ ",3,4,3m
" Phố Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",43m2,"4,6 tỷ ",5,5,"4,5m"
" Hà Nội Đường Nguyễn Trãi, Phường Văn Quán, Quận Hà Đông, Hà Nội",39m2,"3,15 tỷ ",3,4,---
" Đường Lương Thế Vinh, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",70m2,"6,4 tỷ ",5,4,"3,5m"
" Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",62m2,"10,2 tỷ ",---,---,---
" Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",62m2,"10,2 tỷ ",---,---,---
" Đường Nguyễn An Ninh, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",45m2,"3,1 tỷ ",4,5,1m
" Quận Hà Đông, Hà Nội",35m2,"3,5 tỷ ",---,---,---
" Đường Lê Hồng Phong, Phường Hà Cầu, Quận Hà Đông, Hà Nội",38m2,"3,2 tỷ ",---,---,---
" Phố Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",34m2,"3,6 tỷ ",5,5,"3,5m"
" Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",150m2,"10,5 tỷ ",---,---,---
" Phố Huỳnh Tấn Phát, Phường Thạch Bàn, Quận Long Biên, Hà Nội",68m2,"4,5 tỷ ",3,3,3m
" Hà Đông - Hà Nội Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội",42m2,"2,85 tỷ ",---,---,---
" Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",53m2,4 tỷ ,---,---,---
" Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",69m2,"5,9 tỷ ",4,4,5m
" Xuân Đỉnh , Bắc Từ Liêm, Hà Nội Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",111m2,"10,5 tỷ ",5,3,3m
" Đường Hồ Tùng Mậu, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",61m2,"10,5 tỷ ",---,---,---
" Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",39m2,"3,4 tỷ ",3,4,3m
" Phố Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",55m2,"12,9 tỷ ",---,---,---
" Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",56m2,"4,4 tỷ ",3,5,3m
" Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",43m2,"4,5 tỷ ",3,4,3m
" Xuân La, Tây Hồ, Hà Nội Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",30m2,"4,25 tỷ ",4,6,---
" Đường Hồ Tùng Mậu, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",66m2,9 tỷ ,---,---,---
" Phố Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",48m2,"5,3 tỷ ",6,5,"3,5m"
" Xuân La, Tây Hồ, Hà Nội Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",30m2,"4,75 tỷ ",5,5,5m
" Đường Hồ Tùng Mậu, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",66m2,9 tỷ ,---,---,---
" Phố Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",48m2,"5,3 tỷ ",6,5,"3,5m"
" Xuân La, Tây Hồ, Hà Nội Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",30m2,"4,75 tỷ ",5,5,5m
" Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",45m2,"5,5 tỷ ",---,---,---
" Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",51m2,"6,99 tỷ ",---,---,---
" Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",58m2,"6,05 tỷ ",---,---,---
" An Dương Vương, Tây Hồ, Hà Nội Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",30m2,3 tỷ ,---,5,---
" Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",47m2,"4,1 tỷ ",6,5,3m
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",34m2,"3,5 tỷ ",3,4,---
" Đường Ngọc Hà, Phường Đội Cấn, Quận Ba Đình, Hà Nội",60m2,"4,95 tỷ ",3,5,4m
" Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",34m2,"3,1 tỷ ",3,5,---
" Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",45m2,"5,99 tỷ ",---,---,---
" Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",55m2,"4,9 tỷ ",---,---,---
" Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",48m2,"6,2 tỷ ",---,---,---
" Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",75m2,"10,8 tỷ ",1,1,3m
" Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",40m2,"4,2 tỷ ",---,---,---
" Phố Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",50m2,"4,8 tỷ ",4,4,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",38m2,"4,85 tỷ ",4,5,---
" Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",50m2,"5,6 tỷ ",9,5,3m
" Phố Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",30m2,"4,3 tỷ ",3,5,2m
" Phố Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",50m2,"4,8 tỷ ",4,4,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",38m2,"4,85 tỷ ",4,5,---
" Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",50m2,"5,6 tỷ ",9,5,3m
" Phố Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",30m2,"4,3 tỷ ",3,5,2m
" Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",40m2,"5,65 tỷ ",---,---,---
" Dương Quảng Hàm, Cầu Giấy, Hà Nội Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",35m2,6 tỷ ,---,5,---
" Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",60m2,"8,3 tỷ ",1,1,6m
" Đường Phúc Diễn, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",70m2,"8,7 tỷ ",---,---,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",37m2,"5,1 tỷ ",3,5,---
" Đường Hồ Tùng Mậu, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",58m2,"4,5 tỷ ",---,---,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",49m2,"6,5 tỷ ",4,3,---
" Đường Cầu Diễn, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",120m2,10 tỷ ,---,---,---
" Thụy Khuê, Tây Hồ, Hà Nội Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",96m2,12 tỷ ,---,4,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",37m2,"5,1 tỷ ",5,5,---
" An Dương Vương, Tây Hồ, Hà Nội Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",30m2,"2,7 tỷ ",3,5,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",45m2,5 tỷ ,5,5,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",38m2,"4,85 tỷ ",5,5,---
" Phố Lý Thường Kiệt, Phường Quang Trung, Quận Hà Đông, Hà Nội",41m2,"3,8 tỷ ",4,5,3m
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",50m2,"16,6 tỷ ",7,7,6m
" Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",66m2,"4,7 tỷ ",---,---,---
" Phố Lý Thường Kiệt, Phường Quang Trung, Quận Hà Đông, Hà Nội",41m2,"3,8 tỷ ",4,5,3m
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",50m2,"16,6 tỷ ",7,7,6m
" Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",66m2,"4,7 tỷ ",---,---,---
" Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",27m2,"2,75 tỷ ",2,4,---
" Phố Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",40m2,"4,1 tỷ ",3,3,---
" Đường Vân Trì, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",50m2,"5,3 tỷ ",---,---,---
" Phố Đội cấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",34m2,"3,8 tỷ ",3,4,---
" Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",42m2,"4,4 tỷ ",---,---,---
" Hà Đông - Hà Nội Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",35m2,"2,9 tỷ ",---,---,---
" Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",45m2,"5,5 tỷ ",---,---,---
" Phố Vũ Ngọc Phan, Phường Láng Hạ, Quận Đống Đa, Hà Nội",73m2,5 tỷ ,3,5,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",73m2,"16,8 tỷ ",5,6,---
" Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",75m2,"5,25 tỷ ",---,---,---
" Đường Hoàng Hoa Thám, Phường Liễu Giai, Quận Ba Đình, Hà Nội",63m2,8 tỷ ,2,4,5m
" Xuân La, Tây Hồ, Hà Nội Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",88m2,"17,5 tỷ ",8,6,---
" Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",40m2,"4,6 tỷ ",---,---,---
" Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",45m2,"3,6 tỷ ",3,5,---
" Đường Hồ Tùng Mậu, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",45m2,"5,15 tỷ ",---,---,---
" Võng Thị, Tây Hồ, Hà Nội Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",61m2,"7,3 tỷ ",4,4,---
" Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",45m2,"5,9 tỷ ",---,---,---
" Phố Đội cấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",34m2,"3,8 tỷ ",3,4,---
" Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",42m2,"4,4 tỷ ",---,---,---
" Hà Đông - Hà Nội Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",35m2,"2,9 tỷ ",---,---,---
" Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",45m2,"5,5 tỷ ",---,---,---
" Phố Vũ Ngọc Phan, Phường Láng Hạ, Quận Đống Đa, Hà Nội",73m2,5 tỷ ,3,5,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",73m2,"16,8 tỷ ",5,6,---
" Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",75m2,"5,25 tỷ ",---,---,---
" Đường Hoàng Hoa Thám, Phường Liễu Giai, Quận Ba Đình, Hà Nội",63m2,8 tỷ ,2,4,5m
" Xuân La, Tây Hồ, Hà Nội Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",88m2,"17,5 tỷ ",8,6,---
" Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",40m2,"4,6 tỷ ",---,---,---
" Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",45m2,"3,6 tỷ ",3,5,---
" Đường Hồ Tùng Mậu, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",45m2,"5,15 tỷ ",---,---,---
" Võng Thị, Tây Hồ, Hà Nội Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",61m2,"7,3 tỷ ",4,4,---
" Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",45m2,"5,9 tỷ ",---,---,---
" Trịnh Công Sơn, Tây Hồ, Hà Nội Phố Trịnh Công Sơn, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",50m2,"8,2 tỷ ",4,4,---
" Phố Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội",72m2,"13,95 tỷ ",6,4,---
" Xuân Đỉnh, Bắc Từ Liêm, Hà Nội Đường Xuân Đỉnh, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",30m2,"3,6 tỷ ",5,5,"2,8m"
" Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",58m2,"5,5 tỷ ",---,---,---
" Đường Kim Mã, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",42m2,"3,25 tỷ ",2,4,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",40m2,"5,5 tỷ ",6,6,2m
" Phố Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội",72m2,"13,95 tỷ ",6,4,---
" Xuân Đỉnh, Bắc Từ Liêm, Hà Nội Đường Xuân Đỉnh, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",30m2,"3,6 tỷ ",5,5,"2,8m"
" Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",58m2,"5,5 tỷ ",---,---,---
" Đường Kim Mã, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",42m2,"3,25 tỷ ",2,4,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",40m2,"5,5 tỷ ",6,6,2m
" Đường Đình Thôn, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",40m2,"5,9 tỷ ",---,---,---
" Xuân Đỉnh, Bắc Từ Liêm, Hà Nội Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",32m2,"3,9 tỷ ",3,5,3m
" Xuân Đỉnh, Bắc Từ Liêm, Hà Nội Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",46m2,"6,4 tỷ ",6,5,3m
" Võ Chí Công, Tây Hồ, Hà Nội Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",45m2,5 tỷ ,5,5,"1,5m"
" Thụy Khuê, Tây Hồ , Hà Nội Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",36m2,5 tỷ ,4,4,3m
" Đường Kim Mã, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",89m2,"9,8 tỷ ",4,4,---
" Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",40m2,"2,85 tỷ ",1,1,3m
" Đường Tây Sơn 2, Phường Trung Liệt, Quận Đống Đa, Hà Nội",32m2,"4,2 tỷ ",4,5,3m
" Phố Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội",89m2,27 tỷ ,6,7,---
" Phố Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",62m2,16 tỷ ,16,10,---
" Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",42m2,"5,5 tỷ ",---,---,---
" Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",30m2,"2,6 tỷ ",2,3,---
" Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",32m2,"3,35 tỷ ",---,---,---
" Phố Chợ Khâm Thiên, Phường Trung Phụng, Quận Đống Đa, Hà Nội",26m2,"2,6 tỷ ",2,4,---
" Đường Đê La Thành, Phường Giảng Võ, Quận Ba Đình, Hà Nội",35m2,"3,6 tỷ ",2,4,---
" Lạc Long Quân, Tây Hồ, Hà Nội Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",40m2,"5,5 tỷ ",6,6,2m
" Đường Đình Thôn, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",40m2,"5,9 tỷ ",---,---,---
" Xuân Đỉnh, Bắc Từ Liêm, Hà Nội Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",32m2,"3,9 tỷ ",3,5,3m
" Xuân Đỉnh, Bắc Từ Liêm, Hà Nội Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",46m2,"6,4 tỷ ",6,5,3m
" Võ Chí Công, Tây Hồ, Hà Nội Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",45m2,5 tỷ ,5,5,"1,5m"
" Thụy Khuê, Tây Hồ , Hà Nội Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",36m2,5 tỷ ,4,4,3m
" Đường Kim Mã, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",89m2,"9,8 tỷ ",4,4,---
" Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",40m2,"2,85 tỷ ",1,1,3m
" Đường Tây Sơn 2, Phường Trung Liệt, Quận Đống Đa, Hà Nội",32m2,"4,2 tỷ ",4,5,3m
" Phố Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội",89m2,27 tỷ ,6,7,---
" Phố Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",62m2,16 tỷ ,16,10,---
